Gene = tant
index = 1908
Annotated 5SS: [284 528]
Annotated 3SS: [440 580]
SMsplice 5SS: [284 528]
SMsplice 3SS: [440 580]
top_k =  1000
Partition function (log Z): -5.7848899907226095

Sorted 5' Splice Sites (High to Low Probability):
Position 528: 0.9521458146274276
Position 284: 0.8500120985591012
Position 299: 0.01591675274700986
Position 1191: 0.0028136107426847976
Position 60: 0.0014825767297319695
Position 1421: 0.0014030895695942062
Position 1089: 0.0009018074144028333
Position 288: 0.0008204364358373541
Position 1505: 0.0007549042677593965
Position 116: 0.000634828211957094
Position 1095: 0.0005630335075769229
Position 1104: 0.00047981145764406773
Position 3: 0.00047058864706350393
Position 10: 0.0003421877080471724
Position 331: 0.0002866173556621931
Position 218: 0.00019899365030570182
Position 1595: 0.00017129121833905532
Position 250: 0.00016234013477919344
Position 703: 0.00015491170917853028
Position 414: 9.436385505710925e-05
Position 726: 4.7760689403092864e-05
Position 342: 3.671707472209077e-05
Position 119: 3.6096619015823925e-05
Position 696: 3.311318795914487e-05
Position 1098: 2.9273816873873573e-05
Position 1538: 2.832045136362937e-05
Position 852: 2.6715428705318425e-05
Position 507: 2.3282095942182108e-05
Position 425: 2.2502805650807602e-05
Position 82: 2.047911066074302e-05
Position 1526: 1.5814330971809788e-05
Position 34: 1.4049530265513621e-05
Position 854: 1.391574730697124e-05
Position 825: 1.3035136520461075e-05
Position 1489: 7.831917062459896e-06
Position 205: 7.09611046790271e-06
Position 161: 6.16973416826184e-06
Position 1070: 6.14356318778968e-06
Position 1582: 5.736285597682435e-06
Position 71: 4.472878743642458e-06
Position 1547: 3.8043330449905853e-06
Position 1394: 3.5287488682005e-06
Position 781: 2.9051805150206273e-06
Position 1787: 2.8266916494927712e-06
Position 832: 2.692952470477211e-06
Position 1213: 2.5776314584867514e-06
Position 1606: 2.4317417254737866e-06
Position 799: 1.9174090086419033e-06
Position 436: 1.3067798634781745e-06
Position 1741: 8.14321649884512e-07
Position 484: 7.316614499003601e-07
Position 223: 5.737603659117679e-07
Position 1106: 3.8508307072876425e-07
Position 1700: 3.8171736053653853e-07
Position 989: 3.6659997324664463e-07
Position 581: 9.325075819295384e-09
Position 742: 9.10042792462312e-09
Position 429: 8.11544371827642e-09
Position 462: 6.567333059237166e-09
Position 608: 1.9838205987121733e-11
Position 632: 1.97199719152479e-12
Position 605: 9.888686051213393e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 580: 0.9190312410817402
Position 440: 0.8116240791970356
Position 453: 0.025539692418190166
Position 623: 0.01975619377609496
Position 342: 0.019401804896586456
Position 1564: 0.0044494306146902664
Position 672: 0.004354602838894625
Position 952: 0.0038333724221843017
Position 331: 0.0030865673104008002
Position 1840: 0.0025361730940902925
Position 484: 0.001858565107909202
Position 729: 0.0017319311780468012
Position 1141: 0.0015831948017138444
Position 1276: 0.0010875564441773062
Position 561: 0.0009424565985136846
Position 962: 0.0007902428136594694
Position 1482: 0.0006830525520637867
Position 1265: 0.0006527267051780008
Position 976: 0.0006260953391231027
Position 154: 0.000621334511520946
Position 1659: 0.0004315060237788031
Position 129: 0.0004029917785990701
Position 703: 0.0003812924402728381
Position 793: 0.00037476203627578706
Position 177: 0.0003689814824460116
Position 883: 0.00034481648013875185
Position 402: 0.0003114542790187226
Position 376: 0.00023192881275010634
Position 1602: 0.00019809528494420326
Position 1678: 0.00019487462336866305
Position 644: 0.0001801569405624728
Position 1175: 0.00016876789574346592
Position 1816: 0.00016833636624557336
Position 1653: 0.00016737095352144024
Position 973: 0.0001632016056578641
Position 94: 0.00015898485141715654
Position 119: 0.00014210188044781885
Position 911: 0.00012857714237953652
Position 1757: 0.00012644742615602225
Position 1530: 0.00010071164891201386
Position 819: 9.809997793710574e-05
Position 653: 8.93979994850985e-05
Position 166: 7.346847911750822e-05
Position 1526: 6.867953326056392e-05
Position 700: 6.801561127455919e-05
Position 501: 6.687199824691043e-05
Position 283: 6.140307633521276e-05
Position 1226: 6.070271433937204e-05
Position 799: 5.793806722013141e-05
Position 231: 5.097880900036994e-05
Position 1030: 5.080583555804313e-05
Position 1053: 4.810896043675505e-05
Position 908: 4.2679710106582276e-05
Position 1157: 4.1889261258663275e-05
Position 838: 3.7552005279189773e-05
Position 850: 3.441165027996819e-05
Position 1367: 3.2549291640813654e-05
Position 1489: 3.2005862262357844e-05
Position 1700: 3.1422975489151477e-05
Position 371: 2.9598313699071097e-05
Position 104: 2.7960863293860508e-05
Position 1187: 2.317278682971329e-05
Position 1637: 1.6813181663895305e-05
Position 1571: 1.4910284581139325e-05
Position 317: 1.4427900237021595e-05
Position 514: 1.396882686094034e-05
Position 1340: 1.3607627250770681e-05
Position 1084: 1.1342860734336647e-05
Position 1686: 1.0038999594376518e-05
Position 383: 8.81779674207834e-06
Position 781: 7.129883377216216e-06
Position 50: 6.825247233040537e-06
Position 1359: 5.626309663818532e-06
Position 1177: 5.396333996342046e-06
Position 1010: 5.05525640107345e-06
Position 60: 4.977855080601689e-06
Position 1304: 4.436239063114426e-06
Position 241: 3.2094867690340796e-06
Position 527: 3.063703929301e-06
Position 520: 2.7313311624549484e-06
Position 989: 2.6130815775954883e-06
Position 298: 2.2741627375230962e-06
Position 1582: 2.220311182873591e-06
Position 1612: 2.0033380219064753e-06
Position 769: 1.9430426320518976e-06
Position 1384: 1.7892211112111467e-06
Position 1022: 1.3799563140758976e-06
Position 1055: 1.1313415637886942e-06
Position 921: 1.0011101357383904e-06
Position 288: 8.448899636693262e-07
Position 531: 7.501539581136601e-07
Position 262: 7.181768076633515e-07
Position 539: 7.177902288578564e-07
Position 213: 5.874441797589267e-07
Position 205: 1.0447458912370735e-07
Position 339: 1.2096929669905947e-08
Position 259: 3.4233268134208923e-09
Position 248: 2.2309018881031443e-09
