Gene = Rad9
index = 1407
Annotated 5SS: [ 103  386  592 1556 1906]
Annotated 3SS: [ 158  439  699 1772 2200]
SMsplice 5SS: [103 386 592]
SMsplice 3SS: [158 439 699]
top_k =  1000
Partition function (log Z): 3.666186370786343

Sorted 5' Splice Sites (High to Low Probability):
Position 386: 0.9989065613783374
Position 592: 0.9716463116504618
Position 103: 0.6478812156824794
Position 1906: 0.27865777696418653
Position 887: 0.2557132079731655
Position 1454: 0.2180914609844198
Position 1556: 0.08681329577600327
Position 602: 0.02468680564698369
Position 2139: 0.02061894757785708
Position 1625: 0.013510741664972792
Position 1744: 0.009566895443718856
Position 1235: 0.006191771643339399
Position 2021: 0.006163717396900176
Position 2069: 0.0053564761040880505
Position 191: 0.0036792281091216346
Position 1700: 0.003269460022461373
Position 1127: 0.003036214964596536
Position 1705: 0.0023884193835043486
Position 1809: 0.002108298435290953
Position 824: 0.0015632893175796562
Position 488: 0.0015344570926885798
Position 501: 0.0012317307349769637
Position 867: 0.0011052265243504207
Position 902: 0.0008592398210861665
Position 266: 0.0007607673442386983
Position 1217: 0.0005836258479969532
Position 791: 0.0005824495654894956
Position 1175: 0.00020448585226663527
Position 835: 0.0001813651597936967
Position 2269: 0.00017395701034243188
Position 1725: 0.00017065438598462174
Position 608: 0.0001667135472348022
Position 1929: 0.00014786273883812695
Position 1334: 0.00014060774933037304
Position 2367: 0.00012719288066802232
Position 1807: 0.00011300936671193611
Position 1343: 0.00010900332040557398
Position 2155: 0.00010496182292350859
Position 794: 0.00010285575243322092
Position 1694: 8.728044330202786e-05
Position 626: 8.057897966987214e-05
Position 880: 7.244163112497003e-05
Position 2048: 6.778457246832371e-05
Position 979: 6.475885408943021e-05
Position 1671: 6.048498004467966e-05
Position 1965: 5.914577805148335e-05
Position 10: 5.8313334674616364e-05
Position 596: 5.7700997831769434e-05
Position 304: 4.849452719567853e-05
Position 390: 2.541560815206577e-05
Position 606: 2.5256924247044502e-05
Position 54: 2.0703032140894518e-05
Position 789: 1.6585176217442803e-05
Position 205: 9.303582047004294e-06
Position 158: 9.230820353896553e-06
Position 173: 7.92179458210151e-06
Position 1160: 6.86852199168479e-06
Position 2435: 6.688173720197448e-06
Position 1575: 5.705968532260233e-06
Position 357: 4.652203815864106e-06
Position 1112: 3.9434536815371235e-06
Position 952: 3.5663386087903494e-06
Position 295: 3.348101219152045e-06
Position 1095: 3.133368579763488e-06
Position 280: 2.8091571736448183e-06
Position 367: 2.3953257356541606e-06
Position 302: 1.8397432947997133e-06
Position 1276: 1.4441127426484327e-06
Position 365: 1.1555541605540404e-06
Position 1051: 8.513330196903555e-07
Position 1307: 6.9824996490908e-07
Position 419: 6.739841034638362e-07
Position 14: 5.166247085236391e-07
Position 440: 3.9939302907878736e-07
Position 416: 3.3867119440946906e-07
Position 398: 3.0077273819900064e-07
Position 445: 2.642293928115279e-07
Position 184: 1.8803506716588667e-07
Position 1346: 1.505241974641718e-07
Position 1534: 1.1572768085258708e-07
Position 1282: 1.1250510018798102e-07
Position 450: 8.25783831002002e-08
Position 705: 3.3979529636327456e-08
Position 1897: 2.5821764574547708e-08
Position 1855: 1.917505358916377e-08
Position 1858: 1.2383811080615358e-08
Position 1984: 5.410194396661426e-09
Position 433: 1.4934874097837512e-09
Position 721: 9.286146475070446e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 439: 0.9936244689729883
Position 699: 0.9796977083422288
Position 158: 0.5520674450642646
Position 2200: 0.3156911775288574
Position 1772: 0.184776731182918
Position 1585: 0.1478267175861537
Position 1282: 0.10960552440845378
Position 1978: 0.06995263859999584
Position 170: 0.05054016925836065
Position 235: 0.025205697334338254
Position 2293: 0.021205700942778207
Position 190: 0.01654564420050726
Position 1624: 0.013823716175219219
Position 1802: 0.010766150104191513
Position 1972: 0.01010844212372904
Position 266: 0.006541892515722616
Position 1679: 0.0052000596188521275
Position 755: 0.005014500537428733
Position 1704: 0.004763521945409264
Position 2389: 0.0033975726048921084
Position 2011: 0.0029849840281490083
Position 487: 0.0025318008362158126
Position 1700: 0.0024680372587628737
Position 1112: 0.002381391630774534
Position 1472: 0.0023703465508301855
Position 1503: 0.0018887755666168419
Position 1996: 0.0018649519344072628
Position 1649: 0.0017770893372728688
Position 1088: 0.00171685087409294
Position 1555: 0.001642842206791954
Position 1117: 0.0016149569882465027
Position 2008: 0.0015744285922827531
Position 475: 0.0014856396385321798
Position 952: 0.0014160072859598493
Position 1358: 0.0012176128642408305
Position 1756: 0.0012173883351608427
Position 1328: 0.0011913770636340954
Position 326: 0.0011634413048460229
Position 2463: 0.0011340225099693887
Position 922: 0.000967050249592933
Position 1077: 0.0007097860703748612
Position 542: 0.0006713950777351185
Position 1534: 0.0006425336393557065
Position 2115: 0.0006325302756965876
Position 2466: 0.000421047447427085
Position 1018: 0.00041122262539079036
Position 445: 0.00040908241926464265
Position 2031: 0.0003743351209191975
Position 1102: 0.0003629253433614162
Position 2118: 0.00036159762696098634
Position 1587: 0.00034841829147984647
Position 1265: 0.0003006947800352623
Position 2241: 0.0002983101483497794
Position 718: 0.00029443735970238093
Position 1297: 0.00019906806858764202
Position 1391: 0.00016479194385133825
Position 1217: 0.00014824643744366112
Position 2347: 0.00014521595167229324
Position 2397: 0.0001383972569044224
Position 580: 0.00011463132542777321
Position 223: 0.00011238005483644266
Position 880: 0.0001007608109599532
Position 505: 7.455059964127906e-05
Position 979: 6.594811125489959e-05
Position 850: 6.212389824425249e-05
Position 1948: 4.966671035757472e-05
Position 1021: 4.72980908160981e-05
Position 340: 4.424384761349857e-05
Position 886: 3.3479885235577146e-05
Position 1363: 3.231300975708133e-05
Position 1890: 3.0433979513575327e-05
Position 199: 2.623774113570126e-05
Position 202: 2.558695600445798e-05
Position 2252: 2.514200770460125e-05
Position 2220: 2.424007780937202e-05
Position 1197: 2.3264897599142257e-05
Position 288: 2.1027870113649067e-05
Position 1123: 2.089686960638863e-05
Position 302: 1.925341878315986e-05
Position 352: 1.8384407457534295e-05
Position 1737: 1.8273481752896628e-05
Position 1193: 1.7164295356898122e-05
Position 2485: 1.1489344165808315e-05
Position 1253: 6.898969924276592e-06
Position 1433: 6.618431757321916e-06
Position 1855: 6.408514557430243e-06
Position 143: 5.663047648860938e-06
Position 273: 5.157804923999987e-06
Position 1222: 4.307147851015399e-06
Position 1158: 3.71980139532847e-06
Position 1416: 3.1703634056333167e-06
Position 84: 3.0665154206887634e-06
Position 1312: 2.437858472029391e-06
Position 120: 1.5237906307321713e-06
Position 1733: 1.3448378961863062e-06
Position 1446: 1.1756411158881549e-06
Position 511: 7.586152267236899e-07
Position 54: 6.936605906675545e-07
Position 789: 6.87600016864031e-07
Position 214: 6.377413289690377e-07
Position 757: 5.155145959102095e-07
Position 520: 4.6391382125628726e-07
Position 898: 4.6137074609137353e-07
Position 989: 3.070127558020348e-07
Position 1147: 2.891560102896477e-07
Position 523: 1.8153897377024436e-07
Position 815: 6.171946367382964e-08
Position 416: 4.5321842680157745e-08
Position 835: 2.444639533958945e-08
Position 812: 1.6935830354488373e-08
Position 385: 1.3273729555514599e-08
Position 862: 1.1414755672899647e-08
Position 867: 7.270332255412803e-09
Position 424: 7.047027433466729e-09
Position 824: 6.80491952679296e-09
Position 91: 6.736539792297957e-09
Position 398: 6.5321352377403945e-09
Position 1168: 3.222114634530854e-09
Position 613: 1.708626378769164e-09
Position 390: 6.345395345144623e-10
Position 775: 4.967935221425005e-10
Position 596: 2.778845163041446e-10
Position 626: 1.5918538375542481e-10
Position 100: 1.0806426351347516e-10
Position 818: 1.9348553125605103e-11
Position 86: 1.6989513709698552e-11
Position 102: 5.543911891474941e-12
Position 760: 1.4957912025385415e-12
