Gene = Su(H)
index = 1529
Annotated 5SS: [ 833 2488 2754]
Annotated 3SS: [1606 2545 2818]
SMsplice 5SS: [ 833 2488 2754]
SMsplice 3SS: [2350 2545 2818]
top_k =  1000
Partition function (log Z): 2.7365508094536897

Sorted 5' Splice Sites (High to Low Probability):
Position 2754: 0.9956542438591593
Position 2488: 0.9938325638327354
Position 833: 0.9624879249122235
Position 3452: 0.14724171054276536
Position 3114: 0.08115298121810134
Position 2243: 0.052594287803387374
Position 2153: 0.048070620984105535
Position 237: 0.01809323122891306
Position 861: 0.01226609441304535
Position 871: 0.009249171698046373
Position 2492: 0.004772068061949992
Position 1059: 0.004523972160362149
Position 1931: 0.003598325233104144
Position 3392: 0.0034673244858575173
Position 1693: 0.0032241499177813934
Position 241: 0.002540551270333139
Position 2768: 0.0023837295300338838
Position 347: 0.0020120030891265317
Position 2282: 0.0017827256387045866
Position 266: 0.001781177699250108
Position 1446: 0.0017770838204205304
Position 1755: 0.0016492920074028708
Position 1871: 0.0014392358718998324
Position 268: 0.0014263070256053893
Position 3425: 0.001359343015074402
Position 3095: 0.0013047193418837014
Position 2948: 0.0011240119782957585
Position 1867: 0.001074136127332159
Position 3329: 0.0010352277117878302
Position 1219: 0.0010056550659653255
Position 784: 0.0008995560843017403
Position 1050: 0.0008698520001641891
Position 2758: 0.0008652407564197453
Position 3108: 0.0008283864700570642
Position 272: 0.0006603275376458424
Position 2913: 0.0005899574506764415
Position 1258: 0.0005014839024067953
Position 3159: 0.0004613373208655525
Position 1544: 0.00043226590967063475
Position 222: 0.0004137630045203512
Position 354: 0.00037631185461052823
Position 3131: 0.0003738780358454836
Position 2195: 0.0003685682422035425
Position 2896: 0.0003534798271652759
Position 1013: 0.0003358714683986346
Position 2163: 0.0002919699149145735
Position 1812: 0.00026990065141083315
Position 345: 0.0002466886448392579
Position 3197: 0.00023593167932940318
Position 3168: 0.00021068955982807175
Position 600: 0.00018225567027424044
Position 3786: 0.0001684388893106411
Position 3246: 0.00015998188394233416
Position 644: 0.00015910396125296618
Position 3277: 0.00015143104608904897
Position 809: 0.00014964353748398473
Position 2652: 0.00013272352589719364
Position 3201: 0.0001256176457198963
Position 2852: 0.00010889747023248407
Position 153: 9.851895432559546e-05
Position 1287: 9.451986826004175e-05
Position 1767: 8.1053135982249e-05
Position 2204: 7.253326078489363e-05
Position 1807: 7.193952422243552e-05
Position 1893: 7.004193112719506e-05
Position 878: 6.603580027193771e-05
Position 518: 5.35310091682257e-05
Position 155: 4.98361632228059e-05
Position 3178: 4.822159656809028e-05
Position 2883: 4.4348003553558445e-05
Position 935: 4.424467972381117e-05
Position 2715: 4.38963562664551e-05
Position 1303: 4.216440185581171e-05
Position 515: 4.1836195639749285e-05
Position 1131: 4.1809341996766795e-05
Position 44: 3.882192562420943e-05
Position 3297: 3.6058182068680756e-05
Position 165: 3.552997129358908e-05
Position 2684: 3.5073668727153474e-05
Position 441: 3.255162799276859e-05
Position 1165: 2.6665353650761094e-05
Position 2131: 2.590628265435611e-05
Position 1441: 2.327881337140807e-05
Position 1506: 2.1362031425363346e-05
Position 2712: 2.095365317542146e-05
Position 3434: 1.8560857424658833e-05
Position 276: 1.8215498936405504e-05
Position 3042: 1.7498072825639278e-05
Position 3396: 1.7405608769176193e-05
Position 1141: 1.6333324922876515e-05
Position 815: 1.4571273824053545e-05
Position 1289: 1.3709863684221686e-05
Position 3350: 1.3032949476219725e-05
Position 889: 1.2386062891417466e-05
Position 270: 1.1679190319771827e-05
Position 3310: 8.389280573334332e-06
Position 928: 8.0951669885101e-06
Position 2478: 7.017379565074118e-06
Position 3668: 6.398451454343046e-06
Position 2455: 6.3619271344850614e-06
Position 422: 4.963955967695209e-06
Position 3456: 4.923233538987699e-06
Position 1347: 4.723826948995925e-06
Position 124: 4.72092686002833e-06
Position 3643: 4.527177842083665e-06
Position 32: 3.773824698501883e-06
Position 3241: 3.7183996236266264e-06
Position 162: 3.114154501709807e-06
Position 2837: 2.9611871594416525e-06
Position 1223: 2.853654524935409e-06
