Gene = Blos3
index = 51
Annotated 5SS: [147 337]
Annotated 3SS: [203 389]
SMsplice 5SS: [147 337]
SMsplice 3SS: [203 389]
top_k =  1000
Partition function (log Z): -3.1849869084517373

Sorted 5' Splice Sites (High to Low Probability):
Position 147: 0.9646090020040001
Position 337: 0.9406364990448258
Position 285: 0.00169686510978853
Position 41: 0.001251969745349684
Position 96: 0.0012048550576809498
Position 150: 0.0010482527748253401
Position 569: 0.0004272167914281697
Position 32: 0.0002665024665719416
Position 467: 0.00012105953191449031
Position 353: 5.9285865403312046e-05
Position 578: 4.041869564103479e-05
Position 9: 3.085227714141535e-05
Position 103: 2.8453705177191183e-05
Position 65: 1.0356754754838513e-05
Position 389: 7.915339265217974e-06
Position 445: 1.979011696611866e-06
Position 341: 1.5915206304723253e-06
Position 450: 1.4545179208211675e-06
Position 176: 1.2244867578558787e-06
Position 511: 7.696335485993228e-07
Position 443: 6.283798102368809e-07
Position 55: 6.060470955982156e-07
Position 493: 3.909260440681623e-07
Position 504: 3.3758790210947324e-07
Position 197: 6.747458119291521e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 203: 0.9656903820504898
Position 389: 0.652318852159119
Position 438: 0.2889197801894182
Position 463: 0.000942838144616395
Position 231: 0.0007501492797387165
Position 670: 0.0007333835229894239
Position 414: 0.0004919925652990212
Position 493: 0.00048284630547211884
Position 535: 0.0004071537773957085
Position 532: 0.0003175899488477687
Position 460: 9.870981177528853e-05
Position 504: 7.149968149181516e-05
Position 450: 3.8133721135619734e-05
Position 176: 3.5560437399230786e-05
Position 108: 3.5415269226069734e-05
Position 240: 3.049059228747957e-05
Position 65: 2.962280127302488e-05
Position 641: 1.3861468944582654e-05
Position 511: 7.88293520337795e-06
Position 609: 7.297032782373036e-06
Position 267: 6.860637539561119e-06
Position 633: 6.768327328179182e-06
Position 128: 4.409643318832793e-06
Position 588: 2.1004188059616295e-06
Position 619: 1.8173321610868645e-06
Position 326: 8.233830074138861e-07
Position 252: 7.796641345768884e-07
Position 567: 5.464205702528742e-07
Position 541: 3.4028171181718974e-07
Position 277: 1.3395397481255928e-07
Position 616: 9.078167350435746e-08
Position 284: 8.038246879973246e-08
Position 544: 6.625251786409345e-08
Position 134: 5.7286593395893956e-08
Position 125: 5.159576987893457e-08
Position 274: 4.84899463953498e-08
Position 337: 4.8393109485352586e-08
Position 263: 2.957593461778106e-08
Position 553: 2.436217648003387e-08
Position 242: 1.1063731342217677e-08
Position 140: 1.0439305391209082e-08
Position 292: 8.334362352934892e-09
Position 100: 4.374707648491579e-09
Position 155: 9.311316831639744e-10
Position 146: 3.8849851161057233e-10
Position 137: 3.403689746912535e-10
