Gene = Acp36DE
index = 10
Annotated 5SS: [214]
Annotated 3SS: [272]
SMsplice 5SS: [ 65 214]
SMsplice 3SS: [128 272]
top_k =  1000
Partition function (log Z): -5.408069036638462

Sorted 5' Splice Sites (High to Low Probability):
Position 214: 0.9694118271567402
Position 65: 0.638151631223169
Position 988: 0.6331528910779345
Position 523: 0.12113189120716482
Position 385: 0.04363031084566689
Position 1350: 0.03899787036091364
Position 492: 0.013219589475495622
Position 306: 0.00563043209115309
Position 585: 0.003156512539118335
Position 282: 0.0031481643840196518
Position 291: 0.001510238690320367
Position 527: 0.000928241914955661
Position 407: 0.0008569473587289712
Position 559: 0.0007236548861986881
Position 380: 0.0006889318199748887
Position 196: 0.0006217358735025062
Position 389: 0.00046768470638004626
Position 620: 0.00039539341022550186
Position 1778: 0.00033583006016834905
Position 875: 0.0002929611097799191
Position 2797: 0.00022939743548917765
Position 336: 0.00022765227348037895
Position 1813: 0.00022044914507165483
Position 1040: 0.0001951739504688692
Position 58: 0.00016882108290575267
Position 2563: 0.0001508548568330985
Position 459: 0.00015075999369139432
Position 2105: 0.000148215420349115
Position 69: 0.00011280489318424915
Position 257: 9.68137621199713e-05
Position 157: 8.640672979420995e-05
Position 112: 8.361315850420691e-05
Position 1939: 6.253019212222873e-05
Position 863: 5.746311838259234e-05
Position 1415: 5.397265044425929e-05
Position 181: 3.865365682655823e-05
Position 641: 3.536249947560037e-05
Position 785: 3.3642946073218357e-05
Position 255: 2.6352377491293274e-05
Position 731: 2.36765440895923e-05
Position 977: 1.878210609230355e-05
Position 78: 1.56721309118688e-05
Position 27: 5.931935927138083e-06
Position 272: 4.1817256914168286e-06
Position 1106: 2.0096347590289734e-06
Position 1151: 1.926981334557113e-06
Position 18: 1.4273923594012948e-06
Position 659: 9.457947912206173e-07
Position 1070: 4.986500067584409e-07
Position 6: 9.627496193259541e-08
Position 123: 6.194630708549959e-08
Position 242: 5.1002444002724917e-08
Position 140: 2.9596424188038206e-08
Position 611: 3.0859748922405396e-10
Position 525: 2.666123883548977e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 272: 0.9380262717278565
Position 128: 0.5951588131181459
Position 1064: 0.21048872873714233
Position 1226: 0.13674279136831258
Position 611: 0.11683463518300953
Position 2207: 0.052743980707975445
Position 707: 0.04805515808229123
Position 2306: 0.03169258416285436
Position 1232: 0.031103150110199214
Position 1519: 0.02452783967080731
Position 2561: 0.02140399967054418
Position 753: 0.020581475350561734
Position 2643: 0.020473450618718216
Position 2826: 0.018684585098816858
Position 140: 0.016727862975733712
Position 1664: 0.01608931739078656
Position 1463: 0.015192788565161331
Position 1151: 0.01382505414191288
Position 1844: 0.012582502294095407
Position 168: 0.011331757939361302
Position 1402: 0.01127938090553265
Position 2246: 0.008415767257364136
Position 1473: 0.0073279681358019025
Position 362: 0.006831117666281388
