Gene = Msp300
index = 1287
Annotated 5SS: [ 10145  16762  21072  21725  22061  24746  38139  38797  40045  40641
  41014  43909  46422  48006  54341  54658  54973  86841  87405  94584
  95408  97248 101426 102866 103716 104027]
Annotated 3SS: [ 16699  20798  21557  21783  22138  24950  38481  38901  40433  40775
  41125  46115  47853  53370  54444  54711  86729  87239  87464  95101
  96989  98465 102238 103573 103958 104226]
SMsplice 5SS: [   168   2720  21072  21725  22061  24746  38797  40045  40641  41014
  46422  48006  54341  54658  54973  86841  87405  87552  94584  95408
  97248 101426 102866 103716]
SMsplice 3SS: [  1818  20798  21557  21783  22138  38481  38901  40238  40775  46115
  47853  53370  54444  54711  86729  87239  87464  94382  95101  96989
  98465 102238 103585 104226]
top_k =  1000
Partition function (log Z): -24.109459787412195

Sorted 5' Splice Sites (High to Low Probability):
Position 38797: 0.9994439849538218
Position 54973: 0.9993617716439829
Position 54658: 0.999186488358305
Position 21725: 0.9965543830252483
Position 2720: 0.9935179012810487
Position 41014: 0.9905859963400628
Position 48006: 0.9781237619557375
Position 21072: 0.9616494861955821
Position 40045: 0.9325749144163643
Position 46422: 0.9218136268510148
Position 40641: 0.8951957353741122
Position 54341: 0.853071464368808
Position 24746: 0.642205473275108
Position 168: 0.5063524600588243
Position 22045: 0.4987685168452373
Position 16762: 0.46811819703055874
Position 2119: 0.46628551587589906
Position 22260: 0.42673033703376095
Position 43909: 0.3163083790649143
Position 26181: 0.2721863477012921
Position 1673: 0.16057820800543537
Position 22477: 0.13931476882318128
Position 21989: 0.130281746233983
Position 1200: 0.10530978638487061
Position 42275: 0.0947601194488268
Position 22216: 0.0873714570744024
Position 21373: 0.0781407236552429
Position 6878: 0.06920598384031847
Position 47771: 0.06128977787185572
Position 13072: 0.059494782542371595
Position 46732: 0.05884566336152562
Position 39025: 0.05544621964528286
Position 7399: 0.04804732829041762
Position 52349: 0.04386198891798417
Position 47034: 0.03993519812122087
Position 7430: 0.03920758899768152
Position 22011: 0.03832682804995001
Position 47558: 0.03768827693744663
Position 41935: 0.03706754782041252
Position 7718: 0.036262982838991945
Position 54002: 0.03488088592991626
Position 46377: 0.03425368885901614
Position 41218: 0.032298569786413676
Position 1589: 0.03130978415795437
Position 54374: 0.030173962729888728
Position 21244: 0.027057603175123412
Position 842: 0.02699117874131172
Position 25752: 0.02534425110189783
Position 51657: 0.022365540704478448
Position 40647: 0.02164842637935801
Position 41262: 0.021276811863645897
Position 318: 0.02069438689064034
Position 1575: 0.01970325327162057
Position 49297: 0.019265568429271532
Position 5376: 0.019236210699769992
Position 6869: 0.018575047917553874
Position 403: 0.018490309414572918
Position 41309: 0.018372839817327527
Position 1518: 0.017361085907538452
Position 22065: 0.016065472521539878
Position 26479: 0.01553164785110359
Position 41210: 0.014892187029192774
Position 1762: 0.012465805319133173
Position 41441: 0.012306899249155593
Position 47317: 0.012217590059510551
Position 39069: 0.011176591339494774
Position 631: 0.010866790535709077
Position 172: 0.010769836743436335
Position 39747: 0.010724311980326423
Position 27862: 0.010672106695133505
Position 1671: 0.00984953814694858
Position 53405: 0.009819722710915964
Position 39643: 0.00979927694120152
Position 22984: 0.009652527264576998
Position 48522: 0.009468715770883434
Position 1325: 0.00918987452044734
Position 42549: 0.00904111126260523
Position 22807: 0.0087078759873019
Position 58137: 0.00821280670191933
Position 455: 0.007421593318257789
Position 55990: 0.007091981810582309
Position 51479: 0.006544764654821355
Position 40369: 0.005845082073929721
Position 21875: 0.005754527030538836
Position 146: 0.0057211794760616465
Position 47182: 0.005681517643832382
Position 47985: 0.005479818971425684
Position 46986: 0.0052256772140018845
Position 42575: 0.005200829860453055
Position 12341: 0.005123007023207487
Position 50301: 0.005072094804793919
Position 22286: 0.004930833256803347
Position 47336: 0.004898062778792034
Position 5176: 0.004703885740455038
Position 6671: 0.00466672391202982
Position 12130: 0.004620416947661531
