Gene = sau
index = 1865
Annotated 5SS: [ 940 3052 3234 3472]
Annotated 3SS: [2923 3114 3295 3535]
SMsplice 5SS: [ 940 3052 3472]
SMsplice 3SS: [2923 3114 3535]
top_k =  1000
Partition function (log Z): 2.5177659213980794

Sorted 5' Splice Sites (High to Low Probability):
Position 3052: 0.9965598533128227
Position 940: 0.9756450925987814
Position 3472: 0.9692805594723435
Position 2670: 0.45647740818493343
Position 3234: 0.4016657903683056
Position 37: 0.32545762401014394
Position 2193: 0.09330448801903898
Position 1715: 0.07979052072589948
Position 3909: 0.0772560600744584
Position 2468: 0.07360086876167976
Position 2415: 0.058479850093297196
Position 2781: 0.04575372477680016
Position 4142: 0.0418072425134657
Position 1149: 0.030446388058400373
Position 2762: 0.019722674142651168
Position 101: 0.01819829609750324
Position 426: 0.01682536333865542
Position 4206: 0.014977420666039198
Position 791: 0.013595776483355297
Position 2477: 0.012792442529122365
Position 2702: 0.011910118574072478
Position 2189: 0.008103452498673731
Position 1377: 0.00796972245962704
Position 21: 0.005599010181394813
Position 1426: 0.005317743417315499
Position 4266: 0.0041465585739943285
Position 1304: 0.004100964118603517
Position 944: 0.0037709452029402505
Position 3689: 0.0035504563961022946
Position 3754: 0.0034383572681524945
Position 3265: 0.003417509533734874
Position 3238: 0.0032139403907513174
Position 2037: 0.0028675856505195915
Position 1439: 0.0028090620000131975
Position 748: 0.0025041861229987633
Position 3206: 0.00246895262775412
Position 2406: 0.002388102564032755
Position 1701: 0.0023410754122989976
Position 2772: 0.0020714206736259025
Position 2785: 0.0018534585313642004
Position 2110: 0.00182154026751999
Position 107: 0.001720285300185731
Position 2223: 0.0015501218268536994
Position 3559: 0.001541544635084821
Position 2127: 0.0012628599920242935
Position 1719: 0.001073235036862289
Position 3974: 0.0010666290559893578
Position 3463: 0.0009643002763101391
Position 1672: 0.0008916374767817081
Position 3761: 0.0008334525408622463
Position 2799: 0.0007810443052901965
Position 1832: 0.0007588430367058235
Position 280: 0.0007552555135013267
Position 3231: 0.0007266778447992308
Position 3056: 0.0007174556654664348
Position 192: 0.0006777520388033835
Position 3524: 0.000648395104736115
Position 3476: 0.0006092754893043464
Position 470: 0.0004960891400733085
Position 2455: 0.0004941176054243593
Position 3045: 0.00046610480327967613
Position 779: 0.0004605555247977217
Position 1125: 0.0003783887359902708
Position 430: 0.0003623077452140406
Position 210: 0.0003174887396175199
Position 1454: 0.0002943915950741416
Position 1358: 0.00023752495198274402
Position 4669: 0.00023382343245556108
Position 166: 0.00021695441895879983
Position 3039: 0.00021172399157359852
Position 1475: 0.0002096759538226793
Position 329: 0.00019438884375867622
Position 1759: 0.0001820108368555883
Position 1698: 0.00015459448364180377
Position 3674: 0.00014508246937846957
Position 4168: 0.00014385404532040266
Position 2409: 0.00010885386256549239
Position 3772: 9.537885972929444e-05
Position 2117: 9.395098798982475e-05
Position 3236: 9.244664633942991e-05
Position 910: 8.549310507496154e-05
Position 3377: 6.183543939164197e-05
Position 760: 5.668284105961658e-05
Position 417: 4.249824134839009e-05
Position 3763: 3.876350611968743e-05
Position 218: 3.310174069115094e-05
Position 3296: 3.205387937571739e-05
Position 2837: 3.120241159657748e-05
Position 419: 2.8849006086553504e-05
Position 3340: 2.5402745807475526e-05
Position 392: 2.4167114154491917e-05
Position 4675: 2.408502137225501e-05
Position 1603: 1.696501108859853e-05
Position 1486: 1.3042253873405962e-05
Position 652: 1.270254540251011e-05
Position 3036: 1.2611488084349132e-05
Position 1182: 1.1643187429815292e-05
Position 1371: 1.0211976991810284e-05
Position 205: 1.0107801241269865e-05
Position 3152: 1.0106326311504953e-05
Position 182: 9.65209835130712e-06
Position 795: 7.4826105661690506e-06
Position 1128: 6.088029668081729e-06
Position 432: 5.177038406340146e-06
Position 3629: 4.8510968564095e-06
Position 1339: 3.4242143150256385e-06
Position 3445: 2.7552112659547044e-06
Position 3000: 2.6176878066484583e-06
Position 509: 2.516093430443808e-06
Position 312: 2.1306093438051443e-06
Position 474: 2.0755242075931942e-06
Position 3724: 1.870282027791543e-06
Position 1165: 1.7859342412578071e-06
Position 946: 1.654183222719738e-06
Position 121: 1.4658894993539913e-06
Position 149: 1.4611372665658237e-06
Position 434: 8.133430265799742e-07
Position 3005: 2.9975550635335343e-07
Position 1095: 2.8499180244682924e-07
Position 3274: 2.6833358261525905e-07
Position 989: 2.3051543318283657e-07
Position 1190: 1.6725852204027482e-07
Position 3367: 7.255181640257799e-08
Position 4242: 4.398707173409996e-08
Position 4382: 4.167927212491651e-08
Position 3286: 9.181367076548883e-09
Position 1245: 5.871062369444206e-09
Position 3448: 5.350310498386775e-09
Position 1360: 4.8814045593451945e-09
Position 341: 2.534035882611846e-09
Position 566: 1.5610947182576832e-09
Position 3269: 1.3566514603618368e-10
Position 346: 5.482486555348906e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3114: 0.9789545640231904
Position 3535: 0.8756492394155825
Position 2923: 0.8609869180941567
Position 3295: 0.4208814341695987
Position 1958: 0.33384763706013104
Position 130: 0.29678586563492787
Position 2570: 0.28711804129116664
Position 2865: 0.1187724889103418
Position 2538: 0.06245731383937194
Position 4257: 0.04882087113785635
Position 3974: 0.04413689121371633
Position 165: 0.04200681922392109
Position 4420: 0.04177526282626916
Position 3577: 0.04042847393828102
Position 2253: 0.03822802381547524
Position 1245: 0.035873704630249796
Position 1007: 0.03381824586686862
Position 3559: 0.03165062184251415
Position 1198: 0.02484549754448102
Position 1485: 0.019490343452465145
Position 3898: 0.016348914526062925
Position 4465: 0.015111937392361396
Position 1610: 0.014167487866468625
Position 1569: 0.013948227411113344
Position 846: 0.011972765450180865
Position 1894: 0.011260872972583788
Position 1857: 0.009091314487490409
Position 1236: 0.008995552599910524
Position 1525: 0.008948495437994827
Position 550: 0.006490680159709846
Position 1223: 0.005650911579942727
Position 1743: 0.005370769583424364
Position 2904: 0.005251599475302573
Position 1406: 0.0035183811231810336
Position 1714: 0.003317689293001739
Position 1548: 0.002909439101377739
Position 262: 0.002861749897013025
Position 3542: 0.0026680989782083488
Position 1358: 0.0026564432519428157
Position 2223: 0.0026104182867118103
Position 139: 0.002549870768970053
Position 99: 0.002437247285457883
Position 1281: 0.00243506406980276
Position 3142: 0.0021092543436965795
Position 502: 0.0019498432676700336
Position 3139: 0.0017191831992325298
Position 3992: 0.001676837339913205
Position 4142: 0.0015505805960044504
Position 2877: 0.0014738865886419125
Position 4382: 0.0014621828352249131
Position 312: 0.0013320703937976092
Position 1803: 0.0012692537652968733
Position 4166: 0.0012312401105702261
Position 852: 0.001177293680451035
Position 1095: 0.0011044067482725382
Position 2803: 0.0010737235609767771
Position 2444: 0.0010421263502775014
Position 2161: 0.0010265232710461667
Position 3624: 0.0008474771203665624
Position 855: 0.0007448140524876837
Position 1117: 0.0007443200183955744
Position 4709: 0.0007306995630362119
Position 1475: 0.0007044494139161888
Position 825: 0.0006373751518562058
Position 3375: 0.0005805844445722258
Position 2592: 0.000577117681166895
Position 142: 0.0005720107237869155
Position 4225: 0.0005557203298011615
Position 2016: 0.0004524606315197025
Position 4719: 0.00033479458880585197
Position 2958: 0.00031650186598400305
Position 1165: 0.00030513987509809057
Position 280: 0.0002723659994285292
Position 3852: 0.00024283236183886332
Position 4504: 0.00023828557787253932
Position 1376: 0.00023044565340805072
Position 241: 0.00022234681504761715
Position 3818: 0.00020552336394814047
Position 3184: 0.00020504461756309827
Position 1454: 0.00019985658386173776
Position 2542: 0.0001911438914099437
Position 2890: 0.00018300367115682645
Position 2984: 0.00017616474735161145
Position 182: 0.0001499010554171281
Position 3265: 0.0001284964394250201
Position 3245: 9.79420794577419e-05
Position 353: 9.224075462100475e-05
Position 1254: 8.536125686735348e-05
Position 1643: 5.923576609796316e-05
