Gene = Mcm10
index = 1272
Annotated 5SS: [1260]
Annotated 3SS: [1319]
SMsplice 5SS: [1260]
SMsplice 3SS: [1319]
top_k =  1000
Partition function (log Z): -8.93781237030781

Sorted 5' Splice Sites (High to Low Probability):
Position 1260: 0.9529601670993527
Position 374: 0.17370813263161008
Position 896: 0.06256939487423611
Position 479: 0.04884782429030666
Position 1413: 0.04422118455866307
Position 572: 0.01985623531331806
Position 509: 0.01495785679514103
Position 1264: 0.01340747571981684
Position 833: 0.012671374132095455
Position 1253: 0.01029622831321018
Position 467: 0.00972152416019305
Position 852: 0.007932680521877315
Position 1694: 0.006157309044345595
Position 1127: 0.004512791453336307
Position 2177: 0.003958731600812293
Position 512: 0.0038421651572131173
Position 960: 0.002588946584083777
Position 1117: 0.002158860635651717
Position 1698: 0.0020156671223106938
Position 1384: 0.0020153857277785334
Position 2325: 0.001992842457022784
Position 1656: 0.001964360779141803
Position 1401: 0.0017590982198980101
Position 397: 0.0016551984333463318
Position 177: 0.0014885861035569047
Position 800: 0.0014507872340131895
Position 211: 0.0013992348451532122
Position 2471: 0.0013719281747773277
Position 499: 0.0012490828474159992
Position 868: 0.0011387602398674195
Position 2520: 0.0010347709562086474
Position 2485: 0.0009754633204720898
Position 2240: 0.0007882824030966242
Position 406: 0.0006521310080827455
Position 2185: 0.0005841858600372466
Position 644: 0.0005319488005487336
Position 1230: 0.00052963048096232
Position 1065: 0.00037386057913873854
Position 1052: 0.00032080860905818486
Position 71: 0.00024704121481592366
Position 2716: 0.0002451437703458633
Position 1089: 0.00022727758943090094
Position 1331: 0.00021594813423709728
Position 763: 0.00016727155784624425
Position 1130: 0.00016043338783318514
Position 2743: 0.00014896652883570295
Position 1911: 0.00011937409841635745
Position 1166: 0.00010647280450843975
Position 1779: 0.00010640364561389743
Position 245: 9.957400586756309e-05
Position 1808: 8.957292108097015e-05
Position 2667: 8.607025528534844e-05
Position 414: 7.635854766411578e-05
Position 636: 7.050135392887455e-05
Position 1758: 6.41952268379208e-05
Position 270: 6.0863725476555346e-05
Position 1542: 5.5356473279546104e-05
Position 1407: 4.9363831225728915e-05
Position 818: 4.295996947409174e-05
Position 1377: 3.8541918077212854e-05
Position 132: 3.523786033911471e-05
Position 302: 3.4916039373269696e-05
Position 1539: 2.402554943888486e-05
Position 1433: 1.970986883536425e-05
Position 27: 1.8215609221252077e-05
Position 2391: 1.8052597992443926e-05
Position 1227: 1.4965540871027514e-05
Position 758: 1.12235079244062e-05
Position 583: 1.0397946486756968e-05
Position 2408: 8.098436608394872e-06
Position 1146: 6.799262162609407e-06
Position 358: 6.720076149166245e-06
Position 460: 5.824407737415877e-06
Position 631: 3.956474981106911e-06
