Gene = enc
index = 1694
Annotated 5SS: [  242 11183 13865 14080 14331 14720 14992 15949 18256 18927 20683 20845]
Annotated 3SS: [10739 13041 13922 14176 14392 14776 15591 17342 18319 18982 20744 20953]
SMsplice 5SS: [  242 11183 13865 14080 14331 14720 14992 18256 18927 20683 20845]
SMsplice 3SS: [10739 13041 13922 14176 14392 14776 17342 18319 18988 20744 20953]
top_k =  1000
Partition function (log Z): 37.96577753198362

Sorted 5' Splice Sites (High to Low Probability):
Position 18256: 0.9993720414620568
Position 14331: 0.9977153203872402
Position 242: 0.9964191879281601
Position 13865: 0.9926781598873645
Position 20683: 0.9901055574640074
Position 18927: 0.985560940627425
Position 14992: 0.978589451770046
Position 20845: 0.9767791975688935
Position 14720: 0.9757870952956953
Position 14080: 0.962420816489402
Position 11183: 0.8729776710472106
Position 21019: 0.46112423858918794
Position 21260: 0.31858030709306095
Position 1133: 0.23782341682054
Position 529: 0.20052820784632225
Position 21006: 0.17437132666725208
Position 15949: 0.10092931476326167
Position 21464: 0.09719877075151942
Position 12769: 0.09646716445431353
Position 22966: 0.08169105026431014
Position 11673: 0.0801254698686833
Position 18748: 0.06977267760880898
Position 21238: 0.054631580842990475
Position 691: 0.04958955990153931
Position 13715: 0.04951286330546084
Position 2266: 0.049194968752398774
Position 8321: 0.046177933537603494
Position 12292: 0.0397498072885592
Position 680: 0.03602047414304371
Position 12225: 0.03581355437177943
Position 18019: 0.033098766202950505
Position 14468: 0.03282113791564581
Position 19903: 0.032504782928386385
Position 14099: 0.032451641226160316
Position 19775: 0.0317671834794875
Position 18714: 0.031454019978205024
Position 17144: 0.02984819630814332
Position 19765: 0.0247812339572027
Position 6541: 0.02251550552445896
Position 12652: 0.021478472539375806
Position 21694: 0.021267986643012212
Position 12457: 0.021192409669114055
Position 8317: 0.020492412539133146
Position 11929: 0.017576287163366715
Position 17974: 0.016982591966794514
Position 18028: 0.015167883587802586
Position 22944: 0.01484964337846128
Position 20993: 0.014221466851150508
Position 19298: 0.01378122359849577
Position 22790: 0.013576099343894617
Position 2078: 0.012843354464643937
Position 11894: 0.012737579718947517
Position 3198: 0.012259709021392298
Position 14988: 0.011837671939627462
Position 19417: 0.011633355346226644
Position 18917: 0.010432698632619485
Position 1517: 0.009212732332669763
Position 5867: 0.008654418726084837
Position 7946: 0.008371023480801697
Position 16845: 0.007409870001618879
Position 19771: 0.007108975185380217
Position 23227: 0.006665995793019852
Position 17287: 0.0065684189965759645
Position 11902: 0.006458087985171801
Position 17126: 0.006208313598074933
Position 19295: 0.006049576608420643
Position 20658: 0.005745543597688797
Position 7969: 0.005587376317981679
Position 13400: 0.005391365207598062
Position 22517: 0.005074884388618958
Position 676: 0.004683062731066385
Position 19084: 0.003610293971505091
Position 18848: 0.0034866586559436203
Position 22718: 0.003146591460316362
Position 11461: 0.003056989153234566
Position 19793: 0.0027510083315100235
Position 455: 0.002688103253580074
Position 12309: 0.0024911404755636525
Position 11796: 0.0024156054504955934
Position 2556: 0.002373729125495847
Position 16057: 0.0023189429771104777
Position 4216: 0.002184836436215821
Position 21452: 0.0019618059465774025
Position 459: 0.0019433110073132924
