Gene = FASN3
index = 1160
Annotated 5SS: [ 247 2628 4498 4979 6319 6996 7516 7927 9085]
Annotated 3SS: [2109 2679 4554 5040 6382 7240 7576 7988 9144]
SMsplice 5SS: [ 247 2628 4498 4979 6319 7516 7927 8081 9085]
SMsplice 3SS: [2109 2679 4554 5040 6382 7576 7988 8167 9144]
top_k =  1000
Partition function (log Z): 6.799636882787523

Sorted 5' Splice Sites (High to Low Probability):
Position 4979: 0.9951138195013779
Position 4498: 0.9912479940526737
Position 6319: 0.9839635476452342
Position 2628: 0.9819724436099941
Position 7927: 0.9304182064575293
Position 247: 0.9084210164115742
Position 9085: 0.8118781035118052
Position 7516: 0.8012517044266213
Position 8081: 0.7512662468428806
Position 3189: 0.462464686574651
Position 8363: 0.1644183651496274
Position 5666: 0.14195789225430028
Position 7718: 0.1033275395230563
Position 8795: 0.09793006358481902
Position 664: 0.09447721634119066
Position 6849: 0.08616445193932117
Position 5237: 0.07724952246495502
Position 2871: 0.07459179057231144
Position 6996: 0.055696262703228104
Position 8092: 0.04424192458300725
Position 8600: 0.03693253146546118
Position 4722: 0.03673961689854387
Position 8561: 0.03529073638556507
Position 3158: 0.032952298110905276
Position 5653: 0.02659581044378794
Position 9514: 0.026439452830599872
Position 6809: 0.026206947708435263
Position 172: 0.022188486475378657
Position 5126: 0.02130169445661036
Position 8651: 0.019114920347904612
Position 3839: 0.018585574888230483
Position 3034: 0.016835448265385303
Position 3507: 0.016494282278459102
Position 3484: 0.016391513696849377
Position 6929: 0.014729892736946457
Position 5789: 0.01436745852922634
Position 3843: 0.013226202420875749
Position 5898: 0.012514366115170816
Position 4687: 0.012025082099527892
Position 543: 0.011925210578785171
Position 7109: 0.011852135201186281
Position 5643: 0.01172141538294792
Position 507: 0.011679743930329056
Position 2395: 0.011332011457628645
Position 1367: 0.011221618222564369
Position 1771: 0.010152938196992967
Position 2426: 0.009892252675431507
Position 2045: 0.009697434866197882
Position 1765: 0.008638363465608954
Position 1934: 0.0077852345491658485
Position 1816: 0.007752794168776745
Position 4675: 0.007359123708179146
Position 1322: 0.007304952565756842
Position 9535: 0.006755735915883157
Position 1761: 0.0065898716779493206
Position 5939: 0.006271446274389683
Position 161: 0.006026706224852451
Position 8342: 0.005332517946760603
Position 739: 0.005301271561753277
Position 9670: 0.0052842758829595195
Position 8447: 0.005128754800111717
Position 5427: 0.005123039355549872
Position 7199: 0.005107075176009815
Position 2955: 0.0050830921319253135
Position 3468: 0.004975999535582544
Position 8696: 0.004844551044814029
