Gene = swm
index = 1903
Annotated 5SS: [ 132  707 1248 3619 3839]
Annotated 3SS: [ 414  781 1305 3709 3908]
SMsplice 5SS: [ 707 1248 3619 3839]
SMsplice 3SS: [ 781 1308 3709 3908]
top_k =  1000
Partition function (log Z): 4.929020162996401

Sorted 5' Splice Sites (High to Low Probability):
Position 1248: 0.9968624246822013
Position 707: 0.9952987653806694
Position 3619: 0.9848636584494227
Position 3839: 0.9800107335433758
Position 2485: 0.30743248674149753
Position 1563: 0.1355583882240982
Position 2345: 0.1337473085185337
Position 224: 0.11351907142266733
Position 132: 0.0468390258655616
Position 2341: 0.04495705287174836
Position 449: 0.0360459135199503
Position 1579: 0.029444457802884724
Position 1745: 0.022907898159602733
Position 216: 0.02257380081817784
Position 2129: 0.01878381262279389
Position 2069: 0.018727063621225785
Position 498: 0.018061211054099854
Position 220: 0.016493560538737566
Position 1439: 0.015096463087569787
Position 374: 0.013352040561379333
Position 2813: 0.01224393905045948
Position 264: 0.010724758053284779
Position 49: 0.008752671106752744
Position 1960: 0.008664114774490505
Position 1421: 0.0066617203196952576
Position 3982: 0.00654450561733035
Position 386: 0.005042694986095435
Position 439: 0.0049103581828738915
Position 4188: 0.00482409726242483
Position 2051: 0.004068082733774811
Position 1451: 0.0036271106423078035
Position 4168: 0.002599743749921594
Position 1496: 0.00204020279338217
Position 1749: 0.001986885452859677
Position 2407: 0.0018811635912208895
Position 277: 0.0017636834865646677
Position 1658: 0.0017420187834770505
Position 1261: 0.0014948864929406186
Position 260: 0.0014655520658839538
Position 1925: 0.001458199259691818
Position 258: 0.001120186604469287
Position 2134: 0.0009980221380448424
Position 299: 0.0009651291974935192
Position 241: 0.0009644670985415796
Position 3744: 0.0007758402840428427
Position 4207: 0.0007668697467021428
Position 4150: 0.000646846096768679
Position 4239: 0.0006237265653085054
Position 54: 0.000620800591358383
Position 1412: 0.0005805839096893335
Position 4186: 0.0005688443016903668
Position 1074: 0.0005443391464229942
Position 4173: 0.0005387606636618374
Position 2560: 0.0005000375738425716
Position 245: 0.00045364137703046643
Position 1613: 0.00045207517720304816
Position 2858: 0.00044390551451074073
Position 1068: 0.00044254769345887306
Position 94: 0.00034456561597148933
Position 3968: 0.0003251872235453372
Position 1688: 0.00032012060652006276
Position 1801: 0.0002898992671549095
Position 1965: 0.0002796643881785896
Position 915: 0.0002570947689074872
Position 3993: 0.00023074976959081947
Position 2535: 0.00020468201464505029
Position 249: 0.00020346859043023484
Position 2565: 0.00020094018115805545
Position 292: 0.00019670759681168835
Position 1484: 0.00017059982048847036
Position 1402: 0.00015006277564510523
Position 1139: 0.00013585391752604818
Position 1532: 0.0001294541280714348
Position 3927: 0.00012300207105133494
Position 1035: 0.00011595465634607488
Position 3960: 0.00011151731336199253
Position 893: 0.00010968602001780446
Position 2465: 9.494848962285188e-05
Position 960: 8.69086845866894e-05
Position 91: 8.52299336647917e-05
Position 2593: 7.650533096994167e-05
Position 203: 7.451139014008508e-05
Position 262: 6.372501906974481e-05
Position 147: 5.472590319450263e-05
Position 456: 4.7017899562660487e-05
Position 3199: 4.184234132352303e-05
Position 3843: 4.126367928919582e-05
Position 4483: 3.839179616687123e-05
Position 4460: 3.612598134451694e-05
Position 22: 3.564494289542563e-05
Position 4352: 3.55219187226738e-05
Position 711: 3.521076294567492e-05
Position 1557: 3.416630537481506e-05
Position 4324: 3.0019858269756028e-05
Position 3989: 2.758749577139366e-05
Position 1706: 2.756680502704277e-05
Position 2966: 2.6249592317281796e-05
Position 1110: 2.6102415840628552e-05
Position 1258: 2.3910208148508967e-05
Position 1134: 2.3000006268328843e-05
Position 4106: 2.2236970774155254e-05
Position 113: 1.6446477637240687e-05
Position 3737: 1.5593130489585484e-05
Position 690: 1.547648291398837e-05
Position 1514: 1.3370004692982513e-05
Position 75: 1.2411124882328422e-05
Position 910: 1.2123826134556317e-05
Position 1252: 1.0743277137465997e-05
Position 268: 9.766759015646668e-06
Position 1366: 8.073758039130494e-06
Position 243: 7.633483755630256e-06
Position 480: 7.571367075492393e-06
Position 3817: 7.145601340864893e-06
Position 4129: 6.571029346819641e-06
Position 4126: 6.430881680308337e-06
Position 271: 6.396943153084927e-06
Position 4033: 6.1781559260564945e-06
Position 526: 5.8266347232737815e-06
Position 991: 5.18101045617513e-06
Position 4666: 4.077155593127072e-06
Position 524: 3.981491138201785e-06
Position 1424: 3.523232186745881e-06
Position 693: 2.9045261797154583e-06
Position 4470: 2.688194385197151e-06
Position 228: 2.669236582439988e-06
Position 885: 2.5995555394829047e-06
Position 1278: 2.1289516105766442e-06
Position 235: 1.9012961831423356e-06
Position 2010: 1.8720117389890669e-06
Position 138: 1.8238030558171773e-06
Position 1283: 1.7119945425619324e-06
Position 627: 1.5864403097470098e-06
Position 151: 1.383265369453861e-06
Position 2548: 1.2234421647677457e-06
Position 2171: 1.206589680721876e-06
Position 136: 7.190392680129742e-07
Position 1014: 6.013689242042127e-07
Position 153: 3.9645458056590644e-07
Position 1755: 2.5876119776819326e-07
Position 1338: 2.0526231538579305e-07
Position 1218: 1.196381917312973e-07
Position 816: 3.097769045590058e-08
Position 1373: 3.0184329088395164e-08
Position 1951: 1.0767219170201424e-08
Position 2080: 6.820897317024032e-09
Position 2647: 5.206828335522003e-09
Position 3914: 2.9577478315927943e-09
Position 3757: 1.7388600610403492e-09
Position 4213: 6.944872249018602e-10
Position 4241: 6.771527964486441e-10
Position 3868: 5.643737541754096e-10
Position 1153: 2.1574697247259464e-10
Position 4216: 1.8083708663216594e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 781: 0.9953042058318184
Position 3709: 0.991209287482968
Position 3908: 0.9536911379599595
Position 1308: 0.7923780722143368
Position 2670: 0.27697087783943364
Position 1630: 0.17594787564140155
Position 414: 0.15999316388696896
Position 2559: 0.1133281537007477
Position 560: 0.10118510197516628
Position 1305: 0.09078443901374286
Position 1338: 0.07640046427216979
Position 1837: 0.046805954845371395
Position 2690: 0.036944049279364385
Position 2406: 0.027129971611987252
Position 2693: 0.019800612237221123
Position 2126: 0.019635037207382404
Position 4404: 0.019550417829918374
Position 2886: 0.018933679665041534
Position 565: 0.01472552032693436
Position 2283: 0.014441268511351767
Position 611: 0.012791616331153166
Position 3442: 0.0121629985840127
Position 4025: 0.01118264772429897
Position 1373: 0.009128012845533445
Position 4357: 0.006884761077704988
Position 2420: 0.006780021882324367
Position 2617: 0.005409267344945535
Position 3796: 0.004112138707314377
Position 614: 0.003038035767265593
Position 3757: 0.002889913712680637
Position 2535: 0.002861676346880427
