Gene = schuy
index = 1868
Annotated 5SS: [627]
Annotated 3SS: [689]
SMsplice 5SS: [627]
SMsplice 3SS: [689]
top_k =  1000
Partition function (log Z): -6.334668271920655

Sorted 5' Splice Sites (High to Low Probability):
Position 627: 0.9953641478383741
Position 1215: 0.019907405119345085
Position 1212: 0.005895788534171238
Position 920: 0.0025251844283965
Position 595: 0.0020056300389327893
Position 1728: 0.0018178639375730234
Position 231: 0.0013517953023726556
Position 234: 0.0011705362220223695
Position 740: 0.0009945202666749847
Position 131: 0.0006266954381246726
Position 1893: 0.0006090718958896138
Position 439: 0.0005906225804833855
Position 1602: 0.000520890975812128
Position 1725: 0.0004185417743674005
Position 1269: 0.00036264596351656957
Position 1092: 0.000320116027874306
Position 1272: 0.0002927053042268514
Position 690: 0.00022430590275383244
Position 158: 0.00022325002293881895
Position 522: 0.00018343717919164676
Position 1895: 0.00012421008829622087
Position 1320: 0.0001100609816259845
Position 860: 0.00010545869155784806
Position 1112: 0.00010232684564941675
Position 1408: 6.965979429575737e-05
Position 926: 6.756458330597803e-05
Position 1871: 6.427137468075598e-05
Position 1188: 6.188146391651061e-05
Position 1573: 5.259278303371649e-05
Position 1078: 5.122787129971946e-05
Position 443: 4.621815461466321e-05
Position 277: 4.5059300182457555e-05
Position 1138: 4.4321093469588106e-05
Position 1564: 3.6206918552127066e-05
Position 543: 3.452702220447327e-05
Position 1390: 2.885720669757173e-05
Position 953: 2.453577112561725e-05
Position 1401: 1.6509170859440725e-05
Position 446: 1.5754545147850536e-05
Position 1174: 1.5729766042255604e-05
Position 1399: 1.5224004821606585e-05
Position 963: 1.4388575100008434e-05
Position 1634: 1.2182601283828779e-05
Position 496: 1.0845684514057033e-05
Position 1015: 1.0500202578121276e-05
Position 358: 8.587499195949557e-06
Position 1107: 8.44564506783461e-06
Position 1036: 7.688934338468641e-06
Position 1002: 7.073547912637733e-06
Position 520: 6.236594310106813e-06
Position 1702: 5.94920197081389e-06
Position 144: 5.792397597768521e-06
Position 1371: 5.2392393024298635e-06
Position 1096: 4.776044486404779e-06
Position 715: 4.489841368040861e-06
Position 1466: 4.477914306671133e-06
Position 1783: 3.903918307229595e-06
Position 1771: 3.410337263066181e-06
Position 171: 3.067498919658346e-06
Position 19: 2.863760373952058e-06
Position 1505: 2.774147093000113e-06
Position 1503: 2.1899093708653986e-06
Position 401: 1.8597182082573264e-06
Position 287: 1.573199393845563e-06
Position 1227: 7.843392860971457e-07
Position 1378: 7.392465540469675e-07
Position 698: 6.482700901097648e-07
Position 1030: 6.00291135285033e-07
Position 796: 2.452671860646792e-07
Position 826: 1.7606184708822947e-08
Position 1234: 6.787701483946104e-09
Position 1146: 5.737007531827427e-09
Position 663: 5.3052347177472566e-09
Position 1301: 5.190625775860903e-10
Position 1057: 4.3080094921177126e-10
Position 1010: 4.8354527740788286e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 689: 0.9968897958695403
Position 1268: 0.014649077131897158
Position 1465: 0.012272428424057928
Position 1791: 0.003471157678347886
Position 734: 0.001846928113251157
Position 982: 0.0008956869296418923
Position 1964: 0.000790783980622819
Position 296: 0.0007288590509590674
Position 1030: 0.0006348596650551086
Position 1330: 0.00042711238924152833
Position 811: 0.00037439238306749925
Position 1480: 0.00032718488173264285
Position 199: 0.00026821551411115017
Position 406: 0.0002395381298447099
Position 566: 0.00022827948150956327
Position 186: 0.00020991573358134725
Position 484: 0.0001725373846219223
Position 1624: 0.00016645724734614146
Position 778: 0.0001489807036579599
Position 1660: 0.00014482240309040612
Position 1483: 0.0001297775468453659
Position 844: 0.00012326048527381864
Position 1413: 0.00011857699796262259
Position 334: 0.00010778958630595624
Position 645: 0.00010323611846153207
Position 1027: 0.00010034686324947013
Position 1151: 9.997285673450273e-05
Position 1399: 8.569639503836725e-05
Position 1333: 8.550186519671146e-05
Position 963: 7.824940960591418e-05
Position 1627: 7.794807228569091e-05
Position 1931: 5.679036996025604e-05
