Gene = Charon
index = 1069
Annotated 5SS: [ 783 1092 1776]
Annotated 3SS: [ 891 1161 1848]
SMsplice 5SS: [ 783 1092 1776]
SMsplice 3SS: [ 891 1161 1848]
top_k =  1000
Partition function (log Z): 2.9610901330083044

Sorted 5' Splice Sites (High to Low Probability):
Position 1092: 0.9876089709301819
Position 783: 0.9793512133532811
Position 1776: 0.974414933349595
Position 1989: 0.28728665402044784
Position 1394: 0.017189324890136616
Position 463: 0.010814275395787947
Position 826: 0.006600622794134913
Position 793: 0.004851613648925332
Position 1780: 0.004086665668607831
Position 806: 0.003975244896768369
Position 195: 0.0031850846380296126
Position 472: 0.0014763012516680336
Position 172: 0.0012030321681693664
Position 787: 0.0010836477390683593
Position 56: 0.00105563096674612
Position 444: 0.0006752440327733517
Position 238: 0.0004846220668716605
Position 1479: 0.0004294203990075326
Position 143: 0.0004135379884855191
Position 405: 0.000384958293048607
Position 1096: 0.00035804528708100353
Position 1319: 0.00035265825120117173
Position 1968: 0.00031894899903755364
Position 809: 0.0002635858084439446
Position 833: 0.0002448425272047852
Position 627: 0.00017912021507558116
Position 1794: 0.00017148015879776395
Position 812: 0.00014282661025809867
Position 1636: 0.00013952836047399862
Position 267: 0.00012753019039338315
Position 255: 0.00011935652631245083
Position 74: 0.0001025661212204928
Position 604: 9.676794674674708e-05
Position 1209: 7.933929678568367e-05
Position 492: 5.939180514206512e-05
Position 750: 5.336671524481625e-05
Position 51: 3.9738338421587694e-05
Position 18: 3.752869684713576e-05
Position 1502: 3.4871273121875145e-05
Position 1487: 3.4785747160409903e-05
Position 241: 2.6838301347633658e-05
Position 332: 2.4417373089576452e-05
Position 1977: 2.3960238447080848e-05
Position 282: 2.1851950027007497e-05
Position 1417: 2.1209130725626446e-05
Position 658: 1.7660802310419324e-05
Position 1074: 1.7528804169347983e-05
Position 476: 1.7032951005721847e-05
Position 1455: 1.586690016779834e-05
Position 8: 1.283015807133462e-05
Position 44: 1.1679543712601837e-05
Position 165: 9.873049736172061e-06
Position 103: 8.870105116129188e-06
Position 1129: 8.803177860198414e-06
Position 687: 8.287045818606039e-06
Position 307: 8.104563222381667e-06
Position 1786: 7.44170440702905e-06
Position 598: 5.334487618535996e-06
Position 1062: 5.236600902271123e-06
Position 1925: 4.57300957631599e-06
Position 24: 4.5026778361008255e-06
Position 642: 4.209844238840182e-06
Position 483: 3.6362645421800315e-06
Position 1802: 3.2814185857454013e-06
Position 271: 3.2261331748839333e-06
Position 249: 3.155890301040483e-06
Position 88: 3.1165044190242342e-06
Position 345: 2.773848694477788e-06
Position 53: 2.536383883963372e-06
Position 1612: 2.314912073890428e-06
Position 1220: 2.000477839072752e-06
Position 1432: 1.8368348960363833e-06
Position 994: 1.6439849361399676e-06
Position 1202: 1.574137794245752e-06
Position 937: 1.4866697677122808e-06
Position 231: 1.0705365176794227e-06
Position 1545: 1.0470463255924166e-06
Position 228: 9.758879528038848e-07
Position 1576: 7.155319152585975e-07
Position 1516: 6.233852751112907e-07
Position 1949: 5.146389482568552e-07
Position 1193: 5.006787653019527e-07
Position 1678: 4.0066249598510105e-07
Position 1222: 3.736359386239863e-07
Position 1647: 3.51209958314726e-07
Position 1760: 2.3198001554905908e-07
Position 6: 1.8107143681876133e-07
Position 1805: 1.7299934756989048e-07
Position 1574: 1.3160368198935942e-07
Position 777: 1.0627453589723537e-07
Position 1523: 9.773823514481854e-08
Position 690: 8.120453791779484e-08
Position 1692: 7.854785951614437e-08
Position 984: 1.4897926120612008e-08
Position 1709: 1.2303425283308816e-08
Position 957: 1.1891729649885123e-08
Position 1814: 5.7350845291428355e-09
Position 678: 3.1988582504844744e-09
Position 969: 3.0969242948848233e-09
Position 1526: 2.356579046601228e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1848: 0.9762339378568389
Position 891: 0.9618918644402547
Position 1161: 0.949224574305744
Position 2043: 0.288520392940548
Position 918: 0.03680340905075848
Position 1455: 0.010370860889121779
Position 1550: 0.008399943107531461
Position 1545: 0.007090033994785895
Position 686: 0.006656434190538337
Position 1440: 0.006612019864448085
Position 1263: 0.0061507343658603435
Position 1502: 0.004346129984509907
Position 1207: 0.0035182086939780366
Position 1832: 0.003000999939941901
Position 630: 0.0025599469011906417
Position 1415: 0.002305251878507337
Position 1487: 0.002010798134941913
Position 267: 0.0016156165302067022
Position 573: 0.001534056816157633
Position 1213: 0.0015253334493179165
Position 1581: 0.0013028180565535172
Position 124: 0.0009876533043716826
Position 1516: 0.0007334458291149688
Position 653: 0.0007009104216061152
Position 297: 0.0005307990621217735
Position 627: 0.0005206073227365353
Position 895: 0.0004673510334373005
Position 527: 0.00045037353527807366
Position 1584: 0.00042653079102721947
Position 384: 0.0003668805771306707
Position 1702: 0.0003029705641631795
Position 661: 0.000277964483559128
Position 228: 0.000259673538468329
Position 326: 0.00023977254590606321
Position 1379: 0.00023122209029591414
Position 146: 0.0001995476193832254
Position 403: 0.00017192866541550973
Position 567: 0.00017043398217820522
Position 307: 0.00016227078323029077
Position 1425: 0.00013071249505880632
Position 1624: 9.117903042011772e-05
Position 238: 9.085749872178257e-05
Position 492: 6.503195820355994e-05
Position 1824: 4.961285695363093e-05
Position 642: 4.8643093041828645e-05
Position 215: 4.554199231789918e-05
Position 1174: 4.4701101585793696e-05
Position 598: 3.9173787460581685e-05
Position 984: 3.883724362195521e-05
Position 443: 3.634921378610168e-05
Position 665: 3.171257521834432e-05
Position 210: 3.157835399840468e-05
Position 241: 3.099749954942677e-05
Position 1687: 2.4018165304246578e-05
Position 2019: 2.2428558745596733e-05
Position 1636: 2.176380327847666e-05
Position 580: 1.4437307392086192e-05
Position 702: 1.3072586303982167e-05
Position 1010: 1.127943156381916e-05
Position 341: 9.7356843344987e-06
Position 1107: 8.920403711629975e-06
Position 1058: 7.95212829285837e-06
Position 1895: 7.772019072891857e-06
Position 1561: 7.5952100753930715e-06
Position 1898: 6.995716597071317e-06
Position 1598: 5.9389645346588516e-06
Position 1594: 5.802676157470252e-06
Position 390: 5.726640310836304e-06
Position 604: 5.720625919417553e-06
Position 722: 2.612643567637524e-06
