Gene = stai
index = 1895
Annotated 5SS: [20834 21567 21814 22034 22477]
Annotated 3SS: [21396 21627 21886 22320 22600]
SMsplice 5SS: [  173  1422 21567 21814 22034 22477]
SMsplice 3SS: [ 1316 21396 21627 21886 22320 22600]
top_k =  1000
Partition function (log Z): 6.951575344795269

Sorted 5' Splice Sites (High to Low Probability):
Position 21814: 0.9996410617047224
Position 21567: 0.9954357028321796
Position 22034: 0.9688545484211863
Position 173: 0.7905669057902422
Position 1422: 0.7318374637611876
Position 22477: 0.7109238615688579
Position 9848: 0.16046341706581507
Position 10311: 0.07913059191780762
Position 22540: 0.05193970235505866
Position 22247: 0.05098543751492763
Position 12737: 0.04072509730472797
Position 401: 0.03503776741417949
Position 98: 0.02886756748382726
Position 516: 0.024448311480524836
Position 3437: 0.021995973382502493
Position 340: 0.019636241526585448
Position 22087: 0.016816304304022364
Position 22233: 0.015907829617459922
Position 13646: 0.014612232279345452
Position 567: 0.01188964001018336
Position 22521: 0.011101210086707166
Position 22465: 0.010464525170054789
Position 22737: 0.010121361485301975
Position 35: 0.006569520094525694
Position 707: 0.006103052172369792
Position 65: 0.005918998179027296
Position 22527: 0.00504494717147326
Position 23341: 0.004230856431839265
Position 9986: 0.00417951081142262
Position 372: 0.0038730679873607574
Position 747: 0.0036110443189141628
Position 21571: 0.0035143599787032407
Position 569: 0.003167129030108174
Position 344: 0.003140485293215755
Position 571: 0.002726610301678179
Position 415: 0.0025290827870891493
Position 318: 0.002518552665317665
Position 500: 0.0024971954546585914
Position 22413: 0.0023477578950882026
Position 1261: 0.0021670628683675367
Position 336: 0.0021440987859503787
Position 756: 0.002111462297951516
Position 23626: 0.0019640399800814664
Position 22543: 0.0018356852003288513
Position 22481: 0.0016929437383677863
Position 23860: 0.0014413438823593409
Position 7891: 0.0013954985287902813
Position 1180: 0.001188130352237184
Position 24123: 0.001168508626793616
Position 109: 0.0010881588532141453
Position 10067: 0.000955117702618533
Position 22264: 0.000894710175706937
Position 76: 0.0008936423300612061
Position 22974: 0.0008867526217425002
Position 22483: 0.0007912885091449439
Position 23294: 0.0007188998140454472
Position 1124: 0.0007043763298091992
Position 22656: 0.0006970863071580528
Position 205: 0.0006055503381661352
Position 326: 0.0005477132850675625
Position 2804: 0.0004984719330358646
Position 825: 0.00048460580834337627
Position 22091: 0.00046061616950412385
Position 9886: 0.0004137200253170526
Position 102: 0.00035595028572759686
Position 22222: 0.000350431683740271
Position 575: 0.0003436404534688057
Position 300: 0.00031291087142845615
Position 91: 0.00029478191623308515
Position 1103: 0.0002519823806670192
Position 379: 0.00023333113433072914
Position 369: 0.00023040349883422234
Position 782: 0.000189603446894762
Position 22012: 0.000164338458755691
Position 405: 0.0001564882643855201
Position 100: 0.0001380321137234101
Position 531: 0.0001359217221251323
Position 54: 0.00013487819288451736
Position 22841: 0.00013453484780359253
Position 22688: 0.00012979316272291412
Position 22057: 0.00012603067362109278
Position 23240: 0.0001192524520955876
Position 23608: 0.00010257657098865122
Position 133: 0.00010237095580197368
Position 22237: 8.958102075081306e-05
Position 23514: 8.826979402477328e-05
Position 2578: 8.696284117229146e-05
Position 449: 8.403805759164963e-05
Position 23630: 8.130404195140664e-05
Position 22245: 6.55597466538601e-05
Position 21843: 5.9157242352373544e-05
Position 22038: 5.7266464903430244e-05
Position 22995: 5.6770293475981113e-05
Position 23115: 5.479516934433215e-05
Position 688: 5.4582181301144264e-05
Position 21676: 5.07204667702742e-05
Position 23048: 4.965825967188912e-05
Position 444: 4.7578658375039725e-05
Position 1745: 4.53789206895683e-05
Position 1959: 4.1276289274020925e-05
Position 1647: 4.0597568635722335e-05
Position 4166: 3.860898040052131e-05
Position 22289: 3.85640414280598e-05
Position 22073: 3.637875586774501e-05
Position 366: 3.559998545380129e-05
Position 578: 3.47020883687029e-05
Position 561: 3.3309996774031216e-05
Position 22715: 3.17884850283785e-05
Position 24114: 3.1727894182487396e-05
Position 22274: 2.5122069662913334e-05
Position 23874: 2.457451568136875e-05
Position 5847: 2.394772543581339e-05
Position 573: 2.3361701192642228e-05
Position 93: 2.2694619153793787e-05
Position 2287: 2.1690961990748546e-05
Position 22486: 1.9591670390578797e-05
Position 1194: 1.853448292855604e-05
Position 7767: 1.663167321926255e-05
Position 23395: 1.5212642274308619e-05
Position 22370: 1.5144273075291108e-05
Position 279: 1.4938892095146823e-05
Position 1042: 1.4500404032094558e-05
Position 23699: 1.4447236311457533e-05
Position 23328: 1.4104023622354548e-05
Position 21967: 1.4002698714136666e-05
Position 948: 1.283165331099659e-05
Position 2016: 1.17956538523595e-05
Position 1844: 1.1557511188588578e-05
Position 139: 1.1290606657456346e-05
Position 364: 1.1048624083895773e-05
Position 1898: 1.066446245636235e-05
Position 1467: 1.040856041634364e-05
Position 1889: 1.0333163362102018e-05
Position 338: 1.0129326667773815e-05
Position 23733: 9.381213897658934e-06
Position 771: 8.82711681045523e-06
Position 791: 8.356941026827185e-06
Position 2087: 7.85581906524079e-06
Position 437: 7.724836679074985e-06
Position 2712: 7.485085791232878e-06
Position 22125: 6.272528227162274e-06
Position 21791: 4.9043701755581065e-06
Position 1661: 4.218870119993114e-06
Position 968: 2.369577085750654e-06
Position 24174: 1.8390399561325223e-06
Position 3807: 1.5561016085629276e-06
Position 1530: 1.346347844988533e-06
Position 21915: 1.3416695237266745e-06
Position 21982: 1.19852704048717e-06
Position 1910: 1.0866023175409802e-06
Position 1487: 8.719788800893171e-07
Position 1631: 3.962763989419738e-07
Position 23092: 3.115524630141664e-07
Position 5012: 2.2945405146866863e-07
Position 7196: 1.7471031631332372e-07
Position 23711: 1.3135052904534478e-07
Position 21766: 1.2144502862390537e-07
Position 5400: 1.056024578891526e-07
Position 23322: 8.930405824162745e-08
Position 5103: 8.374443530789084e-08
