Gene = Idh
index = 1224
Annotated 5SS: [2351 2891]
Annotated 3SS: [2833 2970]
SMsplice 5SS: [ 114 2351]
SMsplice 3SS: [2190 3000]
top_k =  1000
Partition function (log Z): -9.911574993365226

Sorted 5' Splice Sites (High to Low Probability):
Position 114: 0.8675521330030842
Position 2351: 0.8023316187588508
Position 2891: 0.2026763056745677
Position 2057: 0.07085043545840711
Position 1293: 0.06065337102284706
Position 278: 0.0342124258984549
Position 3729: 0.024304410709250022
Position 2419: 0.01838979807999389
Position 2882: 0.018125939495512836
Position 4078: 0.008119398364225342
Position 578: 0.006410909571072007
Position 36: 0.006182662699219551
Position 51: 0.005658233527498828
Position 252: 0.004885816481263377
Position 1787: 0.004869946916590183
Position 2673: 0.004354570675777648
Position 2938: 0.004243504514938963
Position 383: 0.0032768757494966217
Position 3290: 0.003247675076797802
Position 899: 0.003209554353487354
Position 3487: 0.0027440619420831904
Position 741: 0.0023166160151758507
Position 662: 0.002245813719887305
Position 67: 0.0019392418293266982
Position 2781: 0.0017324499377351203
Position 814: 0.0015380254460405126
Position 1535: 0.001527509868864062
Position 2197: 0.0014993804782697875
Position 1410: 0.0014936340717775483
Position 1441: 0.0013722584909123916
Position 1592: 0.0012441456600064378
Position 1994: 0.0010886654694270187
Position 854: 0.0008155054880692833
Position 1301: 0.0008028476460092941
Position 317: 0.0007258454867757434
Position 590: 0.0007111962093002565
Position 534: 0.0005891643975501051
Position 1819: 0.000508768601652837
Position 1335: 0.0004965575651000717
Position 3482: 0.0004369262165511863
Position 3134: 0.0003720768347611999
Position 2021: 0.00036214294027266293
Position 3708: 0.0003532929229390315
Position 725: 0.0002738090579899046
Position 1199: 0.0002710575092773932
Position 3524: 0.00025388620400411676
Position 268: 0.00025318537721390785
Position 3757: 0.0002528860001895878
Position 2463: 0.0002060806919232662
Position 33: 0.00019614743673549174
Position 2355: 0.00018305856972991737
Position 2602: 0.0001413348465513676
Position 1924: 0.00013298959102208918
Position 2051: 0.00010702602537984875
Position 2703: 0.00010231637082886428
Position 1125: 0.00010055358396600321
Position 687: 9.221583492676283e-05
Position 479: 9.091906756763927e-05
Position 3216: 8.664359032313371e-05
Position 2145: 8.341317174632365e-05
Position 615: 7.38412277363997e-05
Position 1898: 6.650855365835725e-05
Position 2496: 6.517453887253901e-05
Position 495: 6.42203844336723e-05
Position 2044: 4.865701693234198e-05
Position 1828: 4.809290996925587e-05
Position 2759: 1.2815890532942747e-05
Position 785: 1.2499559787805697e-05
Position 752: 5.552752912675013e-06
Position 903: 5.474538545131214e-06
Position 118: 5.453417448949909e-06
Position 779: 5.35236806345145e-06
Position 441: 5.306336258654219e-06
Position 497: 5.3059440606154885e-06
Position 481: 3.319228420854943e-06
Position 21: 3.138294206387165e-06
Position 759: 2.673439341585111e-06
Position 71: 2.546200429500045e-06
Position 1597: 1.7429657249550579e-06
Position 933: 1.3227869316382569e-06
Position 149: 1.234043743815634e-06
Position 516: 5.704663510768662e-07
Position 3: 4.4977882770482954e-07
Position 9: 4.496401720580951e-07
Position 129: 4.4662916209205263e-07
Position 583: 3.0702529383656287e-07
Position 1096: 2.128422628049568e-07
Position 988: 1.9384661818161018e-07
Position 606: 4.073197753887345e-08
Position 1837: 1.3867646656295218e-08
Position 1569: 1.3745114943576414e-08
Position 1146: 1.3602965376017501e-08
Position 2364: 9.361797142089621e-09
Position 608: 2.819192643033917e-09
Position 423: 2.3694815045529585e-09
Position 408: 2.035693934842367e-09
Position 418: 1.1038752377929736e-09
Position 745: 1.0266588619874252e-09
Position 387: 9.213165867338712e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2190: 0.6971148047361161
Position 3000: 0.6095290441428051
Position 2941: 0.2127837352889693
Position 2621: 0.10646703758092098
Position 952: 0.08477497887506243
Position 2748: 0.06645409191534397
Position 2417: 0.06601522468473954
Position 1953: 0.05866106337606606
Position 2970: 0.04227910070952441
Position 932: 0.041922293958967474
Position 4357: 0.02119699668735536
Position 3957: 0.02069219164970404
Position 2833: 0.015467820727582123
Position 2270: 0.01401188243824238
Position 2463: 0.013853791177824419
Position 4163: 0.010544127671216371
Position 1884: 0.006706570068887552
Position 2778: 0.006142736684421735
Position 4138: 0.005900695716521391
Position 197: 0.005534728011409065
Position 1106: 0.005112886138002094
Position 970: 0.004965007321081973
Position 1161: 0.004717853961700232
Position 2673: 0.004540413350848165
Position 2044: 0.0038408209575267996
Position 658: 0.0035893691809351924
Position 2678: 0.003402559204785259
Position 549: 0.003199938716473693
Position 2130: 0.0030074810923548735
Position 3954: 0.0029621252299825364
Position 1656: 0.002484260366538849
Position 3606: 0.002278404825439267
Position 3774: 0.002138053312895206
Position 2911: 0.0018650880032598856
Position 113: 0.0016802002043560405
Position 3648: 0.001645041800872794
Position 2480: 0.0015991894703379704
Position 3825: 0.0012543782246814668
Position 2499: 0.0011874167945549463
Position 2299: 0.001119046058346067
Position 1125: 0.001098476654940212
Position 216: 0.001082206249014692
Position 1680: 0.0010545646840679605
Position 2851: 0.0010397799749169957
Position 847: 0.0010052499302648427
Position 615: 0.0009666724168208217
Position 1716: 0.0009196305756398363
Position 1431: 0.0007281594307419211
Position 980: 0.0007049435448647506
Position 2605: 0.0006690761869514595
Position 2808: 0.0006223166220532948
