Gene = mex1
index = 1788
Annotated 5SS: [1285]
Annotated 3SS: [1563]
SMsplice 5SS: [ 136  973 1285]
SMsplice 3SS: [ 246 1099 1563]
top_k =  1000
Partition function (log Z): -0.6263617135000303

Sorted 5' Splice Sites (High to Low Probability):
Position 136: 0.9650018544530217
Position 1285: 0.9285025513142126
Position 973: 0.4793450126798694
Position 462: 0.0716672320965663
Position 312: 0.024193522932868004
Position 2075: 0.016162583428570677
Position 513: 0.014497143759224432
Position 1959: 0.005580167153096574
Position 1756: 0.004241922649428802
Position 802: 0.0037783433910954503
Position 291: 0.003749620808750085
Position 502: 0.0037383708345707397
Position 355: 0.0035924447339715786
Position 1018: 0.002674173717162781
Position 1721: 0.0023992721496546065
Position 1688: 0.0021225514413337645
Position 300: 0.0017402591257846152
Position 920: 0.0017359417979165208
Position 254: 0.0016043151440416812
Position 738: 0.0015442544320357604
Position 441: 0.0012715340420573903
Position 481: 0.0010572655439595345
Position 125: 0.0009405805598885392
Position 173: 0.0007149066034556614
Position 2067: 0.0007073844165896772
Position 1700: 0.0006904094172443061
Position 687: 0.0005733059407562436
Position 1942: 0.0005357718884947826
Position 1274: 0.0005210730529778797
Position 641: 0.0004189821664056383
Position 2031: 0.0003338340320564538
Position 1277: 0.000331591209013059
Position 1986: 0.00032866909160925075
Position 1149: 0.00031632133512096326
Position 1033: 0.0002916637106664646
Position 982: 0.00028385820941539974
Position 1021: 0.0002830572010431415
Position 1410: 0.0002589317580376483
Position 1356: 0.00021285327663245448
Position 1299: 0.00021039548797200384
Position 509: 0.00020367931311629465
Position 1190: 0.00020280064948609907
Position 99: 0.00018843895488181834
Position 2093: 0.000181192681728523
Position 2058: 0.00016956872373220802
Position 837: 9.820706449832373e-05
Position 957: 9.766575836226813e-05
Position 1185: 9.088247755868613e-05
Position 1435: 8.949330766394916e-05
Position 539: 8.43064171459005e-05
Position 288: 8.103654665657302e-05
Position 1852: 7.598763244424799e-05
Position 1996: 6.473992590630392e-05
Position 1655: 6.372077912217316e-05
Position 790: 6.217472878184098e-05
Position 2101: 5.810922237447333e-05
Position 1874: 3.9058043114782975e-05
Position 1136: 3.8565614134430275e-05
Position 1153: 3.7255674268223525e-05
Position 1628: 3.261733383246872e-05
Position 279: 3.206145880299017e-05
Position 781: 2.9946930869306754e-05
Position 140: 2.7697144158449995e-05
Position 1289: 2.4217037028901327e-05
Position 506: 1.586510665770116e-05
Position 1248: 1.5623971126731737e-05
Position 1809: 1.3639112534223804e-05
Position 894: 6.900286905384289e-06
Position 1968: 6.308516383531425e-06
Position 1885: 5.802456032593471e-06
Position 793: 4.687072526371209e-06
Position 805: 4.479763601504365e-06
Position 1643: 3.15633991832404e-06
Position 1625: 2.7914310627790263e-06
Position 85: 2.747305501370158e-06
Position 1914: 2.3927729028141888e-06
Position 1622: 1.5842459912301237e-06
Position 1946: 7.613869816692777e-07
Position 205: 5.5986020923505e-07
Position 235: 5.037211623421105e-07
Position 114: 2.7826111118297284e-07
Position 722: 4.705689198130662e-08
Position 546: 4.543109570321451e-08
Position 772: 1.8412557566835858e-09
Position 1847: 2.2209662292452976e-10
Position 549: 2.035913734695969e-10
Position 1525: 2.0103703389925682e-11
Position 1601: 1.530785186297924e-11
Position 608: 1.7066248396338812e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1563: 0.9825226696999497
Position 1099: 0.6158919779341201
Position 246: 0.4084452562005262
Position 369: 0.08789647395520284
Position 277: 0.083579652681727
Position 1048: 0.03423321275945412
Position 215: 0.03260892435228189
Position 2150: 0.025747661787250135
Position 565: 0.023998293129980502
Position 1083: 0.021558687813680116
Position 865: 0.019908208303798913
Position 321: 0.018955646948118524
Position 1208: 0.01771795678822963
Position 1136: 0.01639814211530499
Position 1543: 0.014307971060696721
Position 347: 0.013376419230080084
Position 1223: 0.012627235642508393
Position 741: 0.012506808534398764
Position 416: 0.010563348030970044
Position 884: 0.00908966626323298
Position 205: 0.0089115714702746
Position 539: 0.008450291510080386
Position 461: 0.008394597689010533
Position 641: 0.005909321214487908
Position 1033: 0.005511772531267089
Position 1123: 0.005285142229528893
Position 300: 0.005283750990315494
Position 1021: 0.005190768732301646
Position 722: 0.0045102059299165905
Position 948: 0.004074495652189736
Position 1190: 0.0033829032405144634
Position 1910: 0.0031540256424206358
Position 1954: 0.0031022523497701796
Position 248: 0.002444414151942066
Position 498: 0.0021610355863538174
Position 354: 0.0019163741352157934
Position 874: 0.0012537206824874433
Position 253: 0.0011018339346312034
Position 1788: 0.0008790811082128278
Position 805: 0.0008670395996377712
Position 802: 0.0006980451261023945
Position 1914: 0.0006824361469546027
Position 441: 0.0006463059546692663
Position 837: 0.0006407449827655505
Position 481: 0.0006137937458490007
Position 1373: 0.0005844715010679689
Position 920: 0.0004556261336117039
Position 425: 0.00038799652377909886
Position 1419: 0.0003663787633402384
Position 2079: 0.00035085299567877697
Position 2031: 0.00022320238351670156
Position 2083: 0.00019544663739025378
Position 1403: 0.00014614218073032002
Position 1836: 9.933794528297872e-05
Position 371: 8.088861548304526e-05
Position 502: 7.62091236724774e-05
Position 1360: 7.61619181922034e-05
Position 1852: 5.02055600380452e-05
Position 1958: 4.174355186713647e-05
Position 977: 2.7321391857637093e-05
Position 1274: 2.614575364121923e-05
Position 1489: 2.0537847294301323e-05
Position 1502: 1.4996494624552301e-05
Position 1669: 1.4774764432233379e-05
Position 388: 1.4482103420847008e-05
Position 2126: 1.3377078164027863e-05
Position 2036: 1.2028258329376828e-05
Position 1731: 1.0718313388504364e-05
Position 1585: 9.687747891220405e-06
Position 1844: 6.383134304925671e-06
Position 173: 3.505100218295592e-06
Position 1426: 2.937122344990809e-06
Position 2161: 1.6792076852000529e-06
Position 1753: 1.664064720750486e-06
Position 150: 2.5174086813399815e-07
Position 429: 2.3390219721278696e-07
Position 140: 9.790651907083748e-10
Position 413: 4.0238736470563174e-10
