Gene = GV1
index = 1177
Annotated 5SS: [  132  2097 10832 11511]
Annotated 3SS: [ 2040 10625 11218 11805]
SMsplice 5SS: [  132 10832 11511]
SMsplice 3SS: [10625 11218 11805]
top_k =  1000
Partition function (log Z): -6.429208394792834

Sorted 5' Splice Sites (High to Low Probability):
Position 10832: 0.9282761653495009
Position 132: 0.6231899205789109
Position 11511: 0.5690863400697774
Position 11384: 0.2880954582759131
Position 2097: 0.21725509770954451
Position 55: 0.13354119206372184
Position 2671: 0.12722818510871453
Position 1619: 0.11634702368156905
Position 176: 0.09281801030593068
Position 1359: 0.08383904931448567
Position 901: 0.036520366833967075
Position 1593: 0.034069336581972275
Position 11489: 0.032733646656058664
Position 218: 0.02796038270860937
Position 2199: 0.021849441271062267
Position 5373: 0.019978998181201107
Position 11408: 0.01558959652766817
Position 88: 0.01471830058233039
Position 11679: 0.014248012361132024
Position 1924: 0.01395161614313475
Position 797: 0.011307572763671385
Position 1779: 0.008635576304752647
Position 2369: 0.008490761656452055
Position 9705: 0.005915400539932286
Position 1886: 0.005184865640941975
Position 11597: 0.004774425737019395
Position 65: 0.004434215731099243
Position 11465: 0.0031879442516188675
Position 11649: 0.0027445217024853327
Position 10809: 0.0019596488045499115
Position 11397: 0.0019195039661185056
Position 1987: 0.0017213010972266516
Position 2186: 0.0017125602102531826
Position 2435: 0.0013428265936503334
Position 11423: 0.001332355944882554
Position 1559: 0.0012537543816585979
Position 1918: 0.0011751327123128005
Position 362: 0.0011261460869999085
Position 801: 0.0008796074005183404
Position 691: 0.000868665487978179
Position 1366: 0.0006654862975747387
Position 7272: 0.0005882565003436194
Position 1022: 0.0005750857154006618
Position 180: 0.00045619457916771687
Position 11886: 0.0004501215851773753
Position 1609: 0.0004143141933148685
Position 1632: 0.0004051621463519512
Position 7423: 0.0003913120346428664
Position 6797: 0.00038760303554661126
Position 183: 0.0003745435061954309
Position 1927: 0.0003738172310240893
Position 199: 0.00037070434519888664
Position 1904: 0.0003352283613555006
Position 997: 0.0003270505452280331
Position 11355: 0.00029465446215581117
Position 11900: 0.00028775521313007815
Position 1127: 0.0001995943914034833
Position 25: 0.00017973364139170137
Position 885: 0.00013488595069538524
Position 920: 0.00013099708794221977
Position 840: 0.00011037237425487472
Position 1098: 0.00010477599236385259
Position 188: 9.560356950368831e-05
Position 1335: 8.893067082752241e-05
Position 951: 8.575538798842739e-05
Position 136: 7.364364744760973e-05
Position 360: 6.524480126658802e-05
Position 617: 5.54329603687078e-05
Position 1379: 5.1329202174814856e-05
Position 143: 5.009520181467202e-05
Position 516: 4.1758184230333194e-05
Position 2142: 4.1136051944789074e-05
Position 141: 3.4035540623890383e-05
Position 1279: 3.0271472208559586e-05
Position 1462: 2.9477773839339435e-05
Position 738: 2.2011040852552135e-05
Position 3: 1.8506574016166446e-05
Position 2207: 1.681629434362161e-05
Position 815: 1.3676832684809617e-05
Position 8030: 1.0885015316671742e-05
Position 1599: 1.0133442159112026e-05
Position 905: 9.693764451010165e-06
Position 1409: 8.098473430714658e-06
Position 722: 7.259485814772617e-06
Position 664: 6.340475063745105e-06
Position 12: 4.463407037200578e-06
Position 30: 4.051125373658035e-06
Position 14: 4.008627667102368e-06
Position 594: 3.792677485050788e-06
Position 1426: 3.5253474575175147e-06
Position 858: 2.640978901566297e-06
Position 178: 1.910481492047973e-06
Position 1066: 6.694980431399124e-07
Position 5: 3.0662281461961563e-07
Position 305: 2.5564145966454947e-07
Position 458: 3.6826316747564965e-08
Position 260: 2.3549439233653184e-08
Position 418: 2.039049111583198e-08
Position 743: 2.5803306011133794e-09
Position 351: 6.422451413543395e-10
Position 2873: 5.27447365754965e-10
Position 758: 6.308371252557951e-11
Position 2715: 1.4773818506712782e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11218: 0.9407845751442828
Position 10625: 0.9150856710083166
Position 11805: 0.7312318188804974
Position 11669: 0.2244277607142166
Position 2040: 0.21130144383757854
Position 110: 0.12706507119751279
Position 1452: 0.08497593608530499
Position 2630: 0.04289791723139855
Position 11811: 0.025596095962140106
Position 1512: 0.025419551432771578
Position 970: 0.020175817810933402
Position 2257: 0.015975939329166914
Position 743: 0.014343239122180542
Position 5212: 0.014043746705994113
Position 10682: 0.007976917074282852
Position 1990: 0.0069173345078280156
Position 1011: 0.006537608217799424
Position 2434: 0.005979088885196195
Position 11980: 0.005458952330230794
Position 5259: 0.005181312351723063
Position 9511: 0.0046286975877059084
Position 188: 0.004604842200871423
Position 2431: 0.004505314798407054
Position 2299: 0.003610665398176922
Position 2319: 0.0035082064588013834
Position 10179: 0.0034566440676677065
Position 10071: 0.0034213098290455076
Position 255: 0.002729014828818644
Position 643: 0.0023500740510041425
Position 9456: 0.0021829668506847784
Position 2588: 0.0018381290529188782
Position 2510: 0.0017206722328523111
Position 2165: 0.0015447242826690394
Position 11578: 0.0014456662257982193
Position 11054: 0.0014447361728872857
Position 11438: 0.001391124431400342
Position 2466: 0.0012438820112205655
Position 778: 0.0010829172602228718
Position 11814: 0.0010212637323914187
Position 1212: 0.0009651193577575409
Position 874: 0.0008383681744763114
Position 9929: 0.0007982110260475122
Position 1131: 0.0007033200334821368
Position 2540: 0.0006818802825739824
Position 451: 0.0006059838740571865
Position 7086: 0.0005668600627456001
Position 1714: 0.0005657897063845381
Position 2639: 0.0004671841268332987
Position 1885: 0.0004267535531980913
Position 5190: 0.00041710532292532057
Position 5180: 0.00040369348899095287
Position 7340: 0.00039845322764493844
Position 11062: 0.00035034437968814404
Position 2533: 0.00031097072259491797
Position 467: 0.0002840381759212984
Position 6565: 0.00027600240769979457
Position 2017: 0.00026926118361678006
Position 1165: 0.0001883917134059364
Position 318: 0.00014824125338473666
Position 565: 0.0001010460945780604
Position 11984: 9.11921298522338e-05
Position 674: 8.797410772244917e-05
Position 265: 8.366221836668057e-05
Position 399: 7.611875159483173e-05
Position 592: 4.723111950852432e-05
Position 276: 4.665769529300201e-05
Position 5616: 4.305499152113889e-05
Position 11168: 3.2353031948925087e-05
Position 901: 2.8254339534863157e-05
Position 7171: 2.8243665971273466e-05
Position 707: 2.520770302067589e-05
Position 649: 2.178160129662769e-05
Position 879: 2.145767162056009e-05
Position 11625: 2.0551179041857854e-05
Position 1751: 1.782846086897463e-05
Position 1516: 1.4319524742009212e-05
Position 1343: 1.4231231479011264e-05
Position 1113: 1.3699694226419346e-05
Position 984: 1.3181278419270447e-05
Position 117: 1.1372987742920423e-05
Position 11037: 1.060609192219407e-05
Position 1075: 9.810049872418472e-06
Position 12054: 9.261846847837355e-06
Position 2004: 8.86657335544897e-06
Position 2045: 8.40579020872958e-06
Position 597: 8.199714796585922e-06
Position 11605: 7.373288217703605e-06
Position 11515: 6.89386367164522e-06
Position 199: 6.825846341516449e-06
Position 11462: 5.868766479835086e-06
Position 415: 3.3356876214962825e-06
Position 329: 2.8867958359029624e-06
Position 8103: 2.755538855600245e-06
Position 6336: 1.8413937244154853e-06
Position 2127: 1.619120371444853e-06
Position 7574: 9.098551038625009e-07
Position 8334: 6.35293317287344e-07
Position 722: 5.224970754223336e-07
Position 77: 5.215481175443639e-07
Position 8162: 4.979024063973988e-07
Position 285: 4.0811070474678504e-07
Position 1607: 3.8932852143149376e-07
Position 270: 3.555188232836557e-07
Position 8842: 3.09698581616333e-07
Position 336: 2.3434835874089445e-07
Position 291: 2.3071928254334954e-07
Position 5073: 1.6203702305856191e-07
Position 505: 1.5535957318396893e-07
Position 2198: 1.0452301334023655e-07
Position 2514: 1.0404047266029539e-07
Position 2344: 7.705899054737873e-08
Position 2193: 7.578839175231644e-08
Position 121: 2.871125362150567e-08
Position 6854: 2.6893445088594333e-08
Position 1352: 1.9854339397813642e-08
Position 3189: 8.829463903412512e-09
Position 141: 7.620948714174009e-09
Position 3722: 7.52045554266881e-09
Position 617: 7.18419776390576e-09
Position 3127: 6.217452138413048e-09
Position 2772: 3.4704667848382014e-09
Position 5439: 3.3359380217291994e-09
Position 2926: 2.588395373555323e-09
Position 205: 2.4093360744215603e-09
Position 88: 2.292935217720707e-09
Position 4267: 1.9039356521747048e-09
Position 4414: 1.2941109216643728e-09
Position 3048: 1.2162275262639329e-09
Position 124: 9.795901584654249e-10
Position 497: 9.539798965970148e-10
Position 475: 8.231864159958277e-10
Position 609: 7.672005878704778e-10
Position 213: 6.858519892169839e-10
Position 3482: 4.957065829775669e-10
Position 52: 3.067471350252395e-10
Position 46: 8.105422133004112e-11
Position 209: 6.06962472137712e-11
Position 340: 6.227885885981664e-12
Position 132: 4.490695749985211e-12
Position 345: 1.253830591890316e-12
Position 357: 6.765470451728937e-13
