Gene = Dh31
index = 1132
Annotated 5SS: [   53   211 13102 13879]
Annotated 3SS: [  138 12992 13752 14042]
SMsplice 5SS: [  211 13099 13879]
SMsplice 3SS: [12992 13752 14042]
top_k =  1000
Partition function (log Z): -0.4670700386531291

Sorted 5' Splice Sites (High to Low Probability):
Position 13879: 0.9954088907564393
Position 211: 0.9935480365990803
Position 13099: 0.8321364827543342
Position 2204: 0.13358702954898807
Position 1600: 0.1069431079994245
Position 3334: 0.07280219316477657
Position 1035: 0.054701393618210414
Position 8190: 0.04400751398931212
Position 44: 0.035428331715906966
Position 8170: 0.03147257765596309
Position 13664: 0.02989171869604541
Position 53: 0.02037880689284596
Position 13480: 0.01773608088813431
Position 10031: 0.016275589709300983
Position 12255: 0.015032485362983636
Position 14554: 0.0137154548259839
Position 9158: 0.009992007120655719
Position 1737: 0.009711305215120588
Position 3046: 0.009303905125931898
Position 7559: 0.00848789472803617
Position 74: 0.007299711626410398
Position 4228: 0.006063730135892646
Position 14229: 0.005690271561634885
Position 13514: 0.005593744425139712
Position 9446: 0.005538994548211372
Position 14608: 0.005167218339804651
Position 3129: 0.0040827493652762685
Position 6783: 0.0030578872585642204
Position 10265: 0.0027542066321872448
Position 13978: 0.002491776398244924
Position 14303: 0.0022502109848406815
Position 4273: 0.0021120431133454425
Position 572: 0.0020537434805403677
Position 8894: 0.0019500642112767154
Position 14641: 0.0017474495550364804
Position 38: 0.001536431927132829
Position 14216: 0.001535457755640835
Position 13883: 0.0014211592637356765
Position 1239: 0.0012521797119377277
Position 13973: 0.0011027001988663672
Position 14210: 0.0010792318443570686
Position 14317: 0.0009699362790773512
Position 8018: 0.000875476220699363
Position 1741: 0.0008400544676469067
Position 1234: 0.0007412819648261837
Position 710: 0.0005500631954291652
Position 10026: 0.0005267999121997989
Position 9945: 0.0005240003733371378
Position 498: 0.00048675834294739916
Position 7954: 0.00047300606458629724
Position 28: 0.0004503354883665989
Position 565: 0.0004414697125745506
Position 6443: 0.00022999632978405743
Position 373: 0.00018328664671692302
Position 23: 0.00015261196988562207
Position 14173: 0.00014287371535275976
Position 1700: 0.00012978957467844573
Position 925: 0.00012929860969988568
Position 14443: 0.0001245098895251404
Position 14147: 0.00012183614565624781
Position 1838: 0.00011436173025391354
Position 2273: 8.216716888362985e-05
Position 3478: 8.152494526903766e-05
Position 6: 5.4253064976678217e-05
Position 188: 5.355762860948258e-05
Position 733: 5.1616579739828404e-05
Position 14295: 3.64816556242955e-05
Position 289: 3.494933340274935e-05
Position 612: 3.494542982834928e-05
Position 1788: 3.47590351394113e-05
Position 3897: 2.8854951270000222e-05
Position 14451: 2.820165272917983e-05
Position 268: 2.6442534850071396e-05
Position 352: 2.5940992996645098e-05
Position 1936: 2.5568040680795636e-05
Position 14307: 2.2380507854367473e-05
Position 1505: 2.2098255204926925e-05
Position 1435: 2.1788795770023768e-05
Position 770: 2.0931083736880846e-05
Position 1442: 1.8124194193137863e-05
Position 13904: 1.7497440357486873e-05
Position 215: 1.7162249918071683e-05
Position 1179: 1.631985776456506e-05
Position 1269: 1.4727729326719141e-05
Position 686: 1.3510811198263402e-05
Position 6667: 1.3424308993805822e-05
Position 12: 1.2643807849336402e-05
Position 675: 1.1627586163216229e-05
Position 13919: 1.0938848617773611e-05
Position 1474: 1.0148434913656282e-05
Position 1889: 9.84008897733733e-06
Position 912: 8.696880850923305e-06
Position 1027: 7.402039104627162e-06
Position 2105: 6.879076589580238e-06
Position 186: 6.612725645142277e-06
Position 14606: 6.205323277192645e-06
Position 14182: 5.486889216199541e-06
Position 890: 5.288048006234253e-06
Position 14087: 4.74220247607613e-06
Position 201: 4.602522345987261e-06
Position 629: 4.147290534000257e-06
Position 2045: 3.0888909209935077e-06
Position 1211: 2.6852604541033696e-06
Position 1353: 1.988467007656493e-06
Position 14822: 1.8359636083158812e-06
Position 1021: 1.8193917363974255e-06
Position 1115: 1.6202352178143592e-06
Position 109: 1.6003999257035392e-06
Position 555: 1.1692429777982742e-06
Position 817: 1.1182854458874337e-06
Position 758: 1.11141686593261e-06
Position 238: 9.280130793376649e-07
Position 191: 8.438657198945421e-07
Position 325: 7.622340566140497e-07
Position 193: 6.865683195833796e-07
Position 621: 6.720427374551679e-07
Position 756: 3.284678041326241e-07
Position 14114: 1.740840497997966e-07
Position 664: 1.2693813754885135e-07
Position 14342: 9.429661272164151e-08
Position 13268: 8.145093280202803e-08
Position 14382: 6.999743059593241e-08
Position 13105: 5.29428825906049e-08
Position 623: 4.3077429997456195e-08
Position 130: 4.1854224577029566e-08
Position 138: 3.46721058960164e-08
Position 13395: 3.389726635960122e-08
Position 13285: 3.337193342808775e-08
Position 13120: 3.0768763817182596e-08
Position 13102: 3.025717496538253e-08
Position 122: 3.0246091286920795e-08
Position 13123: 1.7367034882161174e-08
Position 389: 8.224677028736033e-09
Position 128: 2.340801077275726e-09
Position 307: 6.018089467928143e-10
Position 406: 1.7560425419601963e-10
Position 99: 4.9752143096487444e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 14042: 0.994720961453429
Position 12992: 0.930373764445951
Position 13752: 0.8322462140799529
Position 2044: 0.08847287092268387
Position 864: 0.08645509855964754
Position 138: 0.06346836473106411
Position 13412: 0.04980522627879867
Position 7674: 0.04808420007076867
Position 3194: 0.03630866582248702
Position 1301: 0.031748781908786036
Position 13766: 0.023151848720549522
Position 1870: 0.02224185337261777
Position 829: 0.02022476205394044
Position 9775: 0.015405697954931442
Position 12060: 0.013978774442786276
Position 438: 0.013246605563887159
Position 13390: 0.013108211315799468
Position 8717: 0.012466770618422345
Position 8095: 0.012216691169974347
Position 549: 0.01116334509709054
Position 12945: 0.011059745728140672
Position 3231: 0.008687878549418323
Position 756: 0.007908499814225164
Position 13209: 0.007827969676481635
Position 3257: 0.00739358173814678
Position 14679: 0.007298810233671955
Position 14606: 0.006121379850903358
Position 2894: 0.006104357213844455
Position 13141: 0.005829656468437441
Position 1508: 0.0055889203835509434
Position 6764: 0.005573141501018289
Position 7898: 0.0053153660577691525
Position 3188: 0.005223767196123636
Position 4033: 0.005070821208152288
Position 1166: 0.005005714188546533
Position 14380: 0.004999402825625802
Position 406: 0.0048569005951218935
Position 7509: 0.004748136754317181
Position 2549: 0.004553309216138542
Position 14406: 0.004495910762153433
Position 8691: 0.004358607193568451
Position 6521: 0.004312316160430078
Position 14790: 0.004234111076480991
Position 1683: 0.0034860435784966845
Position 13943: 0.0033341600617158708
Position 13684: 0.0030681209250506833
Position 12867: 0.0028848832348244966
Position 629: 0.002728676504796191
Position 14276: 0.00272608802064164
Position 14640: 0.002615122218650632
Position 12023: 0.0022646248181461687
Position 1794: 0.0020440935774833583
Position 1936: 0.002000127671815455
Position 3254: 0.001979748077809281
Position 10068: 0.0019744168605380936
Position 7177: 0.001960173624589861
Position 7844: 0.0017897682513620672
Position 4004: 0.0017032152954748608
Position 14503: 0.0016631635124912019
Position 2696: 0.0016201069090656195
Position 2618: 0.0014678991687630608
Position 9114: 0.0013585139376701089
Position 352: 0.0012469382752817871
Position 7635: 0.001233705225035933
Position 1234: 0.0012290602234941788
Position 1199: 0.0011936751211566302
Position 13178: 0.001106858447352452
Position 898: 0.0010167821649728725
Position 2553: 0.0009942613085549064
Position 7965: 0.0008912589144418132
Position 13514: 0.0008886474154489847
Position 7905: 0.0008796475935995522
Position 3140: 0.00081317686399221
Position 6637: 0.000809880731415575
Position 2333: 0.0007866145102506895
Position 2180: 0.0007597890915175014
Position 1353: 0.0007468123076140497
Position 6712: 0.0006614417910612958
Position 7944: 0.0006464919689287546
Position 13624: 0.0006455677296250015
Position 4063: 0.0005762530169265385
Position 13973: 0.0005762523329370799
Position 1889: 0.0005522810528406195
Position 3167: 0.0005061832356325438
Position 7697: 0.0004569530636739819
Position 3548: 0.0004556423718351258
Position 2810: 0.00043173178573525586
Position 1239: 0.0004150454318650965
Position 14738: 0.0003734397848692624
Position 729: 0.00034911424793829135
Position 2777: 0.00033121831385883816
Position 373: 0.0003174324620033807
Position 14841: 0.0003073616077578648
Position 9350: 0.0003068321946269609
Position 14094: 0.00030466595280472685
Position 1455: 0.00029334294506821253
Position 3080: 0.0002766557580951564
Position 10096: 0.0002634700026516151
Position 14125: 0.0002608964157439019
Position 13989: 0.0002312080591954152
Position 14097: 0.0002286154282167244
Position 1838: 0.00021284334030243396
Position 10099: 0.00019665972423302483
Position 2721: 0.00018889405680342953
Position 6384: 0.00018136595919221877
Position 14612: 0.0001576084666547366
Position 13247: 0.0001421235369975472
Position 555: 0.00012864793866557554
Position 325: 0.0001276456752567964
Position 13970: 0.00011606725176676455
Position 1269: 0.00011543860942032843
Position 678: 0.00011185102911599522
Position 1412: 0.0001046052185155443
Position 14463: 0.00010364107312973056
Position 2290: 9.279432254151049e-05
Position 564: 8.487401625145045e-05
Position 14514: 7.484848620378726e-05
Position 4185: 6.037168489214656e-05
Position 4188: 5.8494515141720065e-05
Position 6338: 5.734347539019505e-05
Position 1749: 5.667963611632973e-05
Position 14430: 4.99721424686269e-05
Position 1574: 4.224253067574855e-05
Position 14382: 3.1003290508675385e-05
Position 911: 3.00938547487884e-05
Position 1179: 2.9783523008649572e-05
Position 1003: 2.862685159922875e-05
Position 1532: 2.6860457403218278e-05
Position 14964: 2.5786542388649124e-05
Position 1618: 2.5224783297025818e-05
Position 14774: 2.016144620889023e-05
Position 294: 2.000622463162406e-05
Position 660: 1.8603190118283937e-05
Position 2568: 1.8269358782985317e-05
Position 1304: 1.7109201033049987e-05
Position 698: 1.586298119954917e-05
Position 2441: 1.5568124928461823e-05
Position 1491: 1.3716124275154838e-05
Position 1582: 1.3085770351729995e-05
Position 14817: 1.1545525104421102e-05
Position 289: 1.0902936714999923e-05
Position 6569: 1.0815063578959696e-05
Position 471: 1.0796872598903981e-05
Position 8244: 1.0734033047315541e-05
Position 12354: 1.0446298914491208e-05
Position 6673: 9.106747137774778e-06
Position 1067: 7.762354976394961e-06
Position 1334: 6.950806535204596e-06
Position 2184: 6.8315432077582074e-06
Position 11986: 6.80925067966831e-06
Position 1313: 6.778054610623686e-06
Position 939: 6.472914721772644e-06
Position 11870: 6.2095003802163895e-06
Position 1772: 6.093343381024081e-06
Position 14549: 5.9245914886675065e-06
Position 1519: 5.848570677084531e-06
Position 1397: 5.428228965787897e-06
Position 874: 5.368199282413036e-06
Position 1746: 4.826518579430763e-06
Position 1423: 4.164168112846539e-06
Position 664: 3.148502749756495e-06
Position 74: 2.6607944162014415e-06
Position 3435: 2.6009668706725705e-06
Position 238: 2.4776788766945404e-06
Position 3333: 2.2452025191148865e-06
Position 733: 1.4650914916977014e-06
Position 3073: 1.0297428342275042e-06
Position 1021: 1.0124487081993409e-06
Position 1435: 8.40096691394783e-07
Position 94: 7.714995767430707e-07
Position 58: 5.119311992548462e-07
Position 1897: 3.262088421009523e-07
Position 180: 1.7720752307228052e-07
Position 882: 1.0821825689519012e-07
Position 209: 4.0288257386841504e-08
Position 186: 4.3142100704215024e-10
Position 5495: 7.400819574162116e-11
Position 223: 1.3981737860648674e-11
Position 215: 3.891934400848705e-12
