Gene = crok
index = 1659
Annotated 5SS: [150]
Annotated 3SS: [227]
SMsplice 5SS: [150]
SMsplice 3SS: [227]
top_k =  1000
Partition function (log Z): -8.269482897407807

Sorted 5' Splice Sites (High to Low Probability):
Position 150: 0.9649179143061388
Position 687: 0.030908090234212676
Position 725: 0.01507872100416675
Position 696: 0.013193014345937405
Position 756: 0.013182721767021682
Position 389: 0.010718069414649086
Position 396: 0.010392385192598531
Position 714: 0.008022703404702345
Position 623: 0.007078816115703265
Position 593: 0.0040128296203993715
Position 154: 0.0016281432001247161
Position 243: 0.0005891353301800923
Position 956: 0.00031819781652394773
Position 569: 0.0002835722275942888
Position 353: 0.00021277224557775745
Position 970: 0.00017920934457655262
Position 892: 0.00013970534486608123
Position 158: 0.00010452490349202957
Position 502: 8.058762813863765e-05
Position 718: 4.6989345006314235e-05
Position 511: 4.579124716517805e-05
Position 599: 2.823093033369305e-05
Position 1000: 2.652666220086436e-05
Position 842: 2.083769557160352e-05
Position 716: 1.581947943642354e-05
Position 791: 1.1182925274283437e-05
Position 644: 1.112379746854641e-05
Position 876: 8.196249340916762e-06
Position 18: 6.713451070350634e-06
Position 367: 5.372932235935985e-06
Position 369: 1.410341978964376e-06
Position 857: 1.1924321598225877e-06
Position 1005: 1.0357792019046938e-06
Position 887: 8.096341635995055e-07
Position 839: 5.401803722197687e-07
Position 865: 1.1761590116850937e-07
Position 125: 1.6931426113039893e-08
Position 252: 1.3482704920809853e-08
Position 811: 1.0559648427397829e-10
Position 834: 5.915369202640934e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 227: 0.6803818247990678
Position 811: 0.13292237659428285
Position 808: 0.11758479560498583
Position 325: 0.048814474620345966
Position 297: 0.04695888855882774
Position 834: 0.014773600886300942
Position 258: 0.009960882462579344
Position 232: 0.009724489849098666
Position 772: 0.006031266049032456
Position 417: 0.005613711035607738
Position 552: 0.004989188531041537
Position 483: 0.0009716233073416128
Position 1017: 0.0005903021312250774
Position 622: 0.0004487625770698539
Position 1071: 0.0004247068958003634
Position 901: 0.00033662101862801824
Position 728: 0.00018997470974649439
Position 519: 9.73471749996161e-05
Position 1032: 6.53588097027811e-05
Position 385: 5.453710434485551e-05
Position 641: 5.089010647094516e-05
Position 1026: 4.4879068128544136e-05
Position 865: 4.418984728074879e-05
Position 674: 4.2318428206247875e-05
Position 647: 4.216638479761405e-05
Position 523: 2.840196539751541e-05
Position 376: 2.2138035971667892e-05
Position 702: 1.446535600886019e-05
Position 334: 1.282675971252945e-05
Position 1044: 1.0014408698689191e-05
Position 388: 9.752632452653077e-06
Position 197: 4.524134002706702e-06
Position 557: 3.722254091265912e-06
Position 743: 3.139427552124177e-06
Position 70: 1.5706723196551007e-06
Position 349: 1.276551937334814e-06
Position 683: 1.246175179685852e-06
Position 850: 7.178655188729382e-07
Position 502: 4.267489356444377e-08
Position 103: 9.362828700413882e-09
Position 448: 7.390017291040784e-09
Position 687: 1.899383656061394e-09
Position 190: 6.019741403975143e-10
Position 154: 9.609659800099935e-13
Position 340: 5.40826473104768e-13
Position 436: 1.1246113912523353e-14
