Gene = chic
index = 1646
Annotated 5SS: [  66 1607 4408]
Annotated 3SS: [1313 4235 7343]
SMsplice 5SS: [ 755 1607 4408]
SMsplice 3SS: [1313 4235 7343]
top_k =  1000
Partition function (log Z): -2.903488414376011

Sorted 5' Splice Sites (High to Low Probability):
Position 4408: 0.9861697983208016
Position 1607: 0.8074291391000573
Position 755: 0.41095834661164654
Position 68: 0.25998445638874673
Position 460: 0.23652987663589678
Position 1079: 0.13725019069535174
Position 7553: 0.1320335885602824
Position 7220: 0.0906496606226299
Position 6345: 0.07742342774432101
Position 5861: 0.0609317030981147
Position 7579: 0.05120028038559525
Position 5820: 0.0425808262350929
Position 8432: 0.03973746395682562
Position 284: 0.03808601863289622
Position 172: 0.03391209399915397
Position 1419: 0.030931800087272327
Position 7435: 0.03062005167958785
Position 1200: 0.02807538507675556
Position 5364: 0.023446663328934067
Position 872: 0.021221440327725792
Position 7042: 0.01961748065259198
Position 3725: 0.0194709188799153
Position 5867: 0.01700981333537885
Position 8481: 0.011092027340513164
Position 7258: 0.010942602276236592
Position 1611: 0.01015840670941481
Position 4428: 0.01015794149385394
Position 7944: 0.009752926833541122
Position 8384: 0.00839911781721919
Position 1320: 0.007358638264002526
Position 993: 0.0073562056127134115
Position 7195: 0.007284727058917375
Position 8573: 0.0072604829340039674
Position 431: 0.007138989564838055
Position 77: 0.006316883371849064
Position 1266: 0.005433862142655988
Position 8060: 0.005384248500849222
Position 266: 0.005145657328355226
Position 751: 0.00440197721303526
Position 6737: 0.004122934562063215
Position 288: 0.003972239613387154
Position 1059: 0.0036884297831472042
Position 290: 0.0035477637489709475
Position 2471: 0.0035381567485990332
Position 974: 0.003240314710797353
Position 998: 0.0031507170515214914
Position 1067: 0.0029124401957368365
Position 292: 0.0028508412541322155
Position 296: 0.002690829924363624
Position 1063: 0.00208945032359175
Position 6582: 0.0020823206901468315
Position 767: 0.0019667445137262333
Position 3908: 0.0018470796679355445
Position 8757: 0.0018105838338314058
Position 2898: 0.001680191540834698
Position 236: 0.0015934833941885261
Position 4051: 0.001515485611874937
Position 1065: 0.0013957337884630328
Position 1402: 0.0013341067544164074
Position 7125: 0.001311603441307229
Position 1887: 0.0012538942250327199
Position 5302: 0.0012289432374407658
Position 286: 0.0011715148952730755
Position 1990: 0.0011691733245855712
Position 436: 0.0011483503799119392
Position 137: 0.0010363479342370809
Position 8238: 0.001002752305086088
Position 1010: 0.0009718303162607076
Position 2906: 0.0009221997566425605
Position 2775: 0.0008774348404940939
Position 1540: 0.0007422875187156027
Position 976: 0.0006158087556664957
Position 648: 0.0005850732663366608
Position 379: 0.0005500320194867081
Position 386: 0.0005056889252339835
Position 66: 0.0004993985006972296
Position 3287: 0.0004605045734168676
Position 7400: 0.00044296375810828415
Position 4538: 0.0003682170930446281
Position 1071: 0.0003681750264194411
Position 134: 0.00035467858739024607
Position 304: 0.0003432925093428038
Position 8613: 0.00032988113942755546
Position 6014: 0.00031872034080885936
Position 3745: 0.000312091600803069
Position 6785: 0.0003023649288623196
Position 129: 0.0002831826101156959
Position 354: 0.00027529242909105593
Position 4733: 0.0002586589876192531
Position 2339: 0.0002527661197948885
Position 1647: 0.0002419127691671749
Position 2489: 0.0002404052026255571
Position 5775: 0.00022486128060860897
Position 1972: 0.00021308090645153724
Position 3787: 0.00020469682584603693
Position 1720: 0.0001898750340248951
Position 4325: 0.0001854024825738068
Position 542: 0.00017007284224098172
Position 3297: 0.00015141993739506052
Position 4867: 0.00012070828955630002
Position 4869: 0.00011719004457944907
Position 4442: 0.00010875128278365332
Position 2848: 0.0001071672566414921
Position 81: 9.94360090410296e-05
Position 358: 9.622368816993764e-05
Position 486: 9.399072388965734e-05
Position 6713: 9.169423668566275e-05
Position 6097: 8.982558910223881e-05
Position 314: 8.664398637830869e-05
Position 4356: 8.627605263945055e-05
Position 1158: 8.545879238621528e-05
Position 1960: 8.34383173251594e-05
Position 1029: 8.29024387078014e-05
Position 5250: 7.837315900764718e-05
Position 33: 7.105036008228306e-05
Position 1809: 7.094016543091488e-05
Position 308: 6.95743089376527e-05
Position 687: 6.368892735214048e-05
Position 57: 6.20292856851401e-05
Position 519: 5.9888796503125045e-05
Position 339: 5.2611054275284355e-05
Position 204: 4.9095595790482525e-05
Position 330: 4.858267900883984e-05
Position 5871: 4.823664144157575e-05
Position 2293: 4.8172930510822446e-05
Position 1004: 4.586873805419997e-05
Position 4785: 4.2172844534910275e-05
Position 2083: 4.1390850731337246e-05
Position 759: 3.76426264085077e-05
Position 14: 3.674969369593697e-05
Position 876: 3.67221269632821e-05
Position 978: 3.6485250814744943e-05
Position 897: 3.60483861515684e-05
Position 270: 3.361092338157168e-05
Position 59: 3.158249865761957e-05
Position 2444: 2.1123695418888457e-05
Position 5351: 2.0093951072225856e-05
Position 4901: 1.9011032410151346e-05
Position 4776: 1.881193546825469e-05
Position 276: 1.8696343397446145e-05
Position 5504: 1.8489293967290836e-05
Position 1414: 1.8460414384116057e-05
Position 614: 1.747144736398856e-05
Position 5299: 1.587366791510781e-05
Position 6552: 1.5578977112201997e-05
Position 4476: 1.509418359379158e-05
Position 1615: 1.4551246812207863e-05
Position 7672: 1.387199035124205e-05
Position 1172: 1.3824200004613831e-05
Position 72: 1.2667737320662115e-05
Position 96: 1.254885942461414e-05
Position 5094: 1.04299945423108e-05
Position 1712: 1.0219986519880387e-05
Position 1691: 1.0106306446005925e-05
Position 259: 9.594369757912914e-06
Position 1020: 9.12395843801319e-06
Position 2022: 9.07647584920791e-06
Position 656: 8.803824523667441e-06
Position 1047: 6.2909622125676435e-06
Position 294: 6.250928988969043e-06
Position 1113: 6.238526318249483e-06
Position 1069: 6.173977857206053e-06
Position 5997: 6.147535018775645e-06
Position 4524: 5.860021507009353e-06
Position 1014: 5.7396230915699076e-06
Position 4432: 5.59509007697366e-06
Position 581: 5.462109470153822e-06
Position 904: 5.166892001273204e-06
Position 967: 4.770692587505721e-06
Position 5024: 4.653353864467118e-06
Position 4977: 4.300472046209873e-06
Position 4651: 3.4249581742353794e-06
Position 5843: 3.0371737678740653e-06
Position 181: 1.4571944155348272e-06
Position 5355: 1.079563199195911e-06
Position 8420: 9.729232202451739e-07
Position 316: 3.1475721324241834e-07
Position 306: 2.613909403619097e-07
Position 4633: 1.8342240077554446e-07
Position 587: 1.7030875547468479e-07
Position 402: 1.657529079782152e-07
Position 980: 1.2021101587667899e-07
Position 576: 1.0914301495088713e-07
Position 527: 1.0071916411142165e-07
Position 197: 8.478783197260493e-08
Position 8: 6.275157620573175e-08
Position 6: 7.553707187023656e-09
Position 26: 6.713631635918515e-09
Position 4516: 4.818205357918173e-09
Position 4743: 1.7240149609073918e-10
Position 4412: 1.1464827099259547e-10
Position 4657: 6.465020035803536e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 4235: 0.9970825848677696
Position 7343: 0.9481852097053375
Position 1313: 0.7491169491032108
Position 519: 0.2491143186415754
Position 5554: 0.09067910862894583
Position 8121: 0.08116070422388062
Position 8655: 0.06293840650318704
Position 6395: 0.05157062041687803
Position 7654: 0.03655870329395326
Position 6652: 0.036119661992055636
