Gene = fbp
index = 1700
Annotated 5SS: [  67  711 1649]
Annotated 3SS: [ 638 1304 1830]
SMsplice 5SS: [1649]
SMsplice 3SS: [1830]
top_k =  1000
Partition function (log Z): -7.401340651431829

Sorted 5' Splice Sites (High to Low Probability):
Position 1649: 0.8452815202323792
Position 711: 0.3220884484487765
Position 67: 0.1822724894006674
Position 607: 0.16132332141239158
Position 995: 0.08415503570068211
Position 1706: 0.07833873276509037
Position 151: 0.055403123020524817
Position 2226: 0.02663257493384058
Position 196: 0.02577036229424101
Position 31: 0.025291802342954837
Position 344: 0.018851894904890077
Position 341: 0.010708490554507346
Position 372: 0.005982052447963299
Position 1714: 0.0052126233866913296
Position 1631: 0.004248206598548192
Position 912: 0.0028676638294422028
Position 1473: 0.002752555059908635
Position 120: 0.0026082278504439772
Position 1163: 0.0025471174436242335
Position 705: 0.002504539956389276
Position 1734: 0.0021094652295253953
Position 901: 0.0020775490234000394
Position 2230: 0.0018707656690855753
Position 310: 0.0016510174293874035
Position 959: 0.0016023730128030952
Position 784: 0.0011889246948662059
Position 1245: 0.0011545940496326336
Position 52: 0.000803566641882691
Position 490: 0.0006375417254714378
Position 2076: 0.00042662585532382926
Position 715: 0.00039970374910086376
Position 143: 0.00038337794133120126
Position 1274: 0.00038083603692021066
Position 113: 0.0003765924906805747
Position 1505: 0.0003613628102385113
Position 1116: 0.00035141714371746536
Position 401: 0.0003070862541620951
Position 1622: 0.00030441922525951227
Position 77: 0.0003038212694752449
Position 1693: 0.0003035680757263234
Position 1637: 0.0002955263512217971
Position 38: 0.0002691539102811769
Position 541: 0.0002599605563813344
Position 2003: 0.0002535774604107388
Position 1526: 0.000244755764273227
Position 1716: 0.00015673640613264914
Position 593: 0.0001403260470258862
Position 909: 0.0001201880135539933
Position 35: 0.00011113650892345214
Position 1460: 0.0001007892677229154
Position 473: 9.073240565617187e-05
Position 1060: 7.907386583777263e-05
Position 71: 7.083648596046911e-05
Position 1090: 5.060975693019308e-05
Position 1665: 4.5651985401331436e-05
Position 898: 3.863868719457636e-05
Position 954: 3.266460116166461e-05
Position 277: 3.253972976670126e-05
Position 132: 3.2045650369638457e-05
Position 262: 2.832682002389726e-05
Position 90: 2.8219876776984225e-05
Position 1738: 2.4092492319000978e-05
Position 480: 2.3773947271552246e-05
