Gene = l(3)04053
index = 1753
Annotated 5SS: [ 870 1733 2117]
Annotated 3SS: [ 935 1925 2175]
SMsplice 5SS: [ 870 1733 2117]
SMsplice 3SS: [ 935 1925 2175]
top_k =  1000
Partition function (log Z): 7.377431065089974

Sorted 5' Splice Sites (High to Low Probability):
Position 2117: 0.9997196443529404
Position 870: 0.98377277178162
Position 1733: 0.7860685702810064
Position 1749: 0.1198455632010737
Position 1515: 0.05635908177776865
Position 1754: 0.05619920895044087
Position 560: 0.04662810088015991
Position 2335: 0.02684208804029138
Position 827: 0.013003015932737358
Position 2478: 0.009616488140160955
Position 344: 0.007292027551449464
Position 1277: 0.0053522417964660006
Position 494: 0.004279883295945544
Position 1425: 0.0033242513986977383
Position 2318: 0.002484439524841191
Position 1231: 0.002320726661424503
Position 119: 0.0013123181932563688
Position 1239: 0.0011555339413730939
Position 1170: 0.0010270857897146145
Position 2505: 0.000986738193049948
Position 1148: 0.0008952398994999295
Position 1417: 0.0008893318916590325
Position 1304: 0.0007435011115371521
Position 1809: 0.0007036672028426603
Position 515: 0.00048703852435738945
Position 2509: 0.0004775940222132609
Position 568: 0.0004194965815243767
Position 153: 0.00040550386482757233
Position 1167: 0.0003886304814395234
Position 602: 0.00035709399819859415
Position 2449: 0.0003415568984981274
Position 2312: 0.00026125287616795195
Position 2350: 0.0002261872516470779
Position 365: 0.00017749198674272794
Position 2123: 0.00016067518202552658
Position 2500: 0.00015412987865157034
Position 1846: 0.0001435552516387747
Position 2269: 0.00013446166931242468
Position 369: 0.00011269932787695338
Position 225: 0.0001071956060892272
Position 1291: 0.00010311637201875867
Position 1460: 9.954425136551177e-05
Position 546: 9.196948782980739e-05
Position 538: 8.839694803213386e-05
Position 1767: 8.13361405889906e-05
Position 682: 7.550605931869972e-05
Position 1394: 7.276417652758317e-05
Position 874: 5.722782272658962e-05
Position 1094: 5.109576576631572e-05
Position 615: 4.315173034194037e-05
Position 1099: 4.13339497066182e-05
Position 23: 2.8146956179954795e-05
Position 2133: 2.7941335875722765e-05
Position 1441: 2.7938139779875272e-05
Position 1737: 2.7121871440432212e-05
Position 415: 2.5170578745790168e-05
Position 2259: 2.47261990387217e-05
Position 483: 2.193935078090396e-05
Position 2420: 1.9954078837309794e-05
Position 1642: 1.9890697154745243e-05
Position 1053: 1.773366123100993e-05
Position 2359: 1.5826269520565436e-05
Position 1205: 1.5458770894801753e-05
Position 971: 1.499661689145679e-05
Position 1581: 1.4815512685161541e-05
Position 1362: 1.4787317773781428e-05
Position 2341: 1.3857825297164762e-05
Position 2002: 1.3144109630648435e-05
Position 457: 1.1819920135515553e-05
Position 451: 9.706396434640869e-06
Position 2439: 9.170903591490016e-06
Position 1618: 7.488731800388088e-06
