Gene = raw
index = 1854
Annotated 5SS: [  276  6194 27397 27572 27987 28273 28516 28960 29934]
Annotated 3SS: [ 5459 27289 27456 27640 28057 28356 28579 29022 30069]
SMsplice 5SS: [  276   501 27397 27572 27987 28273 28516 28960 29934]
SMsplice 3SS: [  343 27289 27456 27640 28057 28356 28579 29022 30069]
top_k =  1000
Partition function (log Z): 20.747446074938228

Sorted 5' Splice Sites (High to Low Probability):
Position 28516: 0.999426782312943
Position 28960: 0.9973771214401213
Position 29934: 0.9933701012068135
Position 27397: 0.990708047445175
Position 27572: 0.9860915110106014
Position 27987: 0.9754352786939178
Position 28273: 0.9739368324721708
Position 276: 0.8952103001298809
Position 501: 0.4903854870095552
Position 2468: 0.20901936208980618
Position 6194: 0.20134030450996307
Position 29212: 0.17770676904015914
Position 30193: 0.12776984970206764
Position 28678: 0.0920916868142222
Position 1372: 0.07847213930292445
Position 4967: 0.06503975484093372
Position 2273: 0.058244714625400866
Position 548: 0.05565309360426583
Position 28683: 0.053823484358386624
Position 11421: 0.028776496782381557
Position 1963: 0.0251728300391775
Position 27811: 0.023644612945345294
Position 1344: 0.020659905768959624
Position 4939: 0.014058717017243429
Position 27577: 0.012597514556294138
Position 3623: 0.01030959411905816
Position 30660: 0.010301386303886299
Position 30235: 0.009430181584927937
Position 608: 0.007821282653987374
Position 4959: 0.007067343026661741
Position 870: 0.006791593305727158
Position 4657: 0.006709202298517217
Position 4061: 0.006536287523205413
Position 30576: 0.0044610985225905855
Position 883: 0.004119848213887692
Position 30380: 0.003736826861203741
Position 383: 0.003514337789514178
Position 29517: 0.003107947171828277
Position 686: 0.0030907023587617107
Position 792: 0.002707957734455168
Position 259: 0.0024576310617311753
Position 4955: 0.0023749248767747618
Position 1266: 0.002141861073525311
Position 29307: 0.0020781050710813563
Position 4407: 0.0016933215376271219
Position 11047: 0.0016847496867581388
Position 30229: 0.0015098144655389984
Position 30556: 0.0015056135649981414
Position 28648: 0.0014513695751707098
Position 28277: 0.0014018838130981104
Position 1411: 0.0013252643311549618
Position 28213: 0.0012507143848249857
Position 30253: 0.0010408199851459675
Position 4963: 0.0010268518731734611
Position 204: 0.000990578502935753
Position 29962: 0.0009604566904992893
Position 30140: 0.0008952953383966373
Position 28211: 0.0006614872997919752
Position 27991: 0.0006229857131980891
Position 1541: 0.0006110263030916555
Position 28228: 0.000609687019212508
Position 30243: 0.0005905284295898322
Position 30201: 0.0005889793667452916
Position 30277: 0.000587335642764009
Position 788: 0.0005358153048909064
Position 10519: 0.0004889132924951367
Position 29923: 0.00047431562139875006
Position 29322: 0.00041438239441769775
Position 28217: 0.00040226793869748746
Position 28446: 0.00034088164655284817
Position 30333: 0.00030896127604254837
Position 30331: 0.0002957920418874665
Position 28605: 0.00028497742508074725
Position 29938: 0.0002829034049579723
Position 28191: 0.0002679546709822381
Position 3826: 0.000260157635308942
Position 228: 0.00020689922360982992
Position 3929: 0.00018149842080432605
Position 4935: 0.0001760010606478318
Position 4833: 0.00015919934069582887
Position 1186: 0.00013388307602240916
Position 1885: 0.00013284977489957416
Position 28632: 0.00013268641233083806
Position 28325: 0.00012992205666411763
Position 30412: 0.00012673920853482383
Position 27974: 0.00011117060185138833
Position 1221: 9.908352595530568e-05
Position 1118: 9.868855446194202e-05
Position 28286: 9.847152529762915e-05
Position 30614: 9.651548680289007e-05
Position 30469: 9.594079087737235e-05
Position 29244: 8.960219078697621e-05
Position 1990: 8.904263916149593e-05
Position 30341: 8.244045599082858e-05
Position 28520: 8.22625908735096e-05
Position 28944: 6.598602301674715e-05
Position 29206: 6.48101193760734e-05
Position 728: 6.396507136896543e-05
Position 1252: 5.7481622302906404e-05
Position 152: 5.340700935384199e-05
Position 182: 5.11677445044663e-05
Position 1070: 4.814712410614373e-05
Position 734: 4.3252898181359005e-05
Position 27894: 4.178750349429463e-05
Position 921: 4.0322379216594125e-05
Position 29751: 3.7954147199822274e-05
Position 28164: 3.5967488071766436e-05
Position 400: 3.174084456591809e-05
Position 489: 2.8966914627656513e-05
Position 28121: 2.713028405601824e-05
Position 108: 2.6270466953679246e-05
Position 340: 2.1233324444177502e-05
Position 28964: 2.0838435376564603e-05
Position 1358: 2.0604191100672238e-05
Position 27565: 1.9105013879682828e-05
Position 1762: 1.6750949181985713e-05
Position 29170: 1.673603607326171e-05
Position 28603: 1.6549411685628628e-05
Position 30367: 1.6460921118485067e-05
Position 30553: 1.590829438795087e-05
Position 28473: 1.5338113313305304e-05
Position 177: 1.3994129253817695e-05
Position 485: 1.3417524873173249e-05
Position 860: 1.3253026980188962e-05
Position 28862: 1.0909732917266132e-05
Position 726: 1.0682390006558946e-05
Position 27689: 1.0349401717891023e-05
Position 28849: 1.0028059389131257e-05
Position 487: 9.474100508258997e-06
Position 28868: 8.901790289495418e-06
Position 27826: 8.577496675526337e-06
Position 30410: 7.823898034760373e-06
Position 30562: 7.742780608287929e-06
Position 79: 7.505358184362345e-06
Position 285: 7.4954660947336725e-06
Position 29455: 6.101740949085326e-06
Position 445: 6.086544102589098e-06
Position 29325: 5.800318677694559e-06
Position 70: 5.7883267271097155e-06
Position 645: 5.247314082968206e-06
Position 29892: 4.667303836060751e-06
Position 28851: 4.334894351756666e-06
Position 27833: 4.191199524548131e-06
Position 28584: 4.148108108529153e-06
Position 30592: 3.411261420507373e-06
Position 29000: 3.3920207331692275e-06
Position 747: 3.2518886256204024e-06
Position 30150: 3.2224514077682903e-06
Position 343: 2.8757097762602714e-06
Position 28416: 2.8393514865856825e-06
Position 40: 2.570925787510237e-06
Position 28424: 2.556571298990338e-06
Position 88: 2.3409034832829026e-06
Position 27844: 2.20699419519006e-06
Position 28492: 2.109469420939848e-06
Position 29249: 1.95337391421347e-06
Position 28929: 1.8346147218963562e-06
Position 29873: 1.784661735278774e-06
Position 29880: 1.7791162299379902e-06
Position 1329: 1.7469318871398848e-06
Position 28844: 1.676049654140669e-06
Position 974: 1.6169407715306057e-06
Position 1182: 1.4405643013738977e-06
Position 304: 1.4265720228541255e-06
Position 337: 1.2615869877931854e-06
Position 930: 1.033109917419377e-06
Position 29883: 9.461106431507362e-07
Position 1041: 8.625496845218375e-07
Position 28061: 8.035832078724724e-07
Position 836: 7.648453653687536e-07
Position 29663: 6.286736138256099e-07
Position 1175: 6.164346612150997e-07
Position 661: 5.900473629315764e-07
Position 29347: 5.486328533575613e-07
Position 28339: 5.208382205936158e-07
Position 28119: 4.83974867209413e-07
Position 334: 4.476690662980073e-07
Position 30300: 3.8108414023600445e-07
Position 28985: 3.0583303899773693e-07
Position 626: 2.8759599092218274e-07
Position 505: 2.8022392308031703e-07
Position 491: 2.6236694579280174e-07
Position 586: 2.5915973210536416e-07
Position 474: 2.3798285799961667e-07
Position 29755: 2.3321015713250337e-07
Position 29646: 1.5702730182810655e-07
Position 29474: 1.3069871201361215e-07
Position 29950: 1.2971792488601082e-07
Position 29941: 1.1904183089170322e-07
Position 431: 1.1703541333980878e-07
Position 29419: 1.130251964556423e-07
Position 29101: 7.649790556543617e-08
Position 145: 7.1910233143591e-08
Position 125: 5.654052064100976e-08
Position 29364: 5.523255316906075e-08
Position 29479: 5.399568042564576e-08
Position 130: 4.019736222208622e-08
Position 1400: 3.937162231664541e-08
Position 29914: 3.787422225145131e-08
Position 29416: 3.207201031231375e-08
Position 682: 3.0831862238397115e-08
Position 718: 2.9853507127036654e-08
Position 320: 2.7471854201630048e-08
Position 469: 2.2735529245746474e-08
Position 584: 1.5910234428001768e-08
Position 690: 1.445053004785808e-08
Position 29088: 1.4244054579545176e-08
Position 699: 1.100461735895861e-08
Position 28384: 1.0579643868495678e-08
Position 554: 1.0132986081829372e-08
Position 29493: 9.300013499382174e-09
Position 29155: 8.384372943880559e-09
Position 493: 7.578505465568386e-09
Position 29137: 6.2695177644752655e-09
Position 990: 6.261900519167561e-09
Position 436: 6.029639616774416e-09
Position 863: 3.485690820752192e-09
Position 29072: 3.4656781595987964e-09
Position 30289: 1.2370592934646706e-09
Position 30184: 4.3727280012527433e-10
Position 559: 1.9072242402763628e-10
