Gene = Tet
index = 1551
Annotated 5SS: [  626  9218  9710 15116 27600 82867 86657 86926 87153 87727]
Annotated 3SS: [ 6407  9400 15097 27461 82479 84123 86720 86988 87212 87880]
SMsplice 5SS: [  626  9710 27600 71660 82867 84314 86657 86926 87153 87727]
SMsplice 3SS: [ 9568 27461 71328 82476 84123 85836 86720 86988 87212 87880]
top_k =  1000
Partition function (log Z): -35.93958518339889

Sorted 5' Splice Sites (High to Low Probability):
Position 27600: 0.9999999999999986
Position 9710: 0.9908925449881174
Position 626: 0.8945309688591113
Position 9218: 0.7565703729840773
Position 7164: 0.32671041529236433
Position 104: 0.08922684070251848
Position 6857: 0.06251703133660834
Position 110: 0.04258296101128369
Position 9254: 0.030337813501220504
Position 6869: 0.02945256433291245
Position 26381: 0.02845623826880189
Position 22505: 0.026139434611390098
Position 8067: 0.01888849205312404
Position 5978: 0.017939230382682914
Position 23405: 0.016289618108302727
Position 6115: 0.015182520745364603
Position 6719: 0.013999274047312549
Position 10165: 0.013609187164625487
Position 24454: 0.013479114315913008
Position 24319: 0.012411417188538344
Position 6544: 0.010329318466831515
Position 7127: 0.008918530173292163
Position 22678: 0.0088589345793022
Position 20223: 0.007726074609346184
Position 5961: 0.00676846459479897
Position 15354: 0.005987541363728871
Position 175: 0.005133921964230359
Position 855: 0.0042431184029036876
Position 20519: 0.004099192758800316
Position 5957: 0.003858677520655172
Position 22528: 0.003603516418857509
Position 457: 0.003503961193159662
Position 15282: 0.0031489033214157016
Position 15116: 0.002826599809350543
Position 19704: 0.0027197177134485615
Position 12730: 0.002668560966018726
Position 25576: 0.0026464641123413266
Position 19904: 0.002425230177451536
Position 16526: 0.002060963299520848
Position 13327: 0.0018981145872414404
Position 3354: 0.001877818231024867
Position 633: 0.0018712446278488027
Position 2111: 0.0018654724222939023
Position 630: 0.0016143147352264341
Position 12042: 0.001582002266671544
Position 98: 0.0015693461127060512
Position 23401: 0.0014242393767956944
Position 4682: 0.0014125335522599258
Position 9889: 0.0013677896050828745
Position 7341: 0.0013535676563261355
Position 10812: 0.001239152333010887
Position 1501: 0.001163458156569931
Position 6: 0.0010476812041990394
Position 173: 0.0009776714023451605
Position 9880: 0.0009738589554692964
Position 7043: 0.0008778917127167859
Position 663: 0.0008467334826502368
Position 5358: 0.0008306989051809383
Position 20727: 0.0008187908072145965
Position 179: 0.0006917858220998022
Position 9762: 0.0006838449414989193
Position 6615: 0.0006709736315045011
Position 13416: 0.0006439966864745662
Position 7219: 0.0006296534028272278
Position 941: 0.0005438081567095043
Position 262: 0.0004961305853936995
Position 9222: 0.00043644512264432773
Position 3776: 0.0004275526909021577
Position 13641: 0.00041931754338081
Position 10583: 0.00033219197346622887
Position 6703: 0.0002536964535564338
Position 2104: 0.0002149134130387515
Position 108: 0.00021336098914330546
Position 1097: 0.00019899588061384252
Position 6829: 0.0001673721479899774
Position 3782: 0.00013736612770748368
Position 12362: 0.00013485676041378295
Position 246: 0.00012032684502175778
Position 521: 0.00011208759209740789
Position 3373: 9.609540258311877e-05
Position 357: 9.227737714493805e-05
Position 1089: 9.200350378397265e-05
Position 351: 9.132338894948732e-05
Position 569: 8.689005121550317e-05
Position 34: 8.23463643032956e-05
Position 3639: 7.647639942074934e-05
Position 255: 7.134225518656105e-05
Position 1262: 6.819291763372455e-05
Position 3321: 6.251616121398782e-05
Position 5823: 6.188536288405329e-05
Position 5316: 5.0485513432749314e-05
Position 599: 3.707321465161312e-05
Position 3648: 3.4370745092775406e-05
Position 4074: 2.746051399823226e-05
Position 5268: 2.74111386428856e-05
Position 3786: 2.6836506988136208e-05
Position 2132: 2.4471360315155093e-05
Position 2039: 2.318122114860463e-05
Position 12479: 2.166375766436219e-05
Position 3426: 2.099329475805115e-05
Position 218: 1.6656371842807225e-05
Position 79: 1.5742581199101557e-05
Position 6795: 1.3734625748063621e-05
Position 5524: 1.3311018205797874e-05
Position 3143: 9.071895294114603e-06
Position 5475: 9.042572695189183e-06
Position 3521: 8.406495264336165e-06
Position 4634: 7.12789061363301e-06
Position 181: 6.941173024406526e-06
Position 1486: 6.361389276796958e-06
Position 488: 4.631049062200901e-06
Position 212: 4.2599233845039005e-06
Position 10: 2.883890034097779e-06
Position 1311: 2.8469322342773563e-06
Position 189: 2.317460129641847e-06
Position 451: 2.3165165656180033e-06
Position 23: 2.2976374281443662e-06
Position 41: 2.2942829511628187e-06
Position 3368: 2.188438851021591e-06
Position 4320: 2.0592038439911562e-06
Position 951: 1.909238989896629e-06
Position 510: 1.5098870172929507e-06
Position 396: 1.1981330059688443e-06
Position 330: 1.197716561353137e-06
Position 742: 1.1592402391240111e-06
Position 720: 1.1429200988385801e-06
Position 387: 1.0026336240238736e-06
Position 536: 9.767106677053819e-07
Position 483: 8.052970217495121e-07
Position 18: 6.758432050490273e-07
Position 2768: 5.214741419086576e-07
Position 15: 4.768771303001186e-07
Position 375: 3.8107170070470334e-07
Position 57630: 3.0868188473398617e-07
Position 688: 3.0769846295462404e-07
Position 461: 2.2553874094702567e-07
Position 443: 2.11601199808269e-07
Position 4835: 1.2998763966132433e-07
Position 21: 1.2346304996544192e-07
Position 467: 1.1133209312923194e-07
Position 739: 8.860874605885197e-08
Position 766: 3.8478672058546704e-08
Position 477: 3.50270538733249e-08
Position 429: 2.9249283467392532e-08
Position 1335: 2.7496226310693296e-08
Position 1357: 1.950863807187389e-08
Position 438: 1.4327354123102588e-09
Position 21249: 3.661972818001918e-10
Position 864: 2.1582553118643522e-10
Position 1151: 5.697354582893364e-11
Position 13113: 1.7491059856556966e-11
Position 9894: 1.5620020095598808e-12
Position 14120: 9.435690168259743e-13
Position 1118: 7.938078433151093e-14
Position 33675: 1.0752668358909285e-16
Position 28845: 2.8427663179230633e-17
Position 28653: 1.5051872050403744e-17
Position 31683: 4.181104554875061e-18
Position 32277: 2.4870712874817493e-18
Position 33297: 2.3284166215905625e-18
Position 32013: 1.8234912328339356e-18
Position 30681: 9.504826265915841e-19
Position 32473: 3.7724160285784295e-19
Position 27972: 3.3070980424672687e-19
Position 29930: 3.1358754122341063e-19
Position 30589: 2.3973342783234784e-19
Position 10640: 1.7928194447621066e-19
Position 27990: 1.0208547066692995e-19
Position 27937: 8.356390479615033e-20
Position 28922: 4.801289973358115e-20
Position 31870: 4.631210585793418e-20
Position 28784: 1.459405811893382e-20
Position 31034: 1.3590605574551118e-20
Position 27565: 1.224129531166569e-20
Position 27801: 2.045294487129377e-21
Position 28087: 7.673586406175352e-23
Position 30478: 6.12184761293601e-23
Position 27604: 3.7716126967032555e-23
Position 27552: 6.026370258526183e-24
Position 28872: 4.196025632339795e-24

Sorted 3' Splice Sites (High to Low Probability):
Position 27461: 1.0
Position 71328: 0.9999995262242052
Position 9568: 0.93278684775157
Position 6407: 0.5434015577178409
Position 7466: 0.442072298145241
Position 22459: 0.05631574309464797
Position 9511: 0.04892203870116799
Position 8212: 0.046151185066780225
Position 8393: 0.031173377445752052
Position 26210: 0.02845623826880189
Position 8139: 0.026133711992127696
Position 24192: 0.02589053150445139
Position 7264: 0.022471514665991642
Position 7219: 0.019418905207177387
Position 8896: 0.019405108421689972
Position 230: 0.01762614060028729
Position 8812: 0.017508015416424206
Position 369: 0.016985887042960827
Position 8321: 0.013086668338730432
Position 5619: 0.012745298555951929
Position 5575: 0.011810718988784935
Position 7657: 0.01148262700801549
Position 15097: 0.011338008468095743
Position 8257: 0.011062006320722226
Position 5591: 0.010785614282623233
Position 218: 0.010732450867109406
Position 6943: 0.009900691710649792
Position 10001: 0.00934547544898337
Position 7251: 0.009252611202969045
Position 8700: 0.0074757026647131
Position 9400: 0.007474109557606422
Position 20141: 0.006285414331567835
Position 7325: 0.005743241583277501
Position 19839: 0.005022860848150228
Position 6604: 0.004564497153509813
Position 4967: 0.0037898831517510024
Position 788: 0.0033706347408758138
Position 6932: 0.003118022898535358
Position 7660: 0.003030977139114095
Position 20425: 0.0029422223658799947
Position 13189: 0.0027665597832308565
Position 19497: 0.0027197177134485615
Position 7280: 0.0027149266034055654
Position 25484: 0.0026464641123413405
Position 7579: 0.0024895082449504975
Position 6420: 0.0023771972141248096
Position 6965: 0.0021653961460600044
Position 16280: 0.0020609632995208477
Position 12566: 0.002047284808821551
Position 9790: 0.0015746201294960095
Position 9762: 0.0015413446015176177
Position 7011: 0.0015407401211893156
Position 10059: 0.0015132982715496284
Position 9577: 0.0014051997377070916
Position 4348: 0.00126863145233553
Position 4432: 0.00110365438067904
Position 4888: 0.0009240293748551664
Position 308: 0.0009092221909370011
Position 6853: 0.000901966564465462
