Gene = nvd
index = 1826
Annotated 5SS: [  337 23857 41197 76101 76329]
Annotated 3SS: [23462 40892 75988 76154 76388]
SMsplice 5SS: [  337  1059  5579  5766 76101 76329]
SMsplice 3SS: [  401  5438  5642 75831 76154 76388]
top_k =  1000
Partition function (log Z): -80.93216398670353

Sorted 5' Splice Sites (High to Low Probability):
Position 5766: 0.9795985232871927
Position 5579: 0.9602004976371349
Position 337: 0.8868591284636226
Position 6170: 0.4530844693316639
Position 1059: 0.4499946740589551
Position 651: 0.18810720820608118
Position 6016: 0.17662607009147765
Position 1099: 0.08513680549480496
Position 554: 0.04789413493482506
Position 2022: 0.020505797036462096
Position 20: 0.013770673456130639
Position 16510: 0.013662549576600368
Position 5811: 0.011230755708891647
Position 5972: 0.010027929509288307
Position 409: 0.009381351196691982
Position 15731: 0.007353127141063117
Position 1980: 0.006921972180425783
Position 6265: 0.00422985499055024
Position 6376: 0.003281220714539107
Position 7726: 0.0022046297145823976
Position 595: 0.002094684656732559
Position 5781: 0.00147719195858985
Position 353: 0.0013831479713945008
Position 5564: 0.001374112355306296
Position 1807: 0.0013166050747637572
Position 122: 0.0011585177627797595
Position 341: 0.0010713826937854666
Position 97: 0.000620161480253636
Position 141: 0.0005923137542856307
Position 5711: 0.0005883553470868612
Position 5900: 0.0005547809558912035
Position 370: 0.0005376115113308145
Position 1323: 0.0005277924593916854
Position 357: 0.0004240891033386179
Position 1286: 0.0004201836446191658
Position 136: 0.0003487965548968071
Position 2828: 0.0003196281381520072
Position 381: 0.00031820345206180734
Position 120: 0.0002851717845642387
Position 7215: 0.0002642934097372244
Position 899: 0.00024469764018771696
Position 25: 0.0002225745026459374
Position 7519: 0.00022111833902288848
Position 27: 0.00015765228922089277
Position 402: 0.00014169663471682158
Position 7049: 0.0001357374423556905
Position 826: 0.00012581194963015078
Position 248: 0.00012222443198604767
Position 48: 0.0001104442709754513
Position 103: 0.00010903358005274821
Position 13425: 0.00010245181553416465
Position 879: 9.422481162008475e-05
Position 7164: 9.04064159070112e-05
Position 5784: 9.024745076722483e-05
Position 6952: 8.623105845149233e-05
Position 6177: 7.375027700525634e-05
Position 12563: 6.353640609314773e-05
Position 6761: 6.156945297300567e-05
Position 470: 5.6167508262306984e-05
Position 149: 5.2221656321729054e-05
Position 459: 5.007131758413096e-05
Position 517: 4.348203812738794e-05
Position 1785: 3.358980146861837e-05
Position 6188: 2.2754067408831635e-05
Position 283: 2.2227971604071794e-05
Position 429: 2.130026863666395e-05
Position 903: 2.0347841077442678e-05
Position 266: 1.9807509973382915e-05
Position 339: 1.8596869076383046e-05
Position 630: 1.5063100280246439e-05
Position 146: 1.3130696497917676e-05
Position 621: 1.2032287029376374e-05
Position 1120: 1.1488576554842278e-05
Position 12924: 1.0246786639821219e-05
Position 9394: 7.57023501757274e-06
Position 1063: 7.33958677330356e-06
Position 1682: 7.2421487388291835e-06
Position 989: 6.11652082482992e-06
Position 771: 4.915283781028368e-06
Position 9550: 4.407069312358369e-06
Position 1647: 3.88239650326077e-06
Position 7073: 2.9493345334277966e-06
Position 316: 2.730545867602078e-06
Position 1478: 2.366774367361552e-06
Position 1729: 2.3600866563615488e-06
Position 6595: 2.2552602593843575e-06
Position 6168: 1.846940668802825e-06
Position 610: 1.432295774908366e-06
Position 6573: 1.4302178512213324e-06
Position 1554: 1.3631709926351919e-06
Position 937: 1.1240553009579083e-06
Position 6630: 1.0185307941374637e-06
Position 6611: 1.0150102828476346e-06
Position 203: 9.818881350225187e-07
Position 259: 9.739984402681306e-07
Position 6022: 8.849630530091966e-07
Position 1402: 8.141361604596884e-07
Position 6183: 7.76947033781376e-07
Position 507: 6.042358834773139e-07
Position 953: 5.255615443301323e-07
Position 528: 5.092920498430134e-07
Position 791: 5.069375070648816e-07
Position 599: 4.75984591289896e-07
Position 893: 4.20622641760134e-07
Position 2094: 3.215154977466358e-07
Position 216: 1.8741657197063961e-07
Position 1043: 1.8644997200113567e-07
Position 1123: 1.4975912398830032e-07
Position 1997: 1.1049929828026118e-07
Position 955: 1.0535539573885555e-07
Position 1794: 5.122591692269744e-08
Position 947: 4.1210195992851213e-08
Position 1722: 4.105055900509528e-08
Position 270: 3.710950921768877e-08
Position 1081: 1.7154238870705555e-08
Position 1014: 7.5769508455379e-09
Position 1378: 6.465145178742345e-09
Position 1819: 2.8539760109593487e-09
Position 2056: 4.605270432696412e-14
Position 1995: 1.542527280029263e-14
Position 1351: 1.942658715935468e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 5642: 0.9624443649609145
Position 20985: 0.8601992748029592
Position 5438: 0.6946191045534194
Position 401: 0.6077288083214812
Position 5882: 0.4099106478880589
Position 5298: 0.24411370514006253
Position 17782: 0.10481460652129167
Position 5836: 0.10415348755742704
Position 5839: 0.09939027839881485
Position 937: 0.042048262221432264
Position 15569: 0.026084929508208753
Position 19169: 0.024668457359905423
Position 5461: 0.02358638662172003
Position 5253: 0.010491255317700645
Position 850: 0.010389295156681399
Position 528: 0.010302772107373749
Position 5863: 0.009714382255190479
Position 6071: 0.008305422612610417
Position 1834: 0.007863684627949142
Position 1182: 0.007382069168470822
Position 6090: 0.00674070725120056
Position 902: 0.005824234430550889
Position 174: 0.005452607295531217
Position 5321: 0.005124210124777718
Position 5012: 0.004429764888585287
Position 992: 0.004201208248214304
Position 558: 0.00418806399511407
Position 5662: 0.0034309917619820846
Position 5971: 0.003103095500623369
Position 5366: 0.003058201475457557
Position 5352: 0.0028383451918267966
Position 16584: 0.0026165315535556953
Position 1866: 0.002590704054241922
Position 1019: 0.002529844246499689
Position 771: 0.0025184217956306493
Position 5372: 0.0017809477117514366
Position 6256: 0.0016952190264710434
Position 16876: 0.0013344071252555994
Position 5075: 0.0011801416983032093
Position 1311: 0.001112391965740069
Position 3813: 0.0010206943819540196
Position 5609: 0.000900821545365828
Position 879: 0.000880980308180972
Position 1473: 0.0008170499584271902
Position 7582: 0.0007057031197983798
Position 914: 0.0006807049198558781
Position 564: 0.0006718265809659137
Position 1766: 0.0005795986689439729
Position 16704: 0.0005229625182761402
Position 7287: 0.0005175085106926127
Position 6049: 0.0004985635351440272
Position 650: 0.0004960476769738422
Position 749: 0.00048815335436256784
Position 459: 0.0004468345378243535
Position 413: 0.00041653619508144434
Position 429: 0.00037818535121693895
Position 6112: 0.0003133229361063662
Position 962: 0.00031234694932321755
Position 989: 0.00030685820244807753
Position 6223: 0.00028835881363393676
Position 7377: 0.00026699377874091375
Position 5714: 0.00023912595180651075
Position 12608: 0.00022421654126305896
Position 203: 0.00020428522452457397
Position 1535: 0.0001796525225601268
Position 12454: 0.0001757445425220935
Position 14133: 0.00017556758700608963
Position 7145: 0.00015651273295657663
Position 436: 0.00012842048875964698
Position 2185: 0.00012392702089483558
Position 7237: 0.00010288327060926798
Position 15359: 9.180120631460898e-05
Position 1373: 9.179521904748772e-05
Position 15184: 8.326120293464197e-05
Position 7258: 7.750543788316145e-05
Position 7449: 7.098761515547229e-05
Position 7515: 6.600081017825712e-05
Position 280: 5.6884924855842904e-05
Position 1217: 5.5682706521349244e-05
Position 492: 5.404622852896327e-05
Position 13522: 5.400038470736427e-05
Position 228: 5.3063688414943144e-05
Position 248: 5.1922895708864035e-05
Position 6681: 5.030231589121607e-05
Position 14145: 4.895707929476708e-05
Position 6802: 3.847399053198006e-05
Position 6774: 3.7657320467089127e-05
Position 4712: 2.6700691877026108e-05
Position 13547: 2.66537672777266e-05
