Gene = NijB
index = 1319
Annotated 5SS: [256 513]
Annotated 3SS: [357 565]
SMsplice 5SS: [256]
SMsplice 3SS: [357]
top_k =  1000
Partition function (log Z): -1.9832293247576844

Sorted 5' Splice Sites (High to Low Probability):
Position 256: 0.98665540167749
Position 513: 0.33902302456841416
Position 517: 0.31871502228684845
Position 700: 0.09826010275364844
Position 264: 0.008501605722209756
Position 728: 0.006679369723073697
Position 459: 0.00496081216654248
Position 693: 0.003806191308250287
Position 114: 0.0021918786557421337
Position 437: 0.002166989841027684
Position 287: 0.0014039773369761948
Position 474: 0.0013408650469851995
Position 246: 0.0007266248350075327
Position 302: 0.0006367861678021988
Position 644: 0.0006152331353766762
Position 521: 0.0003985337450753878
Position 620: 0.00031477838547248557
Position 489: 0.00016387323503242972
Position 15: 0.00011131487831548649
Position 594: 4.7184609058615534e-05
Position 163: 3.538074104215295e-05
Position 55: 2.5717481176156816e-05
Position 398: 9.63272816632635e-06
Position 64: 7.348581394348337e-06
Position 570: 6.4190602723285505e-06
Position 88: 5.1593285226351e-06
Position 199: 4.154689818650089e-06
Position 803: 3.5465690230306766e-06
Position 750: 2.840117147351095e-06
Position 629: 2.5881285898523677e-06
Position 327: 2.3864208533500007e-06
Position 82: 1.3751833568064795e-06
Position 748: 7.083670888273562e-07
Position 354: 1.867048969242538e-07
Position 143: 1.6453341315675387e-07
Position 73: 1.450271714976026e-07
Position 536: 1.3848081990226832e-07
Position 765: 3.424112384930793e-08
Position 800: 2.0955731718450275e-08
Position 814: 1.2633447163670207e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 357: 0.9921720514454766
Position 565: 0.5570975341503255
Position 789: 0.20022791182034314
Position 585: 0.019112576730059384
Position 594: 0.002834811407691385
Position 577: 0.002233688578260244
Position 163: 0.00070736993983918
Position 513: 0.00041202575647828664
Position 398: 0.00032243552626652123
Position 644: 0.000280768211105177
Position 372: 0.0002052822907806577
Position 309: 0.0001921769958858034
Position 448: 0.00017702123694996472
Position 800: 0.00012548146510773148
Position 194: 9.944384491520506e-05
Position 524: 8.457751950659173e-05
Position 205: 7.277948305344432e-05
Position 302: 7.011729385287983e-05
Position 482: 6.65959091278191e-05
Position 428: 5.320049798606746e-05
Position 861: 5.17314049022853e-05
Position 603: 4.885551820740011e-05
Position 219: 4.1355724079843115e-05
Position 629: 3.130429611090409e-05
Position 113: 2.2525795003201368e-05
Position 73: 1.7689872271177833e-05
Position 97: 1.486922704621565e-05
Position 174: 1.2570005135437734e-05
Position 154: 1.2248522654753334e-05
Position 536: 1.2030161822394968e-05
Position 64: 6.343646250569472e-06
Position 226: 2.6573056087403284e-06
Position 489: 2.0372511886988707e-06
Position 249: 1.2169525966180208e-06
Position 135: 9.479085443240744e-07
Position 827: 5.515108593630712e-07
Position 143: 5.088705732426929e-07
Position 526: 7.80317440455065e-08
Position 124: 6.307548726381424e-08
Position 287: 2.6353543497315876e-08
Position 221: 2.4794891509057927e-08
Position 700: 1.673550437050967e-08
Position 255: 8.344734988891657e-09
Position 521: 7.0071283768053245e-09
Position 260: 2.6240007325219587e-10
