Gene = Tsp39D
index = 1571
Annotated 5SS: [  130 10988 12076]
Annotated 3SS: [10869 11496 12132]
SMsplice 5SS: [  130 10988 12076 13273]
SMsplice 3SS: [10869 11496 12179 13340]
top_k =  1000
Partition function (log Z): -9.480226131981041

Sorted 5' Splice Sites (High to Low Probability):
Position 10988: 0.70650185746146
Position 130: 0.6929989344741692
Position 7012: 0.5825093233181368
Position 12076: 0.5637972896828785
Position 5877: 0.5486796714819747
Position 4854: 0.5378523145667068
Position 5358: 0.5242111993773021
Position 13273: 0.4610638895382331
Position 6638: 0.2718410677345122
Position 6127: 0.1838295057456923
Position 5769: 0.18326007348321913
Position 13279: 0.17020695557942606
Position 6015: 0.16561609690289103
Position 5380: 0.10490035319789623
Position 6062: 0.10211313415752286
Position 6206: 0.09873228356109379
Position 12068: 0.09415220195156215
Position 469: 0.07810080197878402
Position 5997: 0.07573825171508622
Position 12691: 0.06107848947818944
Position 6112: 0.05760159062726136
Position 4827: 0.05578357668794076
Position 5088: 0.04387429726176136
Position 833: 0.041211891205396874
Position 233: 0.03215147357507165
Position 1127: 0.026123975651100362
Position 229: 0.02608163397372928
Position 798: 0.023933757125880566
Position 6027: 0.01956323862505357
Position 996: 0.018930935723782915
Position 5874: 0.018488308285824883
Position 1098: 0.017501228404729452
Position 7967: 0.015247025665413581
Position 5330: 0.014355045803093
Position 434: 0.01140236623587602
Position 495: 0.011221295988416681
Position 81: 0.00996129838430985
Position 6118: 0.009212455330566497
Position 3581: 0.009190266813382638
Position 11317: 0.007170691317318511
Position 7376: 0.006894550151421263
Position 4982: 0.006759876629023931
Position 491: 0.006654790818091065
Position 3247: 0.006383564210664534
Position 5634: 0.006335433818275193
Position 1164: 0.005906681116654423
Position 7281: 0.005753126373240311
Position 225: 0.005709725016436381
Position 5901: 0.005624389645401736
Position 197: 0.00509663263016968
Position 6036: 0.004723641364300623
Position 679: 0.0044203485532551216
Position 6314: 0.0042679229714358375
Position 784: 0.0034268910338163022
Position 3908: 0.0032059456576805697
Position 4833: 0.003205500862991212
Position 219: 0.003197615936745681
Position 5608: 0.003027882043434696
Position 7592: 0.003002450895500296
Position 542: 0.0029316004664050074
Position 6471: 0.002767442645035425
Position 1485: 0.0026297758779651936
Position 265: 0.0024660860622098095
Position 1481: 0.0024092586489828454
Position 1275: 0.0020743394376528737
Position 241: 0.0020298104391116728
Position 7973: 0.001617860453908222
Position 4035: 0.0013444137595726012
Position 6284: 0.001289354863134071
Position 6370: 0.001020667972190909
Position 5206: 0.0007327200231293964
Position 5111: 0.0005714288272833674
Position 1894: 0.0004988930725188762
Position 5707: 0.00046599073164326843
Position 755: 0.00045924534297721943
Position 13586: 0.0003740779020156436
Position 1156: 0.00035959529158625193
Position 5778: 0.0003361316200830999
Position 5628: 0.0003165744127504999
Position 803: 0.0003119564924297432
Position 6071: 0.0003028557988213575
Position 2875: 0.00026195784593572956
Position 5817: 0.00024921062957559287
Position 144: 0.00017385283181949675
Position 87: 0.00016231415489126178
Position 20: 0.00014147664348892672
Position 2424: 5.3304313079321836e-05
Position 1087: 3.987655605249776e-05
Position 7451: 3.8472895840812956e-05
Position 661: 3.652273208147957e-05
Position 381: 2.0155886531834715e-05
Position 1083: 1.9532611761727676e-05
Position 2621: 1.9506965134284103e-05
Position 1238: 1.6166688406961275e-05
Position 744: 1.4819917385522796e-05
Position 761: 1.4237723332024092e-05
Position 989: 1.1003418963056557e-05
Position 2748: 1.0711996314293031e-05
Position 820: 9.33288448927037e-06
Position 2915: 8.990671175186413e-06
Position 7224: 5.863368633385523e-06
Position 329: 5.743573372641378e-06
Position 425: 4.95289161788588e-06
Position 1060: 4.375234296837971e-06
Position 1168: 4.103015432305995e-06
Position 1093: 4.031975591906943e-06
Position 256: 3.905491159108373e-06
Position 237: 3.2862894541535623e-06
Position 1071: 3.2488066560513104e-06
Position 415: 3.0464434128475256e-06
Position 1824: 2.8179304918469808e-06
Position 927: 2.653588171095723e-06
Position 1379: 2.599863113792596e-06
Position 489: 2.1193771273435974e-06
Position 698: 1.7917719931615877e-06
Position 649: 1.6545073198521056e-06
Position 1956: 1.5983671226652347e-06
Position 736: 1.5926372191940068e-06
Position 203: 1.5149084411134392e-06
Position 376: 1.4834587275029404e-06
Position 55: 1.3906375898731927e-06
Position 484: 1.2979043472640353e-06
Position 412: 1.2947473489375914e-06
Position 2114: 1.2322067777891822e-06
Position 103: 1.2301128277493647e-06
Position 2380: 1.1756562469608339e-06
Position 114: 1.1714515812390187e-06
Position 259: 1.1094577275216183e-06
Position 383: 1.0916675489862215e-06
Position 402: 1.085392159295668e-06
Position 9: 1.077117629672661e-06
Position 659: 1.0564149387066048e-06
Position 320: 1.0424437093996327e-06
Position 533: 8.401786037030419e-07
Position 758: 6.150965388003395e-07
Position 1376: 4.974550823789374e-07
Position 999: 4.0715448908168894e-07
Position 175: 3.235160264485484e-07
Position 418: 2.910996828631231e-07
Position 29: 2.8797190127225996e-07
Position 1538: 1.200881762188911e-07
Position 1546: 1.0498368491322726e-07
Position 60: 4.10052834806596e-08
Position 708: 2.818074281047323e-08
Position 473: 2.2142547720622743e-08
Position 249: 1.1985623789378365e-10
Position 301: 4.853639059964314e-11
Position 63: 2.6536672551143535e-11
Position 227: 1.9654488461118854e-11
Position 108: 1.7096255098005607e-11
Position 322: 1.1159904592826161e-11
Position 1611: 4.478554464001093e-12
Position 24: 1.7709860703431774e-12
Position 345: 6.485904126734268e-13
Position 351: 3.771684965700156e-13
Position 337: 1.0022925260132553e-13
Position 1242: 4.13647937626403e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 5527: 0.7836253864725938
Position 6283: 0.7543481469829929
Position 12179: 0.6987612577255522
Position 13340: 0.6689053480170075
Position 4703: 0.6376326109883602
Position 11496: 0.44043861152322156
Position 4981: 0.4011416531719794
Position 5938: 0.39176088943706244
Position 10869: 0.2688444222628002
Position 11088: 0.24904703065257303
Position 10580: 0.23239398689607382
Position 10636: 0.20591808012624369
Position 5951: 0.19711914110743584
Position 12385: 0.13606599449402365
Position 12132: 0.1225179736645861
Position 5817: 0.06500795098446663
Position 4902: 0.04971946098153881
Position 6263: 0.03800443323456189
Position 12861: 0.034945373202658864
Position 892: 0.03196307954747849
Position 5144: 0.031112484224722382
Position 5159: 0.03082703390400864
Position 5162: 0.025970638212688173
Position 5768: 0.024533980134481166
Position 4669: 0.023288537045862912
Position 4715: 0.020169615676258686
Position 5970: 0.01985877397886789
Position 5034: 0.018150287801045977
Position 5021: 0.013742032605264952
Position 6709: 0.011199611630495834
Position 7067: 0.01087445277007088
Position 5822: 0.009993291396518991
Position 5072: 0.009464233459944535
Position 4508: 0.008744553730674037
Position 6342: 0.0076588047895590665
Position 2556: 0.007200557725198957
Position 4616: 0.006261827343315858
Position 2995: 0.0059026727409475415
Position 6532: 0.005897742450596996
Position 5379: 0.005352946883175429
Position 4745: 0.005281360816643938
Position 6721: 0.005225915751657585
Position 5342: 0.005210179398409778
Position 6556: 0.00454587266539755
Position 7648: 0.003823091738695851
Position 6889: 0.003651859419497363
Position 7309: 0.0034193691765584187
Position 6935: 0.0034052013269167906
Position 6373: 0.0032069864862854566
Position 1215: 0.003102951494005517
Position 6895: 0.0031011952663206463
Position 5846: 0.0026548121632480074
Position 4756: 0.0025274237061509567
Position 832: 0.0025122061611573864
Position 7263: 0.00248035631056354
Position 6181: 0.002364520525407726
Position 4960: 0.002179269606468153
Position 5135: 0.002036212648139413
Position 884: 0.0019466312788918045
Position 2742: 0.0018165656463343869
Position 4513: 0.001810940791816582
Position 4579: 0.001717623318790946
Position 7694: 0.0016994564531985403
Position 4487: 0.0016067649033517407
Position 2805: 0.0015853717528888545
Position 5079: 0.001538717894600804
Position 13380: 0.0015155866740907417
Position 3118: 0.0015131828888097845
Position 5329: 0.001493756530471643
Position 11034: 0.0013587291569576501
Position 4826: 0.0012192558944278003
Position 7531: 0.001195633641606933
Position 11570: 0.0009600805587372045
Position 4403: 0.0008430233371395666
Position 1418: 0.0008208307036767184
Position 2913: 0.0007323405918973286
Position 7089: 0.000678882596706209
Position 11183: 0.0006119835951169382
Position 3718: 0.0005056384902255417
Position 7810: 0.00047201884776332817
Position 1156: 0.0004603109352205866
Position 1515: 0.0004542431890720061
Position 7591: 0.00040099912836902334
Position 4810: 0.00038697025872571093
Position 13637: 0.0003740779020156436
Position 1709: 0.0003113314219131569
Position 5486: 0.0002988011042758333
Position 4239: 0.00028368751586362896
Position 3772: 0.0002496928538407209
Position 2428: 0.0002373312265635257
Position 529: 0.00023327108718635697
Position 1947: 0.00022982358738943585
Position 3303: 0.00022786789882228164
Position 3484: 0.00020818357180820357
Position 5563: 0.00018807062202989884
Position 3796: 0.00016462343997053198
Position 1295: 0.0001410070443649014
Position 5417: 0.00012164904734319069
Position 1274: 0.00011762089908695354
Position 2728: 0.00011518424313642553
Position 3883: 9.171394685236033e-05
Position 3781: 9.037717655706345e-05
Position 5618: 8.969103777904456e-05
Position 8519: 8.149805911658738e-05
Position 594: 3.5274987259905346e-05
Position 214: 3.311879796935368e-05
Position 345: 3.235743281626543e-05
Position 1054: 1.6757295130277532e-05
Position 1126: 1.6392272309089006e-05
Position 965: 1.5605903393113006e-05
Position 367: 1.307768280472771e-05
Position 1603: 1.094893085726659e-05
Position 7168: 1.6029661376556978e-06
Position 1997: 1.2338734104908188e-06
Position 6199: 1.1184314124494289e-06
Position 1077: 1.0996784642017724e-06
Position 2016: 1.0501866239851165e-06
Position 1096: 1.0051414990948518e-06
Position 708: 7.272159575947771e-07
Position 318: 5.328336605092565e-07
Position 1071: 5.325962308501412e-07
Position 203: 4.174975758815598e-07
Position 545: 3.329074070119679e-07
Position 1116: 2.9246429274044705e-07
Position 364: 2.767525099033323e-07
Position 1280: 2.598727246744628e-07
Position 573: 2.561551000467203e-07
Position 1458: 1.2950669569077512e-07
Position 623: 9.69211189176489e-08
Position 1060: 9.312018525392103e-08
Position 788: 7.217455642871032e-08
Position 157: 7.128641809386206e-08
Position 698: 6.515317938918791e-08
Position 312: 5.227469607524102e-08
Position 950: 4.2297384343224925e-08
Position 1002: 3.7894472771900966e-08
Position 570: 2.8307441094935736e-08
Position 775: 2.4190062876679964e-08
Position 73: 1.9582656962909718e-08
Position 480: 3.6274426659389834e-09
Position 129: 3.41246120171499e-09
Position 402: 3.2229273829101877e-09
Position 683: 2.6348178029165457e-09
Position 269: 2.263991069911241e-09
Position 265: 2.0175448334440114e-09
Position 433: 1.608298643885937e-09
Position 741: 1.3649544934208289e-09
Position 370: 7.229710308851532e-10
Position 489: 9.882653338545694e-11
Position 542: 6.773328508951923e-11
Position 630: 5.7673894828624054e-11
Position 473: 4.111572421846255e-11
Position 166: 3.024754544041789e-11
Position 412: 1.6611023609072191e-12
Position 247: 3.9246809563480747e-13
Position 320: 2.933149015332572e-13
Position 327: 2.1748991611014614e-13
Position 418: 2.0726747075777968e-13
Position 216: 1.9428032709725323e-13
