Gene = Trl
index = 1567
Annotated 5SS: [3208 4146 6965 7419 7839]
Annotated 3SS: [3718 6498 7082 7577 9273]
SMsplice 5SS: [ 482 4146 6965 7419 7716]
SMsplice 3SS: [ 3718  6498  7082  7577 11004]
top_k =  1000
Partition function (log Z): 2.973708178250276

Sorted 5' Splice Sites (High to Low Probability):
Position 7419: 0.9862494351430297
Position 6965: 0.9668971542282372
Position 4146: 0.9308295716858039
Position 7716: 0.905900469863728
Position 1407: 0.3256497314493248
Position 227: 0.23022680163959117
Position 8351: 0.20864844712157335
Position 5799: 0.1977221969238871
Position 991: 0.19003567057544077
Position 2167: 0.15662965569196347
Position 83: 0.14474728828450864
Position 486: 0.13402529840283134
Position 309: 0.09860096021652515
Position 55: 0.0962694116255866
Position 3638: 0.08503274773965604
Position 10719: 0.07843244778447912
Position 372: 0.0762272753693534
Position 6589: 0.06987288772980975
Position 3208: 0.04672302266390935
Position 9738: 0.0422982513745194
Position 8468: 0.03862684335873834
Position 9901: 0.03386690702749231
Position 5745: 0.024218755158063283
Position 360: 0.023939591592657187
Position 9783: 0.021271304930730157
Position 9477: 0.020428132250815915
Position 330: 0.020063804641298758
Position 11333: 0.018700038511928974
Position 2373: 0.016143520942382982
Position 9917: 0.015818036611244285
Position 10685: 0.01554707817533793
Position 7035: 0.015185869234124565
Position 7244: 0.013887865588092064
Position 1420: 0.01245907557489567
Position 1749: 0.01217790310344022
Position 9513: 0.011631574887071876
Position 115: 0.011201767203161146
Position 11244: 0.009572410582717928
Position 5066: 0.008257503040999717
Position 62: 0.008179681700668432
Position 9484: 0.006669410187402604
Position 537: 0.0063280260167555774
Position 1187: 0.006107312919409075
Position 511: 0.006089286330922268
Position 949: 0.00608025231407254
Position 7725: 0.005642505923877395
Position 5795: 0.005473620067534193
Position 8876: 0.004639037171426686
Position 6949: 0.0042970719590154525
Position 2104: 0.004221686030478667
Position 7839: 0.0038357003661808548
Position 1061: 0.003828441725994788
Position 11248: 0.0036808477986655878
Position 1753: 0.0034841253397559454
Position 1431: 0.003379070466294136
Position 5444: 0.003175720742975601
Position 8759: 0.0029208420822789236
Position 2350: 0.0028753978508208504
Position 9192: 0.002868651226747342
Position 6163: 0.0028280856627708735
Position 2160: 0.002636959204095136
Position 585: 0.0024844515444670855
Position 452: 0.0022761427764709514
Position 9171: 0.002149990054228897
Position 10426: 0.002123004253591636
Position 8866: 0.0020143491223695367
Position 8899: 0.0018350845807951948
Position 2430: 0.0018296093915394817
Position 9712: 0.0018010546909200751
Position 3142: 0.0016237490430515633
Position 2137: 0.0015665153771989692
Position 1067: 0.0014972148323995676
Position 4859: 0.0014248549111056904
Position 2916: 0.0013558566407095348
Position 6670: 0.0013087952517657265
Position 2710: 0.0013061007893181084
Position 6044: 0.0012929977369577005
Position 8583: 0.0011175574060944275
Position 267: 0.0010961647245859869
Position 1880: 0.0010139097160259186
Position 8589: 0.0009260174592268703
Position 8913: 0.0009133362508444644
Position 572: 0.0009071050489786289
Position 975: 0.0008761838091470302
Position 12: 0.000849960465683801
Position 8904: 0.0007662736434863303
Position 4686: 0.0007148923127435035
Position 8938: 0.0006951837374188433
Position 10460: 0.0006945709693016535
Position 3799: 0.0006830574244042252
Position 5095: 0.0006395514120319195
Position 3849: 0.0006199714921427265
Position 4479: 0.0006015706704035643
Position 1136: 0.0005944961266864827
Position 7908: 0.0005573111011922432
Position 602: 0.0005054261471139981
Position 6986: 0.00048553938220974974
Position 1611: 0.00046582324256882286
Position 3265: 0.0004524927959768134
Position 704: 0.0004493193011406826
Position 7172: 0.00044291843536185116
Position 4599: 0.00043387638164918207
Position 7286: 0.00042106397021915643
Position 8542: 0.00041586148518844976
Position 16: 0.000384238967008859
Position 8250: 0.00037520791827068986
Position 1064: 0.00036479681673046193
Position 771: 0.00035534897768282935
Position 760: 0.0003129316336593301
Position 1745: 0.0003047335895792969
Position 593: 0.00030467935348433287
Position 9522: 0.00030162844430348557
Position 1549: 0.0002982737740944965
Position 5263: 0.00028998707350711984
Position 4157: 0.0002853086473230006
Position 5807: 0.00027699714818419047
Position 6793: 0.0002686679000784582
Position 6907: 0.0002433666692610688
Position 5567: 0.0002053614749301849
Position 1229: 0.00018890937582687756
Position 1447: 0.00017954907731754498
Position 7458: 0.00017346037637090936
Position 999: 0.000157167605785192
Position 6024: 0.0001531099977354001
Position 8800: 0.00015295751178773863
Position 1191: 0.00014794323255612758
Position 8521: 0.00014448553617609544
Position 1244: 0.00012285739069765113
Position 8889: 0.00012115884512775166
Position 7028: 0.00011146144570124358
Position 8555: 0.00010232809631004349
Position 4551: 9.901709969813249e-05
Position 1288: 9.854440391563306e-05
Position 1054: 9.574611977438944e-05
