Gene = Sc2
index = 1471
Annotated 5SS: [ 420  794 1130]
Annotated 3SS: [ 576 1013 1191]
SMsplice 5SS: [ 420  794 1130]
SMsplice 3SS: [ 576 1013 1191]
top_k =  1000
Partition function (log Z): -2.7064895932671043

Sorted 5' Splice Sites (High to Low Probability):
Position 1130: 0.9777595823730386
Position 420: 0.8814372593048514
Position 794: 0.45989500310432835
Position 896: 0.0680291800560639
Position 1393: 0.043522926106863036
Position 1404: 0.03613890212509946
Position 813: 0.027650720913321332
Position 827: 0.0187274994710675
Position 324: 0.012375956105852477
Position 930: 0.012347916713538703
Position 97: 0.011285779557926411
Position 840: 0.010172428162171331
Position 1397: 0.009988508437437133
Position 378: 0.006850789872950085
Position 728: 0.00659706548128549
Position 798: 0.004974694232884704
Position 435: 0.004937705996824704
Position 103: 0.003385465416901947
Position 1408: 0.003339195399885233
Position 343: 0.00286752596606961
Position 866: 0.002491368729271595
Position 534: 0.002485820433212878
Position 274: 0.0015831306830593184
Position 372: 0.0013290766330027056
Position 424: 0.0012379700601633616
Position 287: 0.000976706779424372
Position 908: 0.000874660854622253
Position 760: 0.0008679020258654161
Position 87: 0.0007062567868209188
Position 918: 0.0006901598973172508
Position 447: 0.0006633866379569339
Position 935: 0.000579996296211166
Position 1430: 0.0005719643687296845
Position 742: 0.00043196245572641996
Position 718: 0.0004165385022752524
Position 428: 0.00036049241545144816
Position 879: 0.00026151470528374115
Position 310: 0.0002188714374858971
Position 942: 0.0001948182791866049
Position 376: 0.00019243490525573196
Position 546: 0.000192302779428884
Position 851: 0.00016480609999389625
Position 608: 0.00015973802741598767
Position 767: 0.00014863671137386043
Position 1482: 0.00014583483255330184
Position 1345: 0.00013087555096830914
Position 834: 0.00011609956091515085
Position 537: 0.00011293281883529709
Position 395: 8.979845506828074e-05
Position 898: 8.692209775641801e-05
Position 1134: 5.854917036983182e-05
Position 615: 3.1086126753622335e-05
Position 635: 2.920527403106387e-05
Position 1124: 2.730883642602356e-05
Position 1080: 2.66551772020352e-05
Position 599: 2.3674792237892605e-05
Position 1235: 2.1052536195038383e-05
Position 20: 1.9659951244373404e-05
Position 716: 1.9344530535335498e-05
Position 1137: 1.396150600039761e-05
Position 1227: 1.3898123280232397e-05
Position 194: 1.249790406899212e-05
Position 438: 8.787018709724146e-06
Position 186: 6.913401958112288e-06
Position 458: 4.424360769169042e-06
Position 254: 3.120650568349464e-06
Position 1472: 2.165247154089311e-06
Position 1095: 1.8109518595778883e-06
Position 1162: 1.6130265316681725e-06
Position 476: 1.4008697463351796e-06
Position 1196: 1.1444998423964498e-06
Position 1276: 5.834088531219396e-07
Position 246: 5.487301295368129e-07
Position 1247: 2.0493501374147996e-07
Position 1388: 1.1023962447437535e-07
Position 1493: 8.149198052240345e-08
Position 1063: 6.324620919282571e-08
Position 1485: 2.2518893506063544e-08
Position 1038: 6.397206080246612e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1191: 0.9622462608427882
Position 576: 0.5689981021722601
Position 978: 0.49108971759382175
Position 1013: 0.4693578560685145
Position 1521: 0.04034784810250427
Position 1480: 0.029253948128155738
Position 1470: 0.022151025259645962
Position 742: 0.013284450006759081
Position 1396: 0.006832834356981141
Position 1300: 0.005612988504743889
Position 613: 0.0022763121307849935
Position 1493: 0.0021132871924114836
Position 1540: 0.0019370140551575237
Position 1026: 0.0019050657928235916
Position 546: 0.0008598681886131393
Position 1366: 0.0005050000347323069
Position 895: 0.0004114411953463568
Position 1537: 0.0002669773134599262
Position 1485: 0.00026381284070502766
Position 625: 0.0002354785283825546
Position 682: 0.00022273176686309033
Position 1324: 0.00016706049572939947
Position 294: 0.0001282293268222404
Position 420: 0.00012688227428432654
Position 165: 8.588026965547048e-05
Position 186: 5.56709861755548e-05
Position 153: 3.7653378499899913e-05
Position 207: 3.613709865183541e-05
Position 992: 3.3457128023748065e-05
Position 1156: 3.3243423124663684e-05
Position 431: 3.263879908093864e-05
Position 162: 2.826527641820245e-05
Position 1222: 2.7614265667929753e-05
Position 901: 2.4635245342541886e-05
Position 923: 2.1074131033337506e-05
Position 1342: 2.0170624163733412e-05
Position 1339: 1.673516592105561e-05
Position 267: 1.620532381527325e-05
Position 1351: 1.405548815803097e-05
Position 215: 3.621027144600682e-06
Position 80: 3.398513795281746e-06
Position 279: 2.1752310892338636e-06
Position 669: 1.7162127593606185e-06
Position 1345: 1.4926115324441297e-06
Position 1121: 1.403226799335588e-06
Position 388: 1.234235644579341e-06
Position 447: 1.1484587014749042e-06
Position 1080: 9.304755533511361e-07
Position 306: 7.98358340885194e-07
Position 438: 5.270652569655835e-07
Position 222: 4.826520707333383e-07
Position 75: 1.5813394775031613e-07
Position 324: 1.086683868150541e-07
Position 435: 4.678895840648313e-08
Position 372: 4.411190593740942e-08
Position 395: 1.7681683256672672e-08
Position 84: 1.516150813935859e-08
Position 1088: 1.407726172258473e-08
Position 96: 1.0848712626899931e-08
Position 102: 4.899095482328297e-10
Position 424: 3.388369420022233e-10
