Gene = ms(3)76Ba
index = 1798
Annotated 5SS: [192 287]
Annotated 3SS: [253 346]
SMsplice 5SS: [192]
SMsplice 3SS: [346]
top_k =  1000
Partition function (log Z): -6.255086616846569

Sorted 5' Splice Sites (High to Low Probability):
Position 192: 0.941395217079049
Position 287: 0.18570408163412214
Position 385: 0.0070310649740995945
Position 768: 0.005161279001889926
Position 119: 0.0032304906563816365
Position 905: 0.0016418201043893225
Position 1121: 0.0014991729820177057
Position 390: 0.0010568998352851295
Position 1916: 0.0005308932741973582
Position 267: 0.00030800746381872107
Position 1108: 0.00020312907275275198
Position 1552: 0.00017812454062944143
Position 1872: 0.00016606266387776117
Position 918: 0.00016104205901220644
Position 1456: 9.485913882016255e-05
Position 735: 9.354619635584754e-05
Position 435: 9.224747115528906e-05
Position 593: 7.124444169162477e-05
Position 438: 6.301164989501845e-05
Position 1706: 5.805412137958593e-05
Position 1754: 5.5543030042151e-05
Position 702: 4.1983294083970386e-05
Position 691: 3.29538438884735e-05
Position 2270: 2.975289956122358e-05
Position 2359: 2.8766717540201452e-05
Position 1175: 2.804320040915636e-05
Position 1221: 2.683934833927863e-05
Position 451: 2.095754104373705e-05
Position 911: 1.5284071393216058e-05
Position 1742: 1.4377798316083193e-05
Position 540: 1.0668782418716483e-05
Position 1401: 1.0123768276057836e-05
Position 1299: 8.053171853397487e-06
Position 555: 5.086832389738372e-06
Position 89: 2.4968564552623967e-06
Position 246: 1.734548891482611e-06
Position 39: 1.2220021102726086e-06
Position 60: 1.0260131810635299e-06
Position 902: 2.971849130310435e-08
Position 818: 2.6480689737136025e-08
Position 75: 2.1980939162046714e-08
Position 596: 1.858214949485945e-08
Position 374: 1.665312731225688e-08
Position 891: 1.0304316834119413e-08
Position 746: 7.97725969563551e-09
Position 393: 5.301442918424069e-09
Position 1020: 4.197926273388508e-09
Position 607: 2.2435684203268173e-09
Position 1232: 2.1131577995366336e-09
Position 343: 1.1337537580656217e-09
Position 349: 3.113151407788686e-10
Position 379: 2.455233247819542e-10
Position 642: 1.7996060397810265e-10
Position 748: 1.5097559401824068e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 346: 0.7098532575386063
Position 253: 0.181927812819688
Position 343: 0.07122854084587309
Position 634: 0.03760916588792524
Position 1430: 0.0269149498667086
Position 1262: 0.024855109235008575
Position 267: 0.02117598579326342
Position 374: 0.01730171534546285
Position 359: 0.009501307597580125
Position 389: 0.007788436424293058
Position 1812: 0.005290815558887269
Position 1211: 0.0026214865001064486
Position 1196: 0.002271465479483282
Position 1576: 0.0019451206762413648
Position 291: 0.0017716392206947055
Position 1400: 0.0015074861569165992
Position 995: 0.0014414209185548
Position 191: 0.0013855749431435974
Position 660: 0.001311643896927788
Position 564: 0.0013097241536085824
Position 470: 0.0012901654785191985
Position 2059: 0.00127550111411086
Position 1993: 0.0012543565377150562
Position 818: 0.0010341018119376536
Position 1008: 0.0010336718976712747
Position 1975: 0.0010137349841590239
Position 1053: 0.0008443089340793406
Position 272: 0.0008341583958061781
Position 2256: 0.0007161328825915799
Position 1995: 0.0007090463455966395
Position 1864: 0.0006328131407754371
Position 1138: 0.0006103077727376311
Position 1313: 0.0005284076623887365
Position 451: 0.00048337725994998797
Position 537: 0.0004440772935532095
Position 1519: 0.0004248599292726398
Position 435: 0.00041601021548546603
Position 1058: 0.0003786204104547396
Position 1108: 0.0003714173762091465
Position 1542: 0.0003228505064155768
Position 1646: 0.000283694284346758
Position 865: 0.00026974690396987494
Position 1939: 0.0002557231420942344
Position 968: 0.00025298211756402054
Position 1466: 0.0002392249897038986
Position 2125: 0.00023720643758444286
Position 2151: 0.00022911061570203312
Position 1742: 0.00021775921244677676
Position 1434: 0.00021696704901565548
Position 1232: 0.00021299006802776564
Position 869: 0.00021034894372615705
Position 1835: 0.00015488998298935705
Position 1766: 0.000146805433981715
Position 722: 0.00014477423236695084
Position 447: 0.00013743206008417588
Position 2013: 0.0001329012163400116
Position 1217: 0.00012637613312425428
Position 1704: 0.00012002354883750684
Position 1020: 0.00010946649117862014
Position 1340: 0.00010714485188675478
Position 1525: 0.0001055981574579941
Position 2339: 0.00010558154592229929
Position 1436: 9.476818555146289e-05
Position 547: 8.665623769656419e-05
Position 507: 8.246088099330807e-05
Position 1612: 7.218778135391946e-05
Position 2001: 6.727565126952859e-05
Position 1380: 5.9522163825010974e-05
Position 2310: 5.5013906049294046e-05
Position 1269: 5.280955197497814e-05
Position 1085: 5.0169104661716516e-05
Position 1826: 4.9169699973458986e-05
Position 1659: 4.862928644285557e-05
Position 1514: 4.785169506322049e-05
Position 691: 4.400309972499245e-05
Position 707: 4.088345931042535e-05
Position 2413: 3.751939267412106e-05
Position 902: 3.649757766146714e-05
Position 963: 3.641856601303471e-05
Position 1116: 3.591980185241237e-05
Position 2100: 3.343156969831629e-05
Position 2024: 3.167502376526905e-05
Position 2168: 3.1665858922958754e-05
Position 1651: 3.1169811084199985e-05
Position 1571: 3.090437789100203e-05
Position 1143: 3.0064063600729093e-05
Position 1385: 2.8510521801163516e-05
Position 1454: 2.3804017809015612e-05
Position 1786: 2.358237628735465e-05
Position 948: 2.083811683165144e-05
Position 1407: 2.051624454632003e-05
Position 1623: 1.9572189354440454e-05
Position 1580: 1.6100190812059643e-05
Position 973: 1.447193855815854e-05
Position 2270: 1.3317234786732406e-05
Position 2438: 1.1822454947113398e-05
Position 1722: 1.1743866418091854e-05
Position 1711: 9.922455008761589e-06
Position 165: 6.307305309313571e-06
Position 509: 6.160327356106347e-06
Position 637: 5.331365707259491e-06
Position 2448: 4.258320402686283e-06
Position 2424: 3.0312163467564395e-06
Position 108: 1.9065827492960872e-06
Position 123: 5.678643333996109e-08
Position 153: 3.8935831628291137e-08
Position 129: 1.164192027069806e-08
Position 136: 1.052399937863869e-08
Position 478: 9.86130259435826e-10
Position 150: 6.123806661848784e-10
Position 488: 2.2661769935476022e-10
Position 125: 1.2043673438175467e-10
Position 677: 7.201329193183305e-11
Position 196: 4.036862073842272e-11
Position 131: 1.0640525148767279e-11
