Gene = slam
index = 1877
Annotated 5SS: [ 194 2920]
Annotated 3SS: [ 907 2985]
SMsplice 5SS: [ 194 2920]
SMsplice 3SS: [ 907 2985]
top_k =  1000
Partition function (log Z): -5.665440674187036

Sorted 5' Splice Sites (High to Low Probability):
Position 2920: 0.9953610010334611
Position 194: 0.7713618937579263
Position 598: 0.2312896213745217
Position 1051: 0.16543751426224634
Position 2065: 0.07096482031293684
Position 1055: 0.05873480798842358
Position 42: 0.051509106401075165
Position 359: 0.03160224245609702
Position 249: 0.03136254233958136
Position 1531: 0.03027838321929028
Position 3680: 0.029088411801662797
Position 817: 0.02363264532057551
Position 646: 0.02178567912750372
Position 2450: 0.018817716309006596
Position 1654: 0.012974815875265857
Position 3038: 0.011242247772725375
Position 1577: 0.010891139445263912
Position 1753: 0.010732929648369095
Position 1845: 0.01061926221716165
Position 1586: 0.008993597629359109
Position 828: 0.00875514464616458
Position 938: 0.008195199563109604
Position 533: 0.007282228703904225
Position 307: 0.007116992583308928
Position 4189: 0.006427125281124721
Position 131: 0.005904010217107518
Position 48: 0.005125250659259238
Position 3206: 0.003129532427976172
Position 2245: 0.002901149723720084
Position 801: 0.0026491851870577504
Position 292: 0.00246746778872303
Position 727: 0.002361302397253123
Position 112: 0.0019207737877958999
Position 88: 0.0017448203336832915
Position 159: 0.0013764167886438734
Position 568: 0.001307779479691129
Position 627: 0.0012427628513756522
Position 529: 0.0011512338051927046
Position 1777: 0.0011317081342825956
Position 1819: 0.0010406878643417095
Position 650: 0.0008820961202322842
Position 648: 0.0008059040227325527
Position 11: 0.0007145626183659212
Position 3458: 0.0006875645277826986
Position 3215: 0.0006442921872637813
Position 3388: 0.0006180428487469559
Position 761: 0.0005574432834023446
Position 3520: 0.00033902429603515277
Position 128: 0.0003323427896524336
Position 721: 0.0003236150151334958
Position 747: 0.00031337285750082796
Position 1100: 0.0003113783082630281
Position 4771: 0.0003004293877011534
Position 3201: 0.0002986365717066193
Position 541: 0.00028710099664993607
Position 325: 0.00024413835363516306
Position 2891: 0.000211184364558217
Position 535: 0.00018280098497914227
Position 399: 0.0001694754830398184
Position 3242: 0.00014152132216645806
Position 1240: 0.00013669310290788104
Position 198: 0.00013336563570636424
Position 457: 0.00012632704238720662
Position 808: 0.00012088884065290777
Position 3616: 0.00011872085892663255
Position 4783: 0.00010717654008036112
Position 962: 0.00010282386695734339
Position 4337: 0.0001023576733662466
Position 137: 9.7592378089482e-05
Position 1136: 9.155734704441898e-05
Position 681: 7.246194730924907e-05
Position 662: 6.32669189131987e-05
Position 602: 5.9855771614665285e-05
Position 3506: 5.5873552114584274e-05
Position 3840: 5.4744336379284456e-05
Position 1151: 5.369306946067851e-05
Position 686: 5.288060278805935e-05
Position 908: 4.677472617460674e-05
Position 449: 4.426562468840192e-05
Position 55: 4.090453392835079e-05
Position 3675: 3.808818192889784e-05
Position 3319: 3.182916847142258e-05
Position 3300: 3.0824165706103293e-05
Position 169: 2.5273510900117276e-05
Position 147: 1.4257804927159428e-05
Position 586: 1.2340449082539244e-05
Position 1158: 8.721008083433418e-06
Position 95: 8.501965467149472e-06
Position 2644: 6.920361371772737e-06
Position 347: 5.5267132183802266e-06
Position 135: 2.934882569344959e-06
Position 414: 2.173801703645374e-06
Position 119: 1.937096524238403e-06
Position 424: 1.5490478878433514e-06
Position 3740: 1.0453265530521713e-06
Position 549: 8.307891373644163e-07
Position 3261: 7.371450434377863e-07
Position 3252: 6.912545678849e-07
Position 716: 5.748199369791236e-07
Position 227: 5.127970509488974e-07
Position 901: 4.522865396581774e-07
Position 2591: 2.8558944747963183e-07
Position 1026: 2.751656027986881e-07
Position 2183: 2.3630126188306227e-07
Position 265: 2.2294365911303554e-07
Position 3065: 2.1063876102707302e-07
Position 1658: 1.9379924734944812e-07
Position 1559: 1.868638111012573e-07
Position 1962: 5.1443273494814324e-08
Position 1474: 2.4765682405611067e-08
Position 1829: 2.401822558689114e-08
Position 2558: 2.331936350990232e-08
Position 149: 1.1376095434288305e-08
Position 1437: 9.347423075344841e-09
Position 3124: 5.134550320577242e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2985: 0.9942378351467427
Position 907: 0.7452202998944101
Position 452: 0.25555089405863257
Position 2475: 0.21492181360077617
Position 2504: 0.11868620692999125
Position 1115: 0.09160807555749764
Position 410: 0.029424714857869325
Position 3732: 0.027955693680626
Position 845: 0.02457503894782625
Position 930: 0.017690105972439557
Position 727: 0.011927073683736586
Position 2133: 0.009262108826525218
Position 1199: 0.009064796825289668
Position 1221: 0.008890612089029888
Position 993: 0.008714105854196061
Position 1108: 0.008636459812900054
Position 1236: 0.006486912402296282
Position 1740: 0.00576846588887375
Position 468: 0.005741199808708109
Position 1912: 0.005687059074486855
Position 2271: 0.00513816643577643
Position 4253: 0.0050168211232188824
Position 2050: 0.003997270468896463
Position 621: 0.0039441888854845454
Position 873: 0.0038919390571429046
Position 474: 0.003639772742532201
Position 966: 0.003363983670974823
Position 2439: 0.002889636413119235
Position 3346: 0.0027803731323371448
Position 3520: 0.0022969412466605885
Position 1277: 0.002211402597322838
Position 253: 0.0021624294266073736
Position 247: 0.0021565446421958766
Position 3006: 0.002034743080509243
Position 3858: 0.0019059351822705373
Position 3111: 0.0017422850253376242
Position 1473: 0.0017367444952842725
Position 4256: 0.0016351494640788886
Position 1169: 0.0015517491984205671
Position 3813: 0.0014632750000577194
Position 390: 0.0013950217540180372
Position 414: 0.0013849198123771528
Position 792: 0.0013564057219707308
Position 1126: 0.0013125157583604647
Position 3582: 0.0013042063507923676
Position 3393: 0.0012892004529876046
Position 3793: 0.0009814700854469092
Position 219: 0.0009792312256140963
Position 1173: 0.0009221598671619011
Position 1496: 0.000805969966169751
Position 3294: 0.0007803896026580935
Position 1809: 0.0007737276206660397
Position 320: 0.0007589749859996552
Position 1814: 0.0006724793665697837
Position 3184: 0.0006215473736131825
Position 3114: 0.0005805187144007075
Position 3163: 0.0005433335910153673
Position 2993: 0.0005178050192107221
Position 2121: 0.0004872957723715667
Position 4204: 0.00041116699744798307
Position 1290: 0.00041091765629242975
Position 1704: 0.00040720628844497994
Position 2076: 0.00036485538033430943
Position 3945: 0.00036240494800533865
Position 1136: 0.0003432365580402357
Position 233: 0.00033527117977939845
Position 3458: 0.00032323018611283096
Position 3033: 0.0003222951157912199
Position 4871: 0.00031797956620366005
Position 3818: 0.0003131061284845455
Position 4685: 0.00030227198611942907
Position 3680: 0.0002498245294350904
Position 504: 0.00022979083760999488
Position 1130: 0.00018419825267321753
Position 339: 0.00018065058498074402
Position 128: 0.0001757167853169737
Position 3542: 0.00016995938900700745
Position 3753: 0.0001676038751757095
Position 1776: 0.00016409494750549514
Position 805: 0.0001580340798194727
Position 4076: 0.00014038079998015556
Position 1647: 0.00011694479726882657
Position 4001: 0.00011473831306133126
Position 4175: 0.00011106675229586037
Position 4887: 0.00010243773814936067
Position 162: 8.639926103272875e-05
Position 4864: 6.93854212874554e-05
Position 359: 6.713643578342493e-05
Position 292: 4.453231114561984e-05
Position 3037: 4.240845827788957e-05
Position 3968: 3.97635522744896e-05
Position 421: 3.665279486015687e-05
Position 4833: 2.755248509584183e-05
Position 3407: 2.3571522785471267e-05
Position 3261: 2.1374483427633173e-05
Position 3242: 2.0012253553393177e-05
Position 3010: 1.8046921620811524e-05
Position 3057: 1.7441341299106088e-05
Position 3171: 1.4936152638224884e-05
Position 646: 1.4865141163694589e-05
Position 159: 9.997823861727792e-06
Position 3350: 9.36483584022032e-06
Position 541: 8.862262822549268e-06
Position 3063: 6.136293070492228e-06
