Gene = ecd
index = 1690
Annotated 5SS: [362]
Annotated 3SS: [434]
SMsplice 5SS: [362]
SMsplice 3SS: [434]
top_k =  1000
Partition function (log Z): -10.282006694035152

Sorted 5' Splice Sites (High to Low Probability):
Position 362: 0.9344865050690733
Position 232: 0.03404668399251507
Position 554: 0.017605475598755964
Position 1866: 0.01052039102327264
Position 375: 0.009047345087931423
Position 1004: 0.007584143931604132
Position 292: 0.007362224715043975
Position 650: 0.0070942985043118585
Position 732: 0.005998054663446241
Position 496: 0.0045052943023742575
Position 169: 0.003386491996707405
Position 138: 0.0024865985578788195
Position 2063: 0.0021001551829525973
Position 628: 0.0010946468065871065
Position 616: 0.0007764122066898508
Position 1697: 0.0006007426686473024
Position 845: 0.0005065599970247032
Position 654: 0.0004898212893528415
Position 754: 0.0004730763365877399
Position 1307: 0.00046101675788718586
Position 778: 0.00029122371018097063
Position 911: 0.0002876757343949623
Position 111: 0.0001876555043686004
Position 1896: 0.00016512968691765427
Position 781: 0.00016381982759950984
Position 992: 0.00012616601244599788
Position 1796: 0.00011744178606502385
Position 1024: 9.035863078404628e-05
Position 1674: 7.020134985997884e-05
Position 641: 3.645302401982295e-05
Position 1309: 2.3090881679327997e-05
Position 1020: 2.1253215254987186e-05
Position 133: 1.7132963470761148e-05
Position 493: 1.639588215854065e-05
Position 392: 1.27660922075928e-05
Position 1775: 1.16243740528752e-05
Position 1456: 1.0975337768601238e-05
Position 243: 1.0322486377447939e-05
Position 461: 9.61386464749728e-06
Position 725: 9.52314146321007e-06
Position 1332: 6.8214859547458645e-06
Position 528: 4.337166419424014e-06
Position 657: 3.4777131743814904e-06
Position 500: 3.0698629227839836e-06
Position 115: 1.6954339644367152e-06
Position 1008: 2.1085742309777091e-07
Position 1178: 1.3449144877263063e-07
Position 503: 1.1095923642983807e-07
Position 574: 8.078263987299967e-08
Position 17: 5.674792189987716e-08
Position 805: 3.2843356237176696e-08
Position 24: 2.7826426879063936e-08
Position 279: 1.5583841008421537e-08
Position 26: 1.9762487857657533e-09
Position 264: 6.61096047668575e-10
Position 423: 7.644760436826614e-11
Position 1048: 8.373994799300313e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 434: 0.8619919453374495
Position 844: 0.0911403092333853
Position 1918: 0.029320171555910702
Position 1939: 0.02318458269914604
Position 2139: 0.008835622200005947
Position 291: 0.0062884247312189325
Position 769: 0.004661318661898413
Position 1048: 0.0033281842928561973
Position 2104: 0.0029053381718930757
Position 915: 0.0018837918348239549
Position 1045: 0.0017075777163187019
Position 1388: 0.0016497934480359667
Position 486: 0.0014861377924731737
Position 207: 0.0013911418590203041
Position 1495: 0.0013537042536408306
Position 1135: 0.0013108261860496886
Position 1063: 0.001202997610865373
Position 1750: 0.0007882950805665586
Position 285: 0.0007357114851918378
Position 1327: 0.000680238774852719
Position 236: 0.000666163485940592
Position 520: 0.0006644607508051783
Position 889: 0.0006596841718796833
Position 2117: 0.0005619603305501898
Position 874: 0.000548358670597866
Position 1666: 0.0003861440954114432
Position 250: 0.00025653591617881387
Position 1889: 0.0002202588631450021
Position 811: 0.00020631637650055627
Position 1682: 0.00018693132140604267
Position 886: 0.00017296760772760478
Position 637: 0.0001607124130344784
Position 1343: 0.00012306998249188126
Position 1564: 0.00012162539171793213
Position 693: 0.000111240817710978
Position 1192: 0.00011110605899512301
Position 1580: 0.00010824062719822125
Position 667: 9.894035691461673e-05
Position 279: 9.525913323776849e-05
Position 1960: 9.078317893234187e-05
Position 676: 8.36759637963231e-05
Position 1516: 7.410661060951084e-05
Position 864: 7.129322961953456e-05
Position 174: 6.336339314824566e-05
Position 1435: 6.053462447483134e-05
Position 1174: 5.669298673404548e-05
Position 1467: 4.8206064462144504e-05
Position 1114: 4.588976644160045e-05
Position 1588: 4.058441013924249e-05
Position 2091: 3.938076906129038e-05
Position 1993: 3.88632705120515e-05
Position 387: 3.685780389610615e-05
Position 802: 2.8793993713030492e-05
Position 805: 2.2360159495354294e-05
Position 1723: 2.1856045521604985e-05
Position 690: 2.1447604761120563e-05
Position 1350: 1.8098037379475788e-05
Position 257: 1.7132027939514388e-05
Position 156: 1.695211229030988e-05
Position 1936: 1.4837851722956217e-05
Position 2008: 1.2764265020182776e-05
Position 778: 1.1490368975880875e-05
Position 982: 1.1471408796984825e-05
Position 1990: 9.378194498366711e-06
Position 1996: 9.324005028382463e-06
Position 273: 8.759018351452923e-06
Position 894: 5.830248737972396e-06
Position 243: 5.521893611349307e-06
Position 1198: 5.508288194294973e-06
Position 1279: 4.8073978092590175e-06
Position 1143: 4.390178826794535e-06
Position 589: 3.981177478036105e-06
Position 949: 3.8845988870048695e-06
Position 820: 3.6708550690114792e-06
Position 2221: 2.9597164482895753e-06
Position 574: 2.599418648815176e-06
Position 351: 1.6822444615612468e-07
Position 312: 1.6419361263707954e-07
Position 219: 1.418958503137521e-07
Position 180: 1.4033251352498601e-07
Position 296: 3.0875057913427206e-08
Position 61: 1.6314824825479957e-08
Position 97: 9.920721336386185e-09
Position 348: 8.971051122052643e-09
Position 493: 4.358049381254129e-09
Position 345: 2.9453231538214496e-09
Position 101: 2.2325231787122135e-09
Position 73: 2.1758981099610373e-09
Position 64: 1.2037361193772003e-09
Position 330: 1.1110634100332921e-09
Position 315: 7.706740766206146e-10
Position 123: 7.164450597283922e-10
Position 90: 1.2168882770368523e-10
Position 80: 4.2419312019487184e-11
Position 126: 1.9624919165009066e-11
Position 634: 5.2783577653246676e-12
Position 67: 2.2185091427858605e-12
Position 111: 9.015579792692322e-13
Position 252: 5.268522228791918e-13
Position 333: 5.114506664148334e-13
Position 86: 1.0969934665152896e-13
Position 138: 8.246539602156791e-14
Position 558: 2.8345703787568304e-14
