Gene = RPA2
index = 1402
Annotated 5SS: [114 234 884]
Annotated 3SS: [171 296 972]
SMsplice 5SS: [234 884]
SMsplice 3SS: [296 972]
top_k =  1000
Partition function (log Z): 0.9461607714341053

Sorted 5' Splice Sites (High to Low Probability):
Position 884: 0.9989251110973325
Position 234: 0.5226205756816186
Position 114: 0.46884460263559297
Position 238: 0.2838116533379234
Position 510: 0.10174564380743321
Position 534: 0.027268297872059345
Position 1048: 0.015113541582556629
Position 516: 0.008883812548668471
Position 528: 0.006698619317075539
Position 242: 0.004577506671100899
Position 562: 0.0024336545094533826
Position 118: 0.001647601009083737
Position 368: 0.0013556060507701499
Position 253: 0.0006402881222411958
Position 1062: 0.00046459494048718095
Position 551: 0.0003298141125582368
Position 615: 0.0002784602627499325
Position 281: 0.00023341720229359925
Position 384: 0.00012100962114557099
Position 396: 0.00011389580060140523
Position 1088: 9.265866836382474e-05
Position 679: 7.718001006985389e-05
Position 888: 7.046264968126246e-05
Position 52: 6.988936650103392e-05
Position 694: 6.80673377844171e-05
Position 405: 6.125372614568165e-05
Position 19: 5.7951798962403074e-05
Position 315: 2.439949795765751e-05
Position 1060: 2.3749444185845477e-05
Position 258: 1.89982647380384e-05
Position 382: 1.7444899298922254e-05
Position 353: 1.713435965701881e-05
Position 35: 1.3270817266753957e-05
Position 312: 1.0155099775128343e-05
Position 597: 8.538048521847485e-06
Position 356: 7.442553554854311e-06
Position 878: 6.795342639523086e-06
Position 27: 6.204647095342806e-06
Position 891: 5.632447848087164e-06
Position 127: 3.467809411969469e-06
Position 636: 3.1100750058093823e-06
Position 759: 2.626216203829374e-06
Position 303: 9.286697401685439e-07
Position 789: 5.747456734971126e-07
Position 763: 5.073209566094541e-07
Position 327: 3.8052548660207654e-07
Position 813: 8.214097788458416e-08
Position 171: 4.072808651922214e-09
Position 165: 2.446146121465829e-09
Position 617: 2.6236927520394627e-11
Position 387: 4.921672426046307e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 972: 0.9991339963334869
Position 296: 0.525251554010367
Position 171: 0.44674009415512356
Position 655: 0.36538323108315823
Position 303: 0.034376856072107886
Position 587: 0.02682176196024216
Position 368: 0.012823905833215406
Position 1142: 0.010169098276983965
Position 1108: 0.0059115147002551435
Position 323: 0.0053739247878973224
Position 746: 0.004898156221342835
Position 717: 0.0023010032074146603
Position 614: 0.002003790177372545
Position 726: 0.0013240966291168364
Position 339: 0.0009884007061999622
Position 396: 0.0008377060187983996
Position 161: 0.0006238895928199894
Position 320: 0.00037269231580340067
Position 425: 0.0002884273811572513
Position 177: 0.0002557051184996655
Position 671: 0.0002277151901177159
Position 1017: 0.0001655789425454207
Position 763: 0.00014553129160578313
Position 533: 0.00012384232727750096
Position 123: 3.103437298532724e-05
Position 558: 2.935531699166457e-05
Position 797: 2.4781568919897163e-05
Position 636: 2.467058830493697e-05
Position 510: 2.4219666973914564e-05
Position 92: 2.3942275006068965e-05
Position 210: 9.436820531579103e-06
Position 662: 9.193081035793207e-06
Position 1028: 8.65434325369808e-06
Position 748: 6.9127349898078955e-06
Position 65: 6.888566052443043e-06
Position 806: 4.810495328562728e-06
Position 868: 4.7702097126003034e-06
Position 443: 4.703425780272837e-06
Position 457: 4.518727775811874e-06
Position 130: 3.260168474267358e-06
Position 482: 2.398469326973177e-06
Position 500: 2.0861020208653898e-06
Position 1000: 1.7268151835565297e-06
Position 451: 1.7109009171113688e-06
Position 97: 8.590524594961972e-07
Position 118: 7.040183283225335e-07
Position 341: 5.250938453517075e-07
Position 231: 5.232391306498175e-07
Position 677: 5.078115322558272e-07
Position 782: 5.017039307381103e-07
Position 839: 4.881338275358838e-07
Position 135: 3.2271923775730993e-07
Position 227: 2.0732992234996887e-07
Position 258: 2.043707168795252e-07
Position 410: 1.718696990809331e-07
Position 145: 2.598258850662461e-08
Position 137: 1.837016155262764e-08
Position 217: 1.0267394540337517e-08
Position 234: 1.567509765441976e-09
Position 353: 4.287845752164047e-10
Position 253: 2.649812750117468e-10
Position 238: 9.746420743760596e-12
Position 242: 8.796855436544034e-14
Position 246: 4.0923999249543947e-16
