Gene = Gr33a
index = 1197
Annotated 5SS: [  95  596 1146 2098]
Annotated 3SS: [ 158  737 1631 2156]
SMsplice 5SS: [  95  596 1146 2098]
SMsplice 3SS: [ 158  737 1631 2156]
top_k =  1000
Partition function (log Z): 3.159512241878674

Sorted 5' Splice Sites (High to Low Probability):
Position 2098: 0.9940177718263378
Position 596: 0.9184879370922322
Position 95: 0.8361926096829635
Position 1146: 0.7723227053435436
Position 812: 0.38041040100952955
Position 1531: 0.07674221437833391
Position 495: 0.02265670085104318
Position 600: 0.021775181363734613
Position 50: 0.018147366483634953
Position 1196: 0.01719023517574495
Position 489: 0.01527249209014732
Position 1842: 0.014933043600054766
Position 1352: 0.008802845010825807
Position 1559: 0.0031315361185910826
Position 1756: 0.0026623951208341093
Position 1725: 0.0024143036152767913
Position 579: 0.0023326220395976597
Position 116: 0.0023247312159115274
Position 504: 0.0011692576969954895
Position 590: 0.0011661093391318257
Position 1213: 0.0011346008502516095
Position 1176: 0.0007103931435579058
Position 1208: 0.0006781602616577856
Position 1846: 0.0006733410723667098
Position 1789: 0.00039184905256504075
Position 17: 0.00039152014993223814
Position 85: 0.0003475249279081686
Position 1361: 0.00032263796301839427
Position 1349: 0.0002666941466407827
Position 227: 0.0002387118493011467
Position 30: 0.00023863177345042957
Position 1395: 0.00022203853897266595
Position 514: 0.00013084443325990375
Position 961: 0.00013031661248108856
Position 318: 0.00011841431805998808
Position 316: 9.667932468749336e-05
Position 1409: 8.239707880498775e-05
Position 249: 7.746109129937035e-05
Position 552: 7.636082005260257e-05
Position 1801: 6.752377890085723e-05
Position 1020: 6.525526818212946e-05
Position 234: 5.6344280999545045e-05
Position 1873: 5.2750177527575365e-05
Position 1609: 3.017364417339176e-05
Position 2102: 2.9285508128688684e-05
Position 1512: 2.7868746471544718e-05
Position 921: 2.228394611304756e-05
Position 1217: 2.1505521043830025e-05
Position 43: 2.0280242109653613e-05
Position 2160: 1.9022512988354413e-05
Position 125: 1.8264972497936547e-05
Position 835: 1.7105422026713983e-05
Position 1974: 1.6523464001932116e-05
Position 159: 1.459656522660884e-05
Position 2059: 1.4046290121615206e-05
Position 831: 1.2780337235009742e-05
Position 976: 1.2334147732730687e-05
Position 471: 1.197609472103136e-05
Position 919: 1.1863523703756264e-05
Position 1729: 1.1604644617223242e-05
Position 2039: 1.0722967021262962e-05
Position 640: 8.480179515017568e-06
Position 386: 8.087404070321823e-06
Position 419: 7.340634641947511e-06
Position 3: 5.84833570646301e-06
Position 295: 5.631838078319068e-06
Position 701: 5.56542391330398e-06
Position 407: 5.034332179894041e-06
Position 607: 4.359828816268597e-06
Position 1220: 4.205040102996165e-06
Position 816: 3.411762124416041e-06
Position 772: 2.9564706577066374e-06
Position 2110: 2.7641032971497414e-06
Position 2067: 2.5478763966946345e-06
Position 2007: 2.329465895215165e-06
Position 450: 1.5723883338161964e-06
Position 1885: 1.0943013369747715e-06
Position 1696: 1.012501038240967e-06
Position 516: 9.5179725545984e-07
Position 779: 3.7633016916845316e-07
Position 2022: 2.0791600528104004e-07
Position 765: 1.767500675356275e-07
Position 1713: 1.7506298364045149e-07
Position 1814: 1.7282695094298912e-07
Position 1753: 9.678718430296195e-08
Position 829: 9.440969882177202e-08
Position 2246: 8.379195989536372e-08
Position 1939: 8.334039610223799e-08
Position 774: 7.208044160934377e-08
Position 1318: 6.393676417060934e-08
Position 1501: 6.361402890314132e-08
Position 2237: 5.651478961816162e-08
Position 1363: 9.56642210460236e-09
Position 704: 4.689071557386141e-09
Position 1623: 1.1074253110374391e-09
Position 731: 7.792713455111925e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2156: 0.9936520931173325
Position 737: 0.9202259591719355
Position 1631: 0.9143312803321634
Position 158: 0.8306739808899329
Position 879: 0.19178192711583836
Position 858: 0.054367560108672455
Position 704: 0.04072384472811086
Position 1668: 0.022712136233645524
Position 1657: 0.020510961545188465
Position 1279: 0.01907338780156125
Position 2022: 0.016536523023839587
Position 1276: 0.016455382476413944
Position 188: 0.012607203702027453
Position 1225: 0.008410205757142372
Position 717: 0.005509465488699027
Position 165: 0.0036483828699073397
Position 800: 0.003483653160820576
Position 989: 0.0031028761997513206
Position 1645: 0.002747597060278448
Position 450: 0.0026976565010024198
Position 1587: 0.0025047707520242596
Position 846: 0.0024057038497138287
Position 779: 0.0023932362608832243
Position 2198: 0.0023567580856027033
Position 277: 0.002242199852999938
Position 1959: 0.00197686002718958
Position 876: 0.001595637780858593
Position 419: 0.0015313321531056445
Position 933: 0.0015140787693793966
Position 1318: 0.001507597382818589
Position 1330: 0.0014800865299161646
Position 2007: 0.0014774110877182971
Position 1788: 0.0013609898799489383
Position 1020: 0.0013268131427473528
Position 1694: 0.001096326980185566
Position 1782: 0.0009382954268363058
Position 316: 0.0008771143516671604
Position 1477: 0.0008743062560041504
Position 888: 0.0008380129911214927
Position 1885: 0.0007584408862977071
Position 404: 0.0006282612147451387
Position 939: 0.0005109118386927549
Position 2037: 0.00041759082752939914
Position 1812: 0.0003675368662206651
Position 458: 0.0002987943643805544
Position 1725: 0.00029265736573242155
Position 326: 0.00019207735277697584
Position 2169: 0.00018015182766714904
Position 1085: 0.0001797186447464139
Position 1389: 0.00016199786304967902
Position 1947: 0.000150101676254604
Position 1373: 0.00012548210700056748
Position 1530: 0.00012092908920315847
Position 891: 0.00011801642853989331
Position 106: 0.00011269371974234834
Position 2141: 8.64822841773627e-05
Position 1044: 8.301522130576095e-05
Position 1713: 8.202588991825003e-05
Position 1038: 7.851186150065752e-05
Position 1395: 7.664875607832316e-05
Position 1349: 6.81980470406101e-05
Position 1361: 6.309189510951808e-05
Position 810: 5.135090417376361e-05
Position 2282: 5.0832333624875716e-05
Position 855: 4.93218877882028e-05
Position 583: 4.6696904587711135e-05
Position 334: 3.4494118647588816e-05
Position 948: 2.962912903743699e-05
Position 514: 2.6308985333448994e-05
Position 1014: 2.357314533480436e-05
Position 416: 1.8692991248895764e-05
Position 1856: 1.3425884934114034e-05
Position 1814: 9.83645942851106e-06
Position 2164: 9.11945318909993e-06
Position 1059: 8.397041222238907e-06
Position 957: 8.077949066621205e-06
Position 951: 7.778056734685833e-06
Position 467: 6.921143114453655e-06
Position 1293: 6.191708387270853e-06
Position 1358: 5.159914002853571e-06
Position 623: 2.915552836848926e-06
Position 2108: 2.4314052953482508e-06
Position 2246: 1.5677319288080983e-06
Position 1000: 1.1678892988985584e-06
Position 407: 9.972542475649664e-07
Position 2350: 9.899642661318263e-07
Position 331: 3.1547296794965424e-07
Position 630: 2.902679590163061e-07
Position 2122: 1.7275106460467695e-07
Position 2102: 1.345042080752984e-07
Position 60: 1.0266382406886812e-07
Position 2307: 9.200998522418901e-08
Position 494: 6.145331554000637e-08
Position 2300: 4.189379219006797e-08
Position 488: 2.4917387793429114e-08
Position 1047: 1.1279289014141562e-08
Position 816: 9.05429348868881e-09
Position 46: 1.8715534414421487e-09
Position 430: 6.617026621445361e-10
Position 600: 1.8378323782809275e-10
Position 50: 3.971306093165998e-11
