Gene = CG33260
index = 568
Annotated 5SS: [ 61 205 553 878]
Annotated 3SS: [117 291 769 939]
SMsplice 5SS: [ 61 205]
SMsplice 3SS: [117 291]
top_k =  1000
Partition function (log Z): -3.46816740921264

Sorted 5' Splice Sites (High to Low Probability):
Position 205: 0.978954839358785
Position 61: 0.6207538381302837
Position 553: 0.5634694245628867
Position 878: 0.08306695527383684
Position 850: 0.040716124806153706
Position 589: 0.02641456162688757
Position 34: 0.006527690994703547
Position 227: 0.005823511686316097
Position 706: 0.004788553336333605
Position 353: 0.004145777117319058
Position 857: 0.0032894244389245326
Position 310: 0.001244648393033114
Position 605: 0.0011576670223195145
Position 700: 0.0010357344440047114
Position 524: 0.0009633922197233325
Position 54: 0.0006794428608360946
Position 248: 0.0006430546594873855
Position 1104: 0.00056287401725637
Position 1125: 0.0004969739585479279
Position 190: 0.0002995967514045967
Position 910: 0.00027785131702549263
Position 434: 0.00026307997605419856
Position 1022: 0.0002576765894174692
Position 14: 0.00023452198113058646
Position 807: 0.0001816745068489315
Position 811: 9.869649409949833e-05
Position 623: 6.222347671341347e-05
Position 793: 3.341667544633621e-05
Position 65: 2.766672707135058e-05
Position 162: 2.3170449385553932e-05
Position 45: 1.4136558937396356e-05
Position 731: 1.2019564775445654e-05
Position 1167: 1.0130698736125371e-05
Position 593: 7.93746901946517e-06
Position 154: 7.388396535377566e-06
Position 630: 6.321459960972411e-06
Position 951: 5.308803679226635e-06
Position 1155: 2.7773958632885483e-06
Position 357: 1.5683474026445072e-06
Position 662: 4.6987453969781175e-07
Position 410: 1.1223561029522248e-07
Position 300: 5.782619815893578e-08
Position 618: 3.9008129255520736e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 291: 0.9537831176807543
Position 117: 0.624975281671363
Position 769: 0.3066933184105053
Position 939: 0.24704924898659172
Position 623: 0.10622604616666964
Position 626: 0.06852515062266046
Position 753: 0.010536131296025776
Position 446: 0.008008805176708378
Position 1002: 0.007585318209700621
Position 372: 0.0039842501948201695
Position 380: 0.002385873808457974
Position 1183: 0.0014416984692528433
Position 910: 0.0013762072899128426
Position 951: 0.0011307911971548032
Position 744: 0.0009777252013858952
Position 804: 0.0003926604623121722
Position 1149: 0.000315707357268151
Position 348: 0.0002566558765842765
Position 789: 0.0002297462817516062
Position 881: 0.0001895129562715244
Position 162: 0.00014882590623257734
Position 416: 0.00013343056781807267
Position 1133: 3.751248164584176e-05
Position 1155: 3.344147115923481e-05
Position 310: 2.7413038338643864e-05
Position 357: 2.0924341671335032e-05
Position 225: 1.677284745666895e-05
Position 704: 1.67567759467722e-05
Position 1012: 1.4486860140338584e-05
Position 1276: 1.3900844853165535e-05
Position 1221: 1.1831798396294156e-05
Position 407: 8.567577289396195e-06
Position 75: 3.8549948319581e-06
Position 353: 3.0412621450149495e-06
Position 1050: 1.762551865685588e-06
Position 449: 1.711681441328832e-06
Position 65: 1.0811258589675694e-06
Position 183: 9.187692983981865e-07
Position 171: 7.336790283972826e-07
Position 305: 6.153803134456883e-07
Position 500: 5.019869445234042e-07
Position 237: 4.967795433492437e-07
Position 410: 1.412623928424859e-07
Position 570: 1.0471929396743163e-07
Position 341: 8.691398447715788e-08
Position 398: 7.127135830683428e-08
Position 521: 3.1319364564237294e-08
Position 136: 2.1745311495363615e-08
Position 536: 1.0376612660570308e-08
Position 453: 8.644011640276785e-09
Position 467: 7.174682107389849e-09
Position 209: 5.868981490465247e-09
Position 205: 4.867865690898108e-09
Position 524: 3.5543775126917112e-09
Position 559: 3.0099780653560065e-09
Position 533: 6.755605021694221e-10
Position 190: 4.947852550744869e-11
