Gene = Gbs-70E
index = 1183
Annotated 5SS: [ 439  978 3859 8243 8621]
Annotated 3SS: [ 815 3492 8035 8307 8679]
SMsplice 5SS: [ 439  978 3859 8243 8621]
SMsplice 3SS: [ 815 3492 8035 8307 8679]
top_k =  1000
Partition function (log Z): 14.496218532568385

Sorted 5' Splice Sites (High to Low Probability):
Position 8621: 0.9998326590720811
Position 3859: 0.9759196175680649
Position 8243: 0.9720594608741769
Position 439: 0.9509540772746646
Position 978: 0.9311470699439712
Position 7535: 0.07731187055944162
Position 1991: 0.05890101059981593
Position 1130: 0.05125866363408238
Position 1689: 0.046742099191881485
Position 1976: 0.040410595591250334
Position 1234: 0.03638372136135838
Position 2402: 0.028570793114071548
Position 8247: 0.026746783795967566
Position 1292: 0.02583222223705706
Position 4044: 0.02443866732090493
Position 5712: 0.02385487458457547
Position 7298: 0.0176385261287998
Position 2237: 0.016759001366707778
Position 7489: 0.01562489219964297
Position 2356: 0.015050604510828096
Position 7737: 0.01244721845836957
Position 6473: 0.012255628077819384
Position 622: 0.01144706677575146
Position 2810: 0.011014789039077672
Position 9147: 0.008789821876025266
Position 8390: 0.007822207126363504
Position 4095: 0.007231463162027251
Position 8806: 0.006777402377347847
Position 2295: 0.005916683727018827
Position 7220: 0.005629043551497451
Position 1647: 0.005573942592492619
Position 8853: 0.005286774638676208
Position 7933: 0.005212796882955953
Position 3889: 0.004320158932666226
Position 3854: 0.0036698179383697405
Position 1286: 0.0030798592382142733
Position 3067: 0.003051919703673438
Position 7801: 0.0029772551054801626
Position 4717: 0.0027647564098473502
Position 5588: 0.0024380609998379305
Position 7004: 0.0023168085770344272
Position 3370: 0.002131153090946945
Position 296: 0.0019393689067551498
Position 2927: 0.0017740402108148
Position 446: 0.0017673559261315453
Position 992: 0.0017206126787197018
Position 5641: 0.0016184002131686929
Position 9044: 0.0016097890816514102
Position 6066: 0.0013528723678359418
Position 8094: 0.001309259718408928
Position 3893: 0.0012497642870799262
Position 8423: 0.0011856381734460916
Position 8907: 0.001145101984583118
Position 4032: 0.0010751430097248114
Position 928: 0.0009885331096299466
Position 2492: 0.0009099208377502606
Position 403: 0.0008824504739561156
Position 1229: 0.0008345130209430392
