Gene = Pldn
index = 1384
Annotated 5SS: [  92  360  503 1174]
Annotated 3SS: [ 149  417 1086 1290]
SMsplice 5SS: [ 503 1174]
SMsplice 3SS: [1086 1290]
top_k =  1000
Partition function (log Z): -1.5928792360750503

Sorted 5' Splice Sites (High to Low Probability):
Position 1174: 0.9398924501384103
Position 503: 0.7730748882854389
Position 1028: 0.4027243138830682
Position 360: 0.36059152224961316
Position 92: 0.3162308597759227
Position 39: 0.036142051427299766
Position 1226: 0.030313648353323834
Position 537: 0.02655381155596418
Position 970: 0.02151268558453202
Position 1217: 0.015084753602890596
Position 618: 0.007371069657609574
Position 420: 0.006947103210024735
Position 1501: 0.004215707081260705
Position 532: 0.003398366898597571
Position 589: 0.0016399796818558272
Position 334: 0.0013164757084806018
Position 369: 0.001279586063356888
Position 1647: 0.0012107588639863707
Position 1416: 0.0008284208142260574
Position 927: 0.0007211086819897778
Position 1595: 0.0006402941603256857
Position 51: 0.0005739818185148907
Position 547: 0.0004857577522772079
Position 530: 0.0004695280245865276
Position 1167: 0.00043980809230797076
Position 1525: 0.0004393947243095259
Position 974: 0.00042028246960195467
Position 1443: 0.0003136015086091666
Position 692: 0.0002918146743901675
Position 720: 0.00023784087797542125
Position 645: 0.00019714197825669257
Position 372: 0.00019037152815992156
Position 1453: 0.00017718595282001422
Position 111: 0.00015998554717951903
Position 976: 0.00015737598664485966
Position 824: 0.00015466156109798107
Position 662: 0.00013247210367072385
Position 854: 0.00010718341243285824
Position 507: 0.00010549610215396584
Position 1481: 9.66942524322816e-05
Position 288: 9.212664779453202e-05
Position 1514: 8.305424380935185e-05
Position 522: 8.09101899519433e-05
Position 131: 5.7977750173966224e-05
Position 1383: 5.23397913207015e-05
Position 109: 4.740747435230724e-05
Position 43: 2.965608776867021e-05
Position 20: 2.8823559431571524e-05
Position 665: 2.4171991651571133e-05
Position 1576: 2.3372882094866306e-05
Position 1642: 2.208644781928461e-05
Position 262: 1.7601763438635768e-05
Position 648: 1.7334178492138693e-05
Position 291: 1.616949916075229e-05
Position 1096: 1.2935520141984064e-05
Position 272: 1.1913273172454413e-05
Position 602: 1.1296564852608453e-05
Position 123: 1.119506850509935e-05
Position 1570: 7.395134087118732e-06
Position 1046: 6.860836680224078e-06
Position 1400: 5.9070578350799576e-06
Position 772: 3.528578949074427e-06
Position 1637: 3.5210937929776975e-06
Position 406: 3.0555393192277233e-06
Position 1147: 2.564426304556573e-06
Position 128: 2.4924539186702552e-06
Position 482: 2.0969182792671645e-06
Position 1628: 2.050235163180222e-06
Position 301: 1.755796098561987e-06
Position 239: 1.1650803380149092e-06
Position 68: 1.0601102121459067e-06
Position 151: 9.97607309183129e-07
Position 149: 1.1834505425436288e-07
Position 1365: 5.209919887255704e-10
Position 1418: 1.7942708091405713e-10
Position 448: 6.207228562336597e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1290: 0.9808885033446486
Position 1086: 0.9242856436433762
Position 149: 0.31367701705804624
Position 417: 0.2605730061539143
Position 823: 0.14064104332767877
Position 889: 0.10717933089998433
Position 423: 0.05020143537773674
Position 719: 0.04630386361174953
Position 107: 0.02378903878762822
Position 798: 0.021042451548872
Position 772: 0.014047228073041793
Position 970: 0.009462064797336803
Position 1270: 0.008286217257518118
Position 178: 0.0077607341898754305
Position 1260: 0.005631481837762616
Position 784: 0.005266763013056237
Position 1642: 0.003474977480022293
Position 1011: 0.003193820519370747
Position 805: 0.0030817609571611167
Position 651: 0.0025981318322898044
Position 861: 0.0025016328916627945
Position 252: 0.0021725813862693726
Position 454: 0.002135144121528506
Position 927: 0.002134497272558994
Position 1729: 0.001842885997126461
Position 933: 0.0017569881661556209
Position 477: 0.0016020510119631158
Position 555: 0.0014589690792803736
Position 1583: 0.0013850524280502536
Position 979: 0.0010845170237766598
Position 1610: 0.0009914961293820618
Position 589: 0.0008258738724303607
Position 937: 0.0006324754975703652
Position 1323: 0.0005892653075841538
Position 903: 0.0005385440979415357
Position 1019: 0.0005233832046193025
Position 427: 0.0005073935376089803
Position 689: 0.00042774154575456284
Position 406: 0.00040461460022442526
Position 226: 0.0003628385249315294
Position 1507: 0.0002905712401105047
Position 648: 0.0002854206619020946
Position 345: 0.00027169571404694177
Position 288: 0.0002192744639131841
Position 1588: 0.00019986987877091238
Position 1320: 0.00015601499576696178
Position 1703: 0.00012010571160239135
Position 1492: 9.828020848995244e-05
Position 91: 7.386761168400946e-05
Position 457: 5.93695508607377e-05
Position 182: 5.61362404245278e-05
Position 1670: 4.854697352938708e-05
Position 1415: 4.2622642630583024e-05
Position 1111: 3.7498389035691796e-05
Position 691: 2.9668149752127495e-05
Position 1459: 2.485550781155135e-05
Position 1436: 2.387015945246505e-05
Position 109: 2.1410435281973433e-05
Position 1131: 1.983114328563548e-05
Position 1101: 1.718640619568049e-05
Position 842: 1.464200983409307e-05
Position 350: 1.4238442541088786e-05
Position 1335: 1.1912237632037742e-05
Position 1297: 1.1143853849658145e-05
Position 1217: 1.0004249155920404e-05
Position 1116: 9.761641233594992e-06
Position 482: 8.799202482218067e-06
Position 1134: 8.62425995031438e-06
Position 942: 7.972789203739626e-06
Position 1647: 7.891621394311511e-06
Position 951: 6.832148741291909e-06
Position 1222: 6.715627854916286e-06
Position 726: 6.583593033800561e-06
Position 1143: 6.306314441589921e-06
Position 1514: 6.054869466526317e-06
Position 732: 5.790384458257064e-06
Position 1525: 5.335098208273566e-06
Position 834: 4.795038869887556e-06
Position 1651: 3.9953166181706784e-06
Position 313: 2.265535811012355e-06
Position 662: 1.9519559787217478e-06
Position 1707: 1.6117586624118915e-06
Position 1226: 1.0670091248172207e-06
Position 74: 6.597569167196885e-07
Position 1155: 5.219389583397105e-07
Position 272: 5.059136107472684e-07
Position 489: 3.081688693898321e-07
Position 79: 1.6840740339784824e-07
Position 277: 1.3725456549838127e-07
Position 526: 1.2635724016066947e-07
Position 262: 6.399611028511926e-08
Position 364: 2.2709383380707e-08
Position 552: 1.0076356379969224e-08
Position 76: 1.8166795546835657e-09
Position 507: 4.506811358108009e-11
Position 530: 1.5355246556088068e-12
Position 318: 1.1286040843227036e-14
