Gene = mRpL21
index = 1767
Annotated 5SS: [152]
Annotated 3SS: [227]
SMsplice 5SS: [152]
SMsplice 3SS: [227]
top_k =  1000
Partition function (log Z): -2.3787933584588634

Sorted 5' Splice Sites (High to Low Probability):
Position 152: 0.999060345109484
Position 809: 0.18622768834628298
Position 1676: 0.15154040745413336
Position 365: 0.04373314574025975
Position 1066: 0.012159980842664092
Position 890: 0.00544350643732839
Position 428: 0.0039882066914961305
Position 905: 0.003906296757980264
Position 914: 0.003418542713016778
Position 257: 0.0017941820504317522
Position 873: 0.0014728453248476262
Position 1115: 0.0014163672517367892
Position 503: 0.0013184058251306675
Position 643: 0.0006174919171044051
Position 156: 0.0006141385527944299
Position 1469: 0.0005932783333783456
Position 572: 0.0004033901364355353
Position 1132: 0.0003706735169206164
Position 536: 0.00035602935030256343
Position 398: 0.00031164867935271133
Position 1137: 0.00022773713113231122
Position 763: 0.00020340755307710813
Position 1011: 0.00019625411594654515
Position 739: 0.0001714228598559932
Position 409: 0.00016717508182240233
Position 683: 0.0001644044911117325
Position 178: 0.00015894129594239644
Position 1584: 0.00011050490177082735
Position 798: 0.00010586429905598168
Position 1124: 0.00010562063110565345
Position 1514: 9.957989032365308e-05
Position 1081: 6.236295475095932e-05
Position 757: 5.487400036138325e-05
Position 293: 4.5679838622870116e-05
Position 1108: 4.424072623260335e-05
Position 52: 4.284429746941269e-05
Position 1212: 4.264241512364938e-05
Position 516: 3.412816862327612e-05
Position 1704: 3.2343609901273486e-05
Position 137: 2.497200583348302e-05
Position 1033: 1.831318395998596e-05
Position 584: 1.7960918493469644e-05
Position 1025: 1.217542590073154e-05
Position 1243: 1.2099474461329926e-05
Position 1275: 9.826615111871242e-06
Position 1680: 9.358527569010485e-06
Position 587: 8.069605364259865e-06
Position 1203: 6.6595117536736945e-06
Position 452: 6.066586241492341e-06
Position 1315: 4.7410849188847386e-06
Position 775: 4.69757316898045e-06
Position 1106: 4.454120091025015e-06
Position 331: 2.4839289783134847e-06
Position 1190: 2.136334577120732e-06
Position 1182: 2.0884643717546204e-06
Position 1701: 1.0875787800030928e-06
Position 1076: 8.550091062330314e-07
Position 1691: 6.609965875873567e-07
Position 62: 2.7409278961937335e-07
Position 401: 1.8439291314749912e-07
Position 224: 1.0558425379231183e-07
Position 141: 6.539248392217e-08
Position 107: 4.418231096827804e-08
Position 711: 4.246222472514477e-08
Position 200: 3.207023263295594e-08
Position 716: 3.111477755593702e-08
Position 124: 2.554056781201219e-08
Position 84: 2.3823000161882668e-08
Position 976: 1.539817198492294e-08
Position 228: 5.262200136230488e-09
Position 187: 4.856292107142634e-09
Position 1050: 3.4458495988183716e-09
Position 237: 1.6239374029883085e-09
Position 1039: 1.777064487721813e-10

Sorted 3' Splice Sites (High to Low Probability):
