Gene = mRpL4
index = 1773
Annotated 5SS: [721]
Annotated 3SS: [782]
SMsplice 5SS: [721]
SMsplice 3SS: [782]
top_k =  1000
Partition function (log Z): -5.551812138407405

Sorted 5' Splice Sites (High to Low Probability):
Position 721: 0.974785581506899
Position 734: 0.017376994771454227
Position 509: 0.01612414371365298
Position 45: 0.015505060513734688
Position 287: 0.007329229643288788
Position 526: 0.006217126647844774
Position 224: 0.0055346931160529505
Position 383: 0.005426112485759905
Position 738: 0.0020784890271778093
Position 416: 0.0009674743019362631
Position 713: 0.0009615939152307962
Position 753: 0.0005923445734144865
Position 512: 0.0004004037793360911
Position 158: 0.000274881994265785
Position 997: 0.00018279567156495556
Position 483: 0.00014587080349419683
Position 1005: 0.00011675634877428326
Position 456: 0.00010776836221979264
Position 373: 8.147348771973875e-05
Position 981: 5.972438916889397e-05
Position 474: 5.678749978932547e-05
Position 6: 5.554567781885734e-05
Position 704: 4.193392955867377e-05
Position 137: 4.1493609116374266e-05
Position 725: 4.13493745073777e-05
Position 83: 3.794761640091316e-05
Position 661: 2.4187090483493034e-05
Position 596: 1.784983157653754e-05
Position 52: 1.7574114756887293e-05
Position 134: 1.3269271282127463e-05
Position 429: 1.2497819337288814e-05
Position 569: 1.2112482937394504e-05
Position 356: 8.262668293625888e-06
Position 423: 6.107981284750736e-06
Position 314: 2.6369724135595945e-06
Position 462: 2.533258867481206e-06
Position 426: 2.48528481178316e-06
Position 865: 2.0006801336130634e-06
Position 635: 1.200816853266959e-06
Position 1014: 9.47264552538651e-07
Position 335: 5.584167604989326e-07
Position 95: 3.582191960189471e-07
Position 361: 3.4419700035275433e-07
Position 378: 3.2959656207940215e-07
Position 459: 3.1695497510448023e-07
Position 594: 2.2650573575655082e-07
Position 904: 1.3533864017693447e-07
Position 895: 9.270391779109329e-08
Position 913: 8.639416418284843e-08
Position 439: 7.22562722959113e-08
Position 835: 7.069558446954206e-08
Position 272: 2.6444209364048367e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 782: 0.9601324149687912
Position 575: 0.0364212979943537
Position 813: 0.03546616301774438
Position 98: 0.012706866845540626
Position 784: 0.003414860545974639
Position 102: 0.0022451296430987754
Position 601: 0.001070790000586551
Position 349: 0.0007257245562278681
Position 565: 0.0003771019221158728
Position 1056: 0.00032313974850610775
Position 716: 0.00028568984623490745
Position 111: 0.000232823333985343
Position 286: 0.0001868846177790895
Position 455: 0.000143314446701877
Position 904: 0.0001354053916320784
Position 610: 0.00011818727176732689
Position 594: 8.348901138495248e-05
Position 231: 8.109085420951441e-05
Position 117: 6.79000411991741e-05
Position 451: 5.580769265309287e-05
Position 1027: 5.074549348694288e-05
Position 78: 4.791112871647283e-05
Position 882: 4.0240539812131106e-05
Position 930: 3.81049603205049e-05
Position 328: 3.680626092533018e-05
Position 818: 3.0569530051078406e-05
Position 212: 2.8736645600645098e-05
Position 203: 2.859683251387248e-05
Position 499: 1.8606372244148836e-05
Position 387: 1.7698355419085197e-05
Position 659: 1.7213142265772475e-05
Position 415: 6.919681810440643e-06
Position 436: 4.785198891457778e-06
Position 913: 4.778818504121622e-06
Position 737: 4.621655270115014e-06
Position 410: 3.7586460879680633e-06
Position 367: 2.6932647719350756e-06
Position 653: 2.5305985180357354e-06
Position 82: 2.1430922613433855e-06
Position 373: 2.054129045502623e-06
Position 525: 1.873529469886842e-06
Position 146: 1.3316047106938596e-06
Position 352: 9.352768813252178e-07
Position 158: 6.035777009882196e-07
Position 661: 6.000973664273748e-07
Position 567: 2.6078056054339763e-07
Position 968: 1.9347624971377506e-07
Position 180: 1.2442676288737714e-07
Position 512: 1.1345143770092608e-07
Position 670: 1.0534258255222247e-07
Position 927: 8.564284648216067e-08
Position 247: 1.6515075419433067e-08
Position 228: 1.465768975065275e-08
Position 1002: 5.2797615274896875e-09
Position 361: 2.5407643526899356e-10
Position 280: 1.053548293783596e-11
Position 259: 5.910239022614878e-14
Position 369: 1.3693880118473257e-14
