Gene = smg
index = 1880
Annotated 5SS: [1136 4891 5946]
Annotated 3SS: [2423 4947 6451]
SMsplice 5SS: [ 138 4891 5217]
SMsplice 3SS: [4733 4947 5279]
top_k =  1000
Partition function (log Z): -11.09738156576535

Sorted 5' Splice Sites (High to Low Probability):
Position 4891: 0.8971636156920036
Position 5217: 0.6109662249196939
Position 138: 0.5928228822361111
Position 5537: 0.39950194087735924
Position 411: 0.12529634783692678
Position 724: 0.1199174243570453
Position 264: 0.07025113146436399
Position 728: 0.056582920419875476
Position 6280: 0.03192996204465216
Position 1136: 0.018551281513210338
Position 6141: 0.01343088296144939
Position 5181: 0.010844170454520047
Position 489: 0.009659470870932838
Position 2527: 0.007552913048272063
Position 154: 0.006732564018819533
Position 2267: 0.006640921903340891
Position 5946: 0.006418881245503874
Position 170: 0.006398444413982607
Position 1404: 0.005748833565040408
Position 6137: 0.005526290577858659
Position 132: 0.0042069250034473035
Position 4956: 0.003803029818373126
Position 6980: 0.0023821876349994246
Position 381: 0.0022927984211003763
Position 2480: 0.0022404843224026185
Position 5954: 0.0018067924054221952
Position 718: 0.0014172262972323843
Position 2812: 0.0011248221211032675
Position 6768: 0.0010647388967819215
Position 612: 0.0008210846654435046
Position 4896: 0.0007846982665747196
Position 2367: 0.0005217588326177173
Position 1170: 0.00047168298036903044
Position 1215: 0.00037771152405430736
Position 5541: 0.00036068566802660595
Position 2251: 0.0003542235324106835
Position 1928: 0.00034016579318560267
Position 5385: 0.0003322128417463395
Position 2753: 0.00032335518316403434
Position 2851: 0.00030289709491521663
Position 2096: 0.0003025764014105419
Position 2283: 0.00025052503369648644
Position 128: 0.00023913445863180946
Position 118: 0.0002383642801608862
Position 714: 0.0002058363024308176
Position 1354: 0.00019203113928081359
Position 158: 0.00019079644957722386
Position 621: 0.00018077009500975225
Position 2264: 0.00015909556285608557
Position 2860: 0.00014985070518976133
Position 998: 0.00012440713743098973
Position 222: 0.00010316750205194242
Position 5349: 7.62969450714518e-05
Position 2453: 7.251860022545719e-05
Position 5221: 6.546999190605358e-05
Position 704: 5.9213927368952406e-05
Position 26: 5.555425903006235e-05
Position 1164: 4.5349125317638315e-05
Position 1439: 4.519694430482643e-05
Position 1050: 4.1996853771335716e-05
Position 557: 3.660006507784322e-05
Position 1299: 3.4028608341602164e-05
Position 1166: 2.666202317702802e-05
Position 521: 2.352117066131945e-05
Position 2254: 2.057524087372078e-05
Position 176: 1.930190189813491e-05
Position 104: 1.6018192351434725e-05
Position 532: 1.5840828949437397e-05
Position 1042: 1.3597137175486404e-05
Position 1238: 1.307158728985176e-05
Position 655: 1.2137940504820487e-05
Position 537: 1.068755603683701e-05
Position 493: 9.728501984541778e-06
Position 209: 4.74729390971095e-06
Position 353: 4.02084292565288e-06
Position 710: 3.741318022182688e-06
Position 20: 2.5657618633992417e-06
Position 450: 1.8773583215716993e-06
Position 969: 1.7586110318554667e-06
Position 1508: 1.7117288693542974e-06
Position 1987: 1.6414934582361603e-06
Position 1147: 1.5838483672961028e-06
Position 500: 1.5064173938549667e-06
Position 554: 1.4979853128929402e-06
Position 156: 1.2559179719902114e-06
Position 552: 1.1911903528509482e-06
Position 90: 1.0964133285736182e-06
Position 1419: 1.0739307988587395e-06
Position 1158: 1.0549886628684686e-06
Position 995: 8.112877783876885e-07
Position 111: 7.875097790416827e-07
Position 927: 7.555372931202813e-07
Position 1726: 7.436709912907396e-07
Position 1168: 6.436994995884437e-07
Position 993: 5.007674566652908e-07
Position 525: 3.780021428037015e-07
Position 787: 2.02519333410625e-07
Position 1917: 1.1616485481067452e-07
Position 326: 7.720988581685562e-08
Position 523: 4.89581801893501e-08
Position 716: 2.6928846533112697e-08
Position 530: 2.3861266553827844e-08
Position 333: 2.3678689680141083e-08
Position 481: 2.2588507690924017e-08
Position 466: 5.22758629190598e-09
Position 469: 1.6284664005697293e-09
Position 659: 1.209375557132349e-10
Position 657: 1.2277060175343223e-14
Position 643: 1.1031885202460174e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4947: 0.8194399564975982
Position 5279: 0.5222694983282137
Position 4733: 0.22360817981580733
Position 4675: 0.19769787152989932
Position 5610: 0.13904099510774787
Position 2423: 0.12958282959375353
Position 4645: 0.12320130853313511
Position 6050: 0.11437150973035051
Position 6228: 0.05956650655376731
Position 7179: 0.054085659010609466
Position 5080: 0.04114561422531433
Position 4511: 0.03657049048393876
Position 2962: 0.03555683559782109
Position 5638: 0.03042079420636197
Position 2592: 0.0288888956637713
Position 5083: 0.027321012356716443
Position 4678: 0.02713963842320094
Position 5104: 0.026365737559104912
Position 6137: 0.024991371340423688
Position 4753: 0.021381231432056082
Position 5660: 0.02103383270567649
Position 6831: 0.02054444699614405
Position 4773: 0.01976094082014641
Position 4104: 0.017189106154238798
Position 6342: 0.01635736020188001
Position 5644: 0.01626661862989662
Position 6978: 0.01526768859074013
Position 6451: 0.01503143035920325
Position 6201: 0.01430906157557428
Position 5446: 0.012425199657093313
Position 4423: 0.011251953993077945
Position 7479: 0.010876591037393645
Position 7122: 0.010813238155364962
Position 3290: 0.010590969281508718
Position 5663: 0.010232727858629435
Position 755: 0.009474155087826236
Position 3955: 0.007301338896835934
Position 366: 0.006949321281908685
Position 5242: 0.006935156003579769
Position 6189: 0.006253443401736213
Position 4200: 0.004749260806691272
Position 4357: 0.004681225321844884
Position 2158: 0.004579135322390567
Position 5748: 0.004442021150308925
Position 6169: 0.004185077721941409
Position 587: 0.004120509264782441
Position 2480: 0.0036127690359684683
Position 7034: 0.0035570319022285987
Position 3465: 0.003148928786716566
Position 6413: 0.00305794260538594
Position 4113: 0.0028711675771464413
Position 3686: 0.0027738701389363896
Position 4477: 0.0027686134325171307
Position 5293: 0.0026409238917641455
Position 4291: 0.002330891034599446
Position 5993: 0.002065655843839483
Position 3397: 0.0017264362078607807
Position 7174: 0.0017184529978002605
Position 6592: 0.00168059516631736
Position 2504: 0.0016057936767529012
Position 7358: 0.0015680142147491988
Position 655: 0.0015570705842106335
Position 4225: 0.001421973884326637
Position 5788: 0.001388750748842954
Position 2507: 0.0012025045123149295
Position 1234: 0.0011336333666504517
Position 5239: 0.001108718704762862
Position 5194: 0.0010872535141852333
Position 2071: 0.0010168913945613008
Position 4960: 0.0010098206429262119
Position 4989: 0.0009114039688825436
Position 5191: 0.000811159305583204
Position 3952: 0.0008063046973181112
Position 5443: 0.0007837498911703939
Position 6908: 0.0007751501378820804
Position 791: 0.0007260302426597531
Position 7668: 0.0007015365052041858
Position 5745: 0.0005939810774931868
Position 1242: 0.0005692532623429261
Position 5380: 0.0005617799283727055
Position 488: 0.0005070564878511311
Position 6059: 0.0004799871813708828
Position 2752: 0.00044116154293281305
Position 1532: 0.0004325737349137126
Position 5290: 0.00043129090839851567
Position 2113: 0.0003830362619506622
Position 313: 0.0003805331413862208
Position 855: 0.0003706414411435252
Position 5560: 0.0003254535343248093
Position 1261: 0.000309368586814961
Position 758: 0.00029492771901558443
Position 4998: 0.00022824909339102926
Position 5771: 0.00021943156564135802
Position 201: 0.0001945385857039382
Position 910: 0.00016231839242395547
Position 380: 0.00015276737130303164
Position 388: 0.000146180224816739
Position 1018: 0.00014077616388008708
Position 1279: 0.00012302712485704297
Position 300: 0.00011674872264870376
Position 800: 0.00010576578182362955
Position 1060: 0.0001020057818860947
Position 222: 0.00010160415086569016
Position 1621: 9.034973669840329e-05
Position 181: 8.295919434195829e-05
Position 425: 5.962124051868941e-05
Position 209: 5.366703519590861e-05
Position 942: 5.117716361567098e-05
Position 956: 4.981643779634344e-05
Position 5260: 4.579094208290565e-05
Position 1508: 2.2179388367002226e-05
Position 889: 2.210515697344205e-05
Position 263: 2.014432300089278e-05
Position 1010: 1.80867250925833e-05
Position 1439: 1.7357553085587302e-05
Position 699: 1.3138699302673408e-05
Position 391: 1.0007769961689742e-05
Position 453: 8.835537951875538e-06
Position 2782: 8.773829650483309e-06
Position 1339: 8.753588691260845e-06
Position 2874: 6.991454848515956e-06
Position 1303: 6.8806027458880945e-06
Position 2636: 6.177413496959267e-06
Position 1386: 5.685930070300853e-06
Position 761: 5.2826184817651575e-06
Position 2484: 5.156825423678981e-06
Position 1252: 5.032628839848894e-06
Position 1750: 4.944764246290724e-06
Position 2359: 4.325531798503249e-06
Position 2447: 2.910451554716641e-06
Position 2385: 2.8294302419066055e-06
Position 1416: 1.2424333191849628e-06
Position 1419: 1.180613979125542e-06
Position 1489: 9.493572523138233e-07
Position 90: 1.201685481577409e-07
Position 170: 6.835640151982986e-08
Position 590: 5.8793302141553366e-08
Position 443: 4.154881792859683e-08
Position 764: 3.7350962078612416e-08
Position 65: 3.0167496493568395e-08
Position 1078: 1.2128774556930813e-08
Position 1347: 1.1417799537064219e-08
Position 98: 8.054029390826425e-09
Position 111: 6.371689221948627e-09
Position 728: 5.218328700922089e-09
Position 410: 4.7889281006152314e-09
Position 402: 8.106121543776417e-10
Position 258: 2.3091943411259894e-10
Position 399: 1.179410678661031e-10
Position 118: 1.0231719886623766e-10
Position 142: 2.367516961190987e-12
Position 136: 2.5374711197110023e-16
