Gene = Naprt
index = 1310
Annotated 5SS: [ 925 1597 2338 2533 3055 3254 4533 4762 7513 7989]
Annotated 3SS: [1291 2166 2405 2970 3125 4391 4589 7246 7578 8051]
SMsplice 5SS: [1597 2338 2533 3055 3254 4533 4762 5439 7513 7989]
SMsplice 3SS: [2166 2405 2970 3125 4391 4589 5102 7246 7578 8051]
top_k =  1000
Partition function (log Z): 37.47799454451138

Sorted 5' Splice Sites (High to Low Probability):
Position 2338: 0.9999666994115612
Position 7513: 0.9997028703372589
Position 4533: 0.9993653498818716
Position 7989: 0.9986432681689114
Position 3055: 0.9109020503603462
Position 5439: 0.8967729201627055
Position 4762: 0.8805856526253545
Position 1597: 0.8523002114716073
Position 3254: 0.699792579220826
Position 2533: 0.6568075347062865
Position 4104: 0.46716674436707717
Position 2898: 0.41088970786223533
Position 5956: 0.223519002241046
Position 199: 0.18667756566089613
Position 1883: 0.17036077490270585
Position 6297: 0.1166067929414119
Position 44: 0.09908154214148186
Position 107: 0.07424233647399285
Position 976: 0.0660056260706502
Position 3338: 0.049042497716441084
Position 1126: 0.0405956718718512
Position 2097: 0.03594221733659868
Position 3041: 0.035270670601192364
Position 2657: 0.029972076843876642
Position 1644: 0.02746685514189768
Position 765: 0.026152046768098732
Position 1601: 0.0252588048257508
Position 120: 0.019730294967079332
Position 925: 0.01969785168512841
Position 2497: 0.01948432345069057
Position 7752: 0.01675385164135648
Position 4747: 0.016072450209997462
Position 8349: 0.01587882364940976
Position 841: 0.015374719297575414
Position 1877: 0.013903054997230865
Position 820: 0.012122305189897304
Position 8375: 0.011365444107567211
Position 4213: 0.00956380761500899
Position 852: 0.009418846955268696
Position 1605: 0.008943888044568995
Position 7785: 0.008853434330371019
Position 2922: 0.008034413469736837
Position 440: 0.0077859215981348475
Position 6448: 0.00703792784840639
Position 368: 0.006669506889807169
Position 8515: 0.006580193652727317
Position 4321: 0.006176778989062356
Position 7674: 0.005734405199350709
Position 2734: 0.005528002170774071
Position 4674: 0.005338307681902828
Position 8367: 0.005197097151915353
Position 436: 0.005169327243418796
Position 4344: 0.004945801340229815
Position 2610: 0.004546680476184137
Position 4291: 0.004271435761496943
Position 3941: 0.003979398869504909
Position 5230: 0.00397788647960556
Position 356: 0.00393540319484627
Position 4078: 0.0038124029435060245
Position 1329: 0.0036447564535138904
Position 358: 0.0035552160880655713
Position 5639: 0.0035032080329632674
Position 354: 0.00347353536687562
Position 360: 0.0034678755481520156
Position 362: 0.0031932342431598834
Position 3224: 0.0030179717932794646
Position 364: 0.002795088630070232
Position 6030: 0.002739572518023278
Position 2601: 0.002721906062136351
Position 2117: 0.0025940568750993185
Position 1655: 0.0024869368346062464
Position 2674: 0.002445716913219339
Position 76: 0.00243291361470968
Position 5470: 0.0022002776391660747
Position 930: 0.0021547174047621214
Position 1959: 0.0020912026621318467
Position 2635: 0.0017778066401088332
Position 117: 0.0017052537781574837
Position 1668: 0.0016611318980056212
Position 193: 0.00152137895920382
Position 3167: 0.0015081939317207486
Position 374: 0.0015018676217654395
Position 2668: 0.0014332027597172984
Position 4754: 0.0013308067501814139
Position 29: 0.001299909738007123
Position 2561: 0.0012624005154115352
Position 4820: 0.0012100006773931755
Position 5961: 0.0012071495992889952
Position 4795: 0.0011849569620624814
Position 773: 0.0010031609725065763
Position 1093: 0.0009947067464533001
Position 2599: 0.0009773892819613026
Position 2779: 0.0009756612129727901
Position 153: 0.0009597968216085432
Position 4849: 0.0008843945634168063
Position 2537: 0.0008004308966942246
Position 4095: 0.0007694389070085687
Position 321: 0.0007540999214566243
Position 2746: 0.0007337589275430809
Position 372: 0.0007108595446350703
Position 3160: 0.0007041166251154267
Position 4964: 0.0006930171098515648
Position 5213: 0.0006804869347661789
Position 7081: 0.000660217727262049
Position 2519: 0.000652024968412959
Position 4311: 0.0006043875328467189
Position 5288: 0.0005319719680897204
Position 4090: 0.0005097109009311887
Position 1157: 0.000484288382034708
Position 7995: 0.0004689539840926254
Position 1641: 0.00043677199955831705
Position 4537: 0.0004167805317147396
Position 4232: 0.00040777440143546925
Position 8193: 0.00036700934577569167
Position 242: 0.00036380849871315646
Position 757: 0.00035342906583420245
Position 1309: 0.0003374212187344777
Position 258: 0.00029978350460671847
Position 1702: 0.0002867846162425372
Position 7773: 0.0002713926579253623
Position 3589: 0.0002628547387279336
Position 779: 0.0002567436996303741
Position 231: 0.00023452544845407552
Position 1185: 0.0002268037597898274
Position 7911: 0.00022199544440043334
Position 4808: 0.00022137309489058006
Position 8377: 0.00021072134247589075
Position 1730: 0.00020394779471588048
Position 8523: 0.00020139244180199023
Position 1865: 0.00019482174959351784
Position 7827: 0.000176341014943732
Position 264: 0.00017265695866405955
Position 3819: 0.00016141682539572088
