Gene = Ltn1
index = 1253
Annotated 5SS: [  71  926 1163 2261 3627 3914 4159 4492 4994 5173 6982 7444 7686]
Annotated 3SS: [ 131  982 1218 2318 3680 3974 4215 4558 5060 6769 7251 7517 7748]
SMsplice 5SS: [  71  926 1163 2261 3627 3914 4159 4492 4994 5173 5395 6982 7444 7686]
SMsplice 3SS: [ 131  982 1218 2318 3680 3974 4215 4558 5060 5258 6769 7251 7517 7748]
top_k =  1000
Partition function (log Z): 39.254423822395445

Sorted 5' Splice Sites (High to Low Probability):
Position 4159: 0.9975361002854819
Position 2261: 0.9927742426309383
Position 926: 0.9920354064292564
Position 7444: 0.9868264972596029
Position 3627: 0.9859895568163993
Position 5173: 0.9831107403579346
Position 6982: 0.9715187376598377
Position 1163: 0.9640558273013667
Position 4994: 0.9424124683319967
Position 7686: 0.9322878343583766
Position 71: 0.8786886904906143
Position 3914: 0.7239649795794751
Position 4492: 0.6934574312204252
Position 5395: 0.3846720586936003
Position 6669: 0.3231664036722006
Position 6576: 0.20157810143364005
Position 2451: 0.17289220318437273
Position 5414: 0.1284248915282444
Position 6440: 0.11187011024616227
Position 5676: 0.07588232871267803
Position 4396: 0.07512905835808276
Position 5905: 0.060788400514562566
Position 4500: 0.054647557180531
Position 2610: 0.04349414799082332
Position 3241: 0.025818025449943178
Position 5887: 0.025100114197566543
Position 6910: 0.024938481588053247
Position 2915: 0.02336675800301916
Position 5454: 0.02046632400946474
Position 1571: 0.0198303491388682
Position 5929: 0.018414410748377557
Position 1127: 0.017686906212748717
Position 5838: 0.016632316394712583
Position 6133: 0.014350774355049957
Position 3480: 0.014347388365043538
Position 4722: 0.014312733869723843
Position 1772: 0.013341792311910853
Position 1147: 0.013334854459289284
Position 6018: 0.011466672426726329
Position 7467: 0.011351812502483643
Position 4485: 0.007542004056209358
Position 3024: 0.007417501440356712
Position 3612: 0.00672797074907967
Position 669: 0.006586037906293376
Position 930: 0.0054992480967920995
Position 7188: 0.005315677144832431
Position 3438: 0.005222929344677524
Position 651: 0.004927695448210394
Position 6170: 0.004388266239886332
Position 425: 0.004279659069932383
Position 1452: 0.004268249035244141
Position 508: 0.0039523351509677404
Position 5459: 0.0035792686956284256
Position 2019: 0.0035345810078797964
Position 1972: 0.0033090595429690816
Position 86: 0.003014192451036711
Position 1616: 0.002736749515953643
Position 3224: 0.0022490966047819965
Position 2495: 0.002219373116142341
Position 3912: 0.0022157316624925503
Position 393: 0.001981872464030042
Position 2094: 0.0019291751304200795
Position 6179: 0.0019289212271114047
Position 5974: 0.0018037832565836816
Position 81: 0.001709310914205201
Position 2391: 0.001638714294379215
Position 6849: 0.0016096439554370903
Position 2643: 0.0016004332273499178
Position 2756: 0.0015471223472853382
Position 7811: 0.0014902305084773203
Position 5356: 0.0014836026241431177
Position 2676: 0.0014000626212499793
Position 912: 0.0013958574899443263
Position 3371: 0.001368647743148766
Position 1155: 0.0012408893579162626
Position 2589: 0.001056370781731527
Position 5407: 0.00103550164189015
Position 2457: 0.0009888281849860278
Position 1337: 0.0009178175447995508
Position 78: 0.0008987039333812164
Position 2604: 0.0008861626995785798
Position 664: 0.000820329791403761
Position 1457: 0.0008098212223127171
Position 462: 0.0007415703752553497
Position 4911: 0.0007231049454746407
Position 6213: 0.0006706807803011694
Position 7067: 0.0005667919068780662
Position 2951: 0.0005498405228705676
Position 2454: 0.0005347055836444324
Position 2034: 0.0005094234030665833
Position 1858: 0.0005006879313388939
Position 2264: 0.0004606778633058107
Position 2422: 0.00045655757497246413
Position 3048: 0.00044048296028194187
Position 286: 0.00042390943122383576
Position 7132: 0.00040344878527040826
Position 3075: 0.0004004577047274132
Position 4728: 0.0003972073332177091
Position 3344: 0.000383584468837698
Position 536: 0.0003724185175538908
Position 506: 0.0003642080363420766
Position 5989: 0.0003433694142676272
Position 2612: 0.0003346403468793582
Position 5968: 0.00032323561101847936
Position 7648: 0.00031789162026914594
Position 3092: 0.0003160672455329379
Position 6841: 0.0003125394388095616
Position 5576: 0.00029997794327726824
Position 2567: 0.00027480521196039876
Position 5844: 0.00025712454552532935
Position 3960: 0.00024173980471588595
Position 6104: 0.00020848773301551562
Position 2741: 0.00018607545011824217
Position 2410: 0.0001810368208732302
Position 3142: 0.00017518040743153714
Position 3840: 0.00016777905106307058
Position 3032: 0.00016686646986083681
Position 3524: 0.00015806550324672135
Position 3940: 0.00015338087591406318
Position 6185: 0.0001517394620066313
Position 5649: 0.00013766055873447878
Position 387: 0.00012644770821514247
Position 3810: 0.00012431024202061355
Position 380: 0.0001242560687904576
Position 5426: 0.00012403090952663108
Position 3465: 0.00012150723258227892
Position 4351: 0.00011406357196356849
Position 3849: 0.00011060232770697066
Position 2083: 0.00010904424153068716
Position 2844: 0.0001072142333378538
Position 7051: 0.00010411217295916391
Position 5656: 0.0001011706876541828
Position 3759: 0.00010077202355497834
Position 4756: 0.0001005877694736871
Position 2068: 9.748681619168055e-05
Position 1412: 9.420848349789342e-05
Position 5960: 9.405289125221511e-05
Position 1023: 9.272707531771021e-05
Position 2592: 9.179585869075974e-05
Position 2407: 8.776237708808021e-05
Position 1638: 8.533288646303941e-05
Position 7815: 8.20795638208591e-05
Position 7004: 8.161415385106033e-05
Position 4933: 8.11391388474402e-05
Position 1186: 7.769693953661479e-05
Position 1665: 7.740884304079977e-05
Position 2497: 7.605492513076716e-05
Position 683: 7.505805551227816e-05
Position 592: 7.453745638665374e-05
Position 7024: 7.288233223134206e-05
Position 7134: 7.072396896341936e-05
Position 3087: 6.956154306719215e-05
