Gene = spz3
index = 1889
Annotated 5SS: [1346 3522 4340 5521]
Annotated 3SS: [3387 4214 5040 5590]
SMsplice 5SS: [1346 3522 4340 5521]
SMsplice 3SS: [3387 4214 5040 5590]
top_k =  1000
Partition function (log Z): 4.765362935140721

Sorted 5' Splice Sites (High to Low Probability):
Position 5521: 0.9865441375110102
Position 1346: 0.9735632036221435
Position 3522: 0.948039500993793
Position 4340: 0.9334862223646033
Position 2884: 0.05391278467011108
Position 2803: 0.029600067991008356
Position 1377: 0.01918844922922715
Position 166: 0.018756014870340135
Position 2105: 0.011515094072285691
Position 3954: 0.010992011806468886
Position 3720: 0.010588833125221731
Position 2148: 0.008592349524729743
Position 3186: 0.008502847093124878
Position 4165: 0.008362542089475296
Position 2900: 0.007934516362053248
Position 170: 0.007863607858997685
Position 4394: 0.007205373599015251
Position 5513: 0.006526255429623557
Position 614: 0.00634101178437081
Position 3555: 0.005538594190496065
Position 5457: 0.005311801884218718
Position 721: 0.005278010607891989
Position 3615: 0.005221136898293508
Position 1826: 0.005123030078459041
Position 70: 0.004976300462531654
Position 4871: 0.0047513999945488486
Position 5791: 0.0045661169177067164
Position 656: 0.004449984431316737
Position 3540: 0.0043571316066048004
Position 2133: 0.003952367038648327
Position 174: 0.0038642794465931574
Position 5156: 0.0038296218593628843
Position 172: 0.003604632803064574
Position 5737: 0.003556704318417893
Position 893: 0.0030198632750947315
Position 4468: 0.0030144243050915973
Position 4344: 0.002716861583313136
Position 2112: 0.0027151986563743497
Position 2072: 0.0025663249100931996
Position 5810: 0.0025345179580047008
Position 3526: 0.002528253585652664
Position 348: 0.002346072468921797
Position 5727: 0.0019555721043939866
Position 3177: 0.001799532202542894
Position 225: 0.0016272140369501596
Position 201: 0.0014691238467567987
Position 1654: 0.0013592427253528519
Position 4578: 0.0012741290100130608
Position 1750: 0.00123401454858047
Position 4402: 0.00115730817664705
Position 4670: 0.0011263421071823418
Position 5814: 0.0011051965870869913
Position 1628: 0.0010384987827824193
Position 4655: 0.0008656754627726324
Position 199: 0.000856220138255344
Position 576: 0.0008035848622628562
Position 4761: 0.0007491662143318064
Position 5804: 0.0007246062644685849
Position 1887: 0.0007208844403071088
Position 4849: 0.0006152392618486364
Position 30: 0.0004948391908857876
Position 1415: 0.0004487922162651707
Position 1760: 0.0004369315049710498
Position 4626: 0.00042604829056848225
Position 2771: 0.00041804533526363367
Position 361: 0.00041153600013764423
Position 5861: 0.00040514547290115604
Position 5731: 0.0003975505661120676
Position 3885: 0.00039595678474288286
Position 2160: 0.00037741847904844227
Position 82: 0.0003429341816684083
Position 3235: 0.0003391171458046888
Position 617: 0.00030239116562555467
Position 2607: 0.0002973801198601569
Position 4551: 0.0002506197255788611
Position 2256: 0.00023560135912488055
Position 437: 0.00021979983926126429
Position 3258: 0.00021222134294772286
Position 2636: 0.0002080928058684942
Position 1602: 0.00020363752513667847
Position 4330: 0.00019231242115930723
Position 1830: 0.00017214195169234576
Position 1249: 0.00016977819355933253
Position 1735: 0.00016527298563543416
Position 2479: 0.0001652174227804039
Position 1964: 0.00015457737704357784
Position 5705: 0.0001503032858805741
Position 818: 0.00013879990471541082
Position 4878: 0.00013507293808563158
Position 1636: 0.00013298775120653233
Position 4628: 0.0001310307720735887
Position 5525: 0.00012884175151115285
Position 2001: 0.00012637079091751618
Position 1350: 0.00011951609597239828
Position 5831: 0.00011863586186610041
Position 1959: 0.00011732255426301553
Position 460: 0.00011222648725276597
Position 1283: 0.00011209561712072807
Position 2570: 0.00011094069121671522
Position 4827: 9.490748261943124e-05
Position 1974: 9.33027500276535e-05
Position 2467: 8.977758296452547e-05
Position 23: 7.724930365378642e-05
Position 302: 7.716987137920515e-05
Position 5474: 7.27739057241969e-05
Position 1617: 6.855444802562828e-05
Position 3646: 6.764673260571482e-05
Position 1648: 6.049429280938722e-05
Position 842: 5.7268392914722894e-05
Position 178: 5.665965928406127e-05
Position 4307: 5.616161713468356e-05
Position 368: 5.5651794688891684e-05
Position 104: 5.524965163130539e-05
Position 2823: 5.157648416099753e-05
Position 5544: 4.302129689427554e-05
Position 5532: 4.26547383182132e-05
Position 1867: 4.2424412396212325e-05
Position 4472: 4.025281378597876e-05
Position 2218: 3.845217334910644e-05
Position 5875: 3.578749993804948e-05
Position 3771: 3.477594315562585e-05
Position 2507: 3.404855064096666e-05
Position 12: 3.220525940022525e-05
Position 4124: 3.186903008658864e-05
Position 3459: 3.0120802469720837e-05
Position 2312: 2.904157874660644e-05
Position 2226: 2.718876344312035e-05
Position 4422: 2.325855300810231e-05
Position 5997: 2.262547156941658e-05
Position 5930: 2.2002341646412733e-05
Position 5906: 2.1373903481526406e-05
Position 3868: 2.059961699836171e-05
Position 337: 1.7910251543926354e-05
Position 3819: 1.755604349062278e-05
Position 5376: 1.446575706301303e-05
Position 189: 1.3080591583658667e-05
Position 4447: 1.1331413793339878e-05
Position 980: 1.0637507293788226e-05
Position 205: 1.0182376415997252e-05
Position 255: 9.908085800058123e-06
Position 191: 9.014072591903953e-06
