Gene = Tg
index = 1557
Annotated 5SS: [  479 15079]
Annotated 3SS: [13111 15142]
SMsplice 5SS: [  479 15079]
SMsplice 3SS: [13111 15142]
top_k =  1000
Partition function (log Z): -3.6208068322370206

Sorted 5' Splice Sites (High to Low Probability):
Position 15079: 0.9984030107080492
Position 479: 0.9617946996475634
Position 1699: 0.28346675611135574
Position 7932: 0.12666874493275143
Position 15356: 0.08375244434116326
Position 9815: 0.06223959499948356
Position 8184: 0.06188288608176139
Position 239: 0.05437874126571409
Position 3870: 0.03738391450667975
Position 9875: 0.028818133459250387
Position 8300: 0.015240349417885707
Position 3024: 0.013484642524737094
Position 4493: 0.013415157941643422
Position 12372: 0.009876802788439287
Position 5871: 0.006510835053826316
Position 2825: 0.006186879952135502
Position 7553: 0.00590455972183173
Position 319: 0.00586840269757375
Position 8864: 0.005673443810234958
Position 1456: 0.0050011263075637104
Position 1047: 0.004228105448350165
Position 268: 0.003704056329343283
Position 7285: 0.0036978263015057145
Position 7231: 0.002897442770631938
Position 3338: 0.0023531645813118065
Position 15380: 0.002260750753084785
Position 1023: 0.0022445942722071214
Position 2415: 0.002071926864310165
Position 2361: 0.0020209525888113863
Position 15408: 0.0017493146948056534
Position 7767: 0.0016534868363216187
Position 286: 0.0015146281671001571
Position 9539: 0.0014259560817344822
Position 3762: 0.0013168921275541615
Position 3559: 0.0012953345115742448
Position 775: 0.0012443289490837815
Position 8030: 0.0012394080897453687
Position 7528: 0.0011338218321301566
Position 15387: 0.001104785207400468
Position 10095: 0.0009226378468063856
Position 7938: 0.0006966371083296305
Position 6891: 0.0005580966997278157
Position 7289: 0.0005329471153961521
Position 1415: 0.00048273264579282285
Position 15390: 0.00043574357672235525
Position 15398: 0.0004216788073554071
Position 2419: 0.0002327483607071267
Position 6608: 0.00022657646939709035
Position 143: 0.0001767108722053075
Position 1510: 0.00014141956879479064
Position 750: 0.00013530036478006074
Position 540: 0.0001290150254157082
Position 119: 0.00011751461258299317
Position 483: 0.00011522836073872236
Position 849: 0.00011083474110015842
Position 165: 0.00010732815298158851
Position 170: 0.00010524515367311045
Position 1747: 0.00010152752635416149
Position 2401: 9.819652538025165e-05
Position 1656: 9.12168530737863e-05
Position 3000: 8.004009484187219e-05
Position 548: 7.73501971350401e-05
Position 15029: 7.349525038175866e-05
Position 4077: 6.802563255043034e-05
Position 197: 6.047742012823747e-05
Position 323: 5.0179882934176206e-05
Position 1548: 4.958805287951239e-05
Position 884: 4.908426505946847e-05
Position 8366: 4.906424240960243e-05
Position 65: 4.884475457186075e-05
Position 1384: 4.560624875108433e-05
Position 886: 4.4529302061652e-05
Position 1370: 4.166759355416253e-05
Position 422: 3.4361595647331194e-05
Position 15405: 3.362685252391684e-05
Position 14183: 3.0641530284308604e-05
Position 2579: 3.0372900798431185e-05
Position 13738: 2.9649987679981103e-05
Position 773: 2.9452041079556747e-05
Position 619: 2.9302257357459343e-05
Position 1172: 2.736414290092846e-05
Position 3518: 2.457869146511233e-05
Position 2075: 2.3246558286577437e-05
Position 178: 2.2041181109014146e-05
Position 656: 2.1962553344289234e-05
Position 1727: 2.0823224668633117e-05
Position 2606: 1.8916186124813417e-05
Position 1489: 1.8403734384567972e-05
Position 13626: 1.5823523407733066e-05
Position 15220: 1.4709165972500421e-05
Position 1004: 1.4585724256148707e-05
Position 8234: 1.4076751481527493e-05
Position 609: 1.2145042674852055e-05
Position 1009: 1.0421421130506605e-05
Position 2298: 9.633665152788135e-06
Position 650: 7.05044785933027e-06
Position 1460: 7.032872056341422e-06
Position 855: 6.506243639703702e-06
Position 6138: 6.440678218597019e-06
Position 15187: 6.37936760157607e-06
Position 1821: 6.046325711481537e-06
Position 712: 4.547052190194554e-06
Position 16: 4.518810899977544e-06
Position 321: 4.4243059009759555e-06
Position 2593: 3.7252905136085635e-06
Position 369: 3.4356076355235515e-06
Position 679: 3.3828437517266154e-06
Position 1375: 3.3668892292495436e-06
Position 326: 3.3370371729947243e-06
Position 77: 2.525074529728772e-06
Position 6013: 2.3231241120649175e-06
Position 2086: 2.2901198313947342e-06
Position 5922: 2.232941838665062e-06
Position 689: 2.105076692036254e-06
Position 2541: 1.6490871155459409e-06
