Gene = axed
index = 1618
Annotated 5SS: [ 184 7272 7991]
Annotated 3SS: [6572 7341 8442]
SMsplice 5SS: [ 184 7272 7991]
SMsplice 3SS: [6572 7341 8442]
top_k =  1000
Partition function (log Z): 4.763746250367073

Sorted 5' Splice Sites (High to Low Probability):
Position 7272: 0.9995085376438158
Position 7991: 0.9932891136655133
Position 585: 0.49017112482368363
Position 8625: 0.4867174661781248
Position 184: 0.4166720196816974
Position 1181: 0.39197417469653545
Position 1924: 0.10454312952290214
Position 20: 0.09263302904829526
Position 2541: 0.059827799180823
Position 6768: 0.03663419329017581
Position 2080: 0.028034587314619087
Position 6488: 0.019322829695066056
Position 9067: 0.01881620564588299
Position 8988: 0.014457759265222284
Position 6392: 0.013219939225865762
Position 6781: 0.011840156078970123
Position 8885: 0.010435389054581657
Position 5794: 0.008616580523334845
Position 6262: 0.00839448232707941
Position 4497: 0.008329294970570833
Position 8315: 0.008259075159658931
Position 2096: 0.006700073780475314
Position 6910: 0.006695626919256581
Position 754: 0.006410887908205403
Position 1016: 0.006032044753361144
Position 9566: 0.005618861652153153
Position 7722: 0.003963597464939879
Position 4328: 0.00363525014481452
Position 1696: 0.0029433944068429367
Position 8019: 0.0020857114675043465
Position 8363: 0.0018426769688240957
Position 9159: 0.0018222671016979264
Position 5465: 0.0017676847262777951
Position 5471: 0.00163302041312618
Position 8292: 0.0015820398097144276
Position 774: 0.0013592630303214455
Position 8394: 0.001351707315856642
Position 760: 0.0013013123487825684
Position 8330: 0.0012345989189314426
Position 2424: 0.0010835007460101899
Position 750: 0.0010144146408051608
Position 8014: 0.0009834834753816013
Position 1901: 0.0009600030665393696
Position 746: 0.0009191230457833531
Position 748: 0.0008962315822636055
Position 8387: 0.0008374119129988987
Position 2362: 0.0008198346021521495
Position 8998: 0.0007916560858877499
Position 5921: 0.0007879880583177539
Position 7995: 0.0006198671651737546
Position 6000: 0.000565194727261456
Position 417: 0.0005011711733254273
Position 2407: 0.00045636483219301053
Position 425: 0.00041965280157851647
Position 7770: 0.00040221475504207093
Position 1909: 0.00039833030209830315
Position 8921: 0.0003774747433526867
Position 1628: 0.0003701639073806926
Position 1407: 0.00035662605068577716
Position 4271: 0.0003521315414538184
Position 3465: 0.0003462358675823531
Position 7456: 0.00029593433715207365
Position 8593: 0.00024987003351706214
Position 7712: 0.0002491348236133826
Position 1349: 0.00022588902568530998
Position 9417: 0.00020691218404118365
Position 804: 0.0001814245030376701
Position 1385: 0.00017600883023728218
Position 8008: 0.00016479180426619676
Position 782: 0.0001534374046002682
Position 1059: 0.00015130296779548557
Position 9288: 0.00014964927118991898
Position 9106: 0.00014616199327790308
Position 8079: 0.00014000822135634065
Position 2168: 9.751292023053645e-05
Position 9221: 9.73314818746775e-05
Position 153: 9.692754324110802e-05
Position 5501: 9.195112133124423e-05
Position 386: 8.781826156459569e-05
Position 3246: 8.630139271740041e-05
Position 7777: 8.594833176348654e-05
Position 1323: 8.379496653996746e-05
Position 8873: 8.057227359031318e-05
Position 2063: 7.990032190945347e-05
Position 9230: 7.756560569680286e-05
Position 7276: 6.613926919733682e-05
Position 7416: 5.2837347201413605e-05
Position 106: 5.239165312009511e-05
Position 204: 5.100856335177798e-05
Position 8093: 4.994091228868373e-05
Position 158: 4.99396004314151e-05
Position 758: 4.715121545466929e-05
Position 4377: 4.703038599799245e-05
Position 7554: 4.0882351493559586e-05
Position 780: 3.9212916840993124e-05
Position 4332: 3.7545254865716904e-05
Position 8303: 3.426461117598973e-05
Position 455: 3.389484954817964e-05
Position 128: 3.3518878172209084e-05
Position 864: 3.196736142757072e-05
Position 818: 3.109148438527295e-05
Position 752: 2.994071236025133e-05
Position 3851: 2.5299652393922186e-05
Position 8280: 1.8288084069437486e-05
Position 597: 1.8243485215896912e-05
Position 913: 1.6447901515127876e-05
Position 48: 1.6427176787963782e-05
Position 8960: 1.550171972910529e-05
Position 1252: 1.5216381763761716e-05
Position 2052: 1.3698760725396821e-05
Position 7413: 1.1647538665714985e-05
Position 589: 1.104144259188562e-05
Position 4550: 1.093364114469782e-05
Position 792: 1.0762337739558883e-05
Position 1985: 1.0692670847237094e-05
Position 772: 9.301908885426298e-06
Position 554: 9.062463298602577e-06
Position 857: 8.68817249802119e-06
Position 1865: 8.094110121118354e-06
Position 8017: 7.602457247499151e-06
Position 723: 7.525504550771233e-06
Position 8221: 7.1037311302334104e-06
Position 503: 7.037998517045388e-06
Position 1127: 6.971865743751669e-06
Position 8042: 6.635261827091507e-06
Position 7818: 6.562435142404536e-06
Position 510: 5.760057265193148e-06
Position 740: 5.64246326311842e-06
Position 8037: 5.122842221580084e-06
Position 1931: 4.5446633252384564e-06
Position 7892: 4.029873034398556e-06
Position 1380: 2.9694612858136414e-06
Position 7744: 2.8765512326209317e-06
Position 3232: 2.6518768040657866e-06
Position 8551: 2.3817491911917715e-06
Position 632: 2.3468385059602892e-06
Position 475: 2.064519337377459e-06
Position 7055: 2.05815105052202e-06
Position 1334: 1.97607214790563e-06
Position 6628: 1.7236912840684854e-06
Position 7803: 1.5714157503756937e-06
Position 672: 1.5468322542748983e-06
Position 8409: 1.1948559736274494e-06
Position 8889: 1.1260067925528196e-06
Position 7856: 9.62765724469801e-07
Position 8827: 9.598754583119625e-07
Position 7785: 9.560863295859642e-07
Position 238: 9.362554044901863e-07
Position 808: 9.053507389842663e-07
Position 252: 7.43499401171519e-07
Position 7871: 7.256182468592143e-07
Position 7102: 6.810345624167442e-07
Position 810: 6.764740863926926e-07
Position 6843: 6.610784526156792e-07
Position 8915: 6.128458371873478e-07
Position 188: 6.044550666891757e-07
Position 2068: 5.515650188022034e-07
Position 1990: 4.601810116585952e-07
Position 1063: 4.429605936274687e-07
Position 8938: 3.4925002846465816e-07
Position 7639: 3.384800857983652e-07
Position 8990: 3.2893367993180774e-07
Position 1050: 2.949982321914738e-07
Position 9036: 2.678184739858904e-07
Position 249: 2.034903349877078e-07
Position 208: 1.8737786128871525e-07
Position 8992: 1.645059138698657e-07
Position 2070: 1.4407272208189328e-07
Position 7808: 9.621889580620564e-08
Position 1132: 9.166180280349074e-08
Position 293: 5.316034507619125e-08
Position 1264: 4.298272037399683e-08
Position 8506: 2.8445675905129026e-08
Position 199: 2.1425676390541864e-08
Position 595: 2.0872232126071892e-08
Position 670: 1.91896389590273e-08
Position 9030: 1.4427304333461175e-08
Position 9050: 1.4184039252342642e-08
Position 318: 1.2293343618052979e-08
Position 284: 9.49054851311202e-09
Position 1947: 7.586737679713617e-09
Position 296: 6.17916032918729e-09
Position 290: 5.686427434659906e-09
Position 802: 4.531149651288718e-09
Position 795: 3.477482469304905e-09
Position 8678: 3.3310276178406173e-09
Position 287: 3.104777685119484e-09
Position 6711: 2.951706793408753e-09
Position 8492: 2.2609927001420903e-09
Position 7059: 2.7176651500820853e-11
Position 6973: 2.6269723356273655e-11
Position 711: 2.2626334837098875e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8442: 0.9979391781091993
Position 7341: 0.9627365709728731
Position 6572: 0.915273278587753
Position 8678: 0.2967549103119101
Position 643: 0.09919656309467291
Position 891: 0.09831028020280344
Position 1036: 0.08164160967175686
Position 1491: 0.07390281206734302
Position 1079: 0.06551903709305372
Position 827: 0.0453334188228546
Position 9174: 0.04476221848437617
Position 9050: 0.039688816123200805
Position 6972: 0.03451265610519891
Position 7373: 0.0336045117809478
Position 2259: 0.0331189345920863
Position 8978: 0.031740062726637826
Position 6297: 0.031329867104928126
Position 9202: 0.0299964358191484
Position 91: 0.027923388213495527
Position 6580: 0.018322572466680263
Position 7042: 0.015817546857951413
Position 7139: 0.013178582413024702
Position 6487: 0.012379014689637683
Position 9700: 0.012069753598907435
Position 6523: 0.011781103228580362
Position 9428: 0.011726731964506028
Position 7002: 0.011498762232639227
Position 1985: 0.010998749592904604
Position 1959: 0.010614677462110133
Position 8675: 0.010170519250743618
Position 8690: 0.009729129810282532
Position 5219: 0.00970303747553781
Position 4181: 0.00969587423482629
Position 6201: 0.008512328092213736
Position 9109: 0.007548936545743607
Position 8181: 0.007387893542438817
Position 9641: 0.0071640666865919085
Position 329: 0.006509697106512416
Position 475: 0.006421541457121055
Position 2146: 0.0062598674826319905
Position 8871: 0.006179188247743584
Position 6838: 0.0061176882566468475
Position 8997: 0.005702325790894962
Position 948: 0.00507491245111534
Position 1480: 0.005002635366264875
Position 2211: 0.004666258696648883
Position 7764: 0.004484476142903733
Position 1130: 0.004155533565382017
Position 462: 0.003864947804396936
Position 9630: 0.0037958704916447217
Position 9254: 0.003572290996217628
Position 6033: 0.0034526041096919523
Position 8696: 0.0034257606400708213
Position 9612: 0.00331214853229196
Position 6605: 0.0032936281565873653
Position 690: 0.003171467878688589
Position 4898: 0.002891236265180255
Position 8037: 0.0028121630600380287
Position 2005: 0.002755200660621897
Position 9536: 0.00274495219678453
Position 1795: 0.0024791737633533886
Position 6655: 0.002436669379718837
Position 5603: 0.0022429655644302477
Position 808: 0.0021262555090643858
Position 4422: 0.0021237057736001913
Position 2471: 0.0021128835497730234
Position 8202: 0.0020316429650516065
Position 5570: 0.0020226635296286726
Position 8224: 0.001970386034886227
Position 1159: 0.0017520914856202973
Position 6893: 0.0017502543271655992
Position 100: 0.001695529223280756
Position 110: 0.001634737531559187
Position 1758: 0.0014450603141329783
Position 9367: 0.0014300862698892098
Position 9221: 0.00142297514257878
Position 8921: 0.001320626179529217
Position 6114: 0.0012908251079887395
Position 482: 0.0012530421664355437
Position 9674: 0.0011730358536871219
Position 1369: 0.001012496382266329
Position 9159: 0.0010063441852560934
Position 1784: 0.0009823425033814194
Position 8280: 0.000940126651610259
Position 8471: 0.000866316485162013
Position 8693: 0.000720124015556928
Position 1574: 0.0006402541077983446
Position 7630: 0.0006136290594208124
Position 281: 0.0006077331935109879
Position 8847: 0.0005735962081295387
Position 2474: 0.0005479006905534479
Position 7684: 0.0005318326186399284
Position 1010: 0.0004993860524863393
Position 4390: 0.0004988127084082968
Position 3300: 0.0004985638178433985
Position 610: 0.0004934071055024401
Position 5636: 0.0004904377098015409
Position 8935: 0.0004766311317321248
Position 2177: 0.00047598087371424004
Position 1993: 0.00047171365322744416
Position 1616: 0.00047042566908058175
Position 9450: 0.00046866568788802665
Position 552: 0.00043737821011352574
Position 9181: 0.00041129308458118187
Position 1015: 0.00040323154893491726
Position 2318: 0.00039537142782282816
Position 8889: 0.00038305792396186076
Position 1743: 0.0003179886590240289
Position 519: 0.00030814808496936944
Position 2274: 0.0002783759987509795
Position 7446: 0.00024637062113544173
Position 5909: 0.00022839735436093594
Position 7851: 0.00021182563420163325
Position 8932: 0.00020018738181466826
Position 2218: 0.00019480156977718082
Position 7769: 0.00017916269910834827
Position 4084: 0.0001764116982662281
Position 8474: 0.0001735701763096935
Position 2195: 0.0001734298844910246
Position 7425: 0.0001696534360221721
Position 718: 0.0001520356327523774
Position 1291: 0.0001235877059804008
Position 5434: 0.00011977191136072155
Position 276: 0.00011974078798771931
Position 1244: 0.00011531703683138201
Position 1406: 9.912978094950239e-05
Position 9578: 9.666620554603916e-05
Position 9498: 9.085237873618063e-05
Position 871: 8.337577620217633e-05
Position 9506: 8.258832017298292e-05
Position 1372: 7.853550463816956e-05
Position 7470: 7.424669091127808e-05
Position 9570: 7.234254587941608e-05
Position 7382: 7.155644480967639e-05
Position 5807: 6.929457719679843e-05
Position 8699: 6.737674072966984e-05
Position 792: 6.375900181726317e-05
Position 5108: 6.218764513484318e-05
Position 9710: 6.169131659580033e-05
Position 9541: 5.422043091823892e-05
Position 3275: 5.331756358249685e-05
Position 5286: 5.086826626171403e-05
Position 957: 5.041595656790592e-05
Position 7408: 5.0099997171584565e-05
Position 8206: 4.978201572276548e-05
Position 5198: 4.960681517435419e-05
Position 1768: 4.914614118268534e-05
Position 9719: 4.89301364731012e-05
Position 4825: 4.795341850131092e-05
Position 7830: 4.745437215587414e-05
Position 5386: 4.599480689351226e-05
Position 645: 4.112142139783272e-05
Position 8042: 3.566686683764041e-05
Position 496: 3.06924247457299e-05
Position 8822: 2.9341207733436968e-05
Position 3048: 2.6405654125418086e-05
Position 8122: 2.5507188877645805e-05
Position 1901: 2.2606524796178123e-05
Position 3136: 2.1903589140974683e-05
Position 7791: 1.4149929117774311e-05
Position 510: 1.4051946937934386e-05
Position 3673: 1.2989693320783989e-05
Position 7665: 1.2675073037908754e-05
Position 3016: 1.2476221027626877e-05
Position 1645: 1.2012691473465495e-05
Position 9773: 1.135455089496242e-05
Position 1650: 1.0370263808695789e-05
