Gene = CCDC53
index = 60
Annotated 5SS: [ 88 593]
Annotated 3SS: [146 652]
SMsplice 5SS: [ 88 593]
SMsplice 3SS: [146 652]
top_k =  1000
Partition function (log Z): -4.479650697804839

Sorted 5' Splice Sites (High to Low Probability):
Position 593: 0.9456128094832966
Position 88: 0.7414084492564904
Position 468: 0.007464928936011932
Position 525: 0.005210043323192604
Position 689: 0.0012569781576505107
Position 571: 0.0011163985585957335
Position 710: 0.0005846171117260998
Position 109: 0.00023191787102281382
Position 7: 0.00015185982114582252
Position 723: 0.0001414013868781867
Position 583: 0.00013246256945221828
Position 610: 0.00012503286268820873
Position 472: 0.00010667097323527092
Position 529: 5.221584639394604e-05
Position 29: 5.22155660187259e-05
Position 597: 4.915947591705323e-05
Position 339: 4.6874835478059266e-05
Position 519: 4.529709218602698e-05
Position 546: 4.050933127251736e-05
Position 248: 2.8378135241078016e-05
Position 238: 2.0031840581659188e-05
Position 317: 1.9073752521758203e-05
Position 496: 1.5487346672248646e-05
Position 474: 1.3998535573779777e-05
Position 137: 1.394214539466339e-05
Position 506: 1.2422403954141136e-05
Position 73: 9.931554102426201e-06
Position 405: 9.390294577408934e-06
Position 198: 8.633087349510305e-06
Position 183: 5.995635910042605e-06
Position 484: 5.266686125641115e-06
Position 602: 1.2689121293549548e-06
Position 252: 1.1097342326249305e-07
Position 531: 3.889202676968113e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 652: 0.9595451921076007
Position 146: 0.7324229572750677
Position 202: 0.00803310791454721
Position 770: 0.0021171696005438745
Position 591: 0.0008032974648406012
Position 269: 0.00019801574403959012
Position 342: 0.00018527145104361997
Position 58: 0.00010637891748170373
Position 502: 9.429385356034346e-05
Position 570: 8.534854740842948e-05
Position 275: 7.149026934477457e-05
Position 525: 5.3700992935472136e-05
Position 636: 3.8262817577089526e-05
Position 164: 3.20042234113008e-05
Position 551: 3.0176782578620678e-05
Position 393: 2.9307476224987974e-05
Position 731: 2.8902826523261056e-05
Position 380: 2.345184588259664e-05
Position 248: 2.014158020449076e-05
Position 396: 1.1288882437717435e-05
Position 242: 1.0421848012970872e-05
Position 311: 9.587179171965389e-06
Position 107: 9.437005608877955e-06
Position 554: 6.262935653758321e-06
Position 332: 6.011138332711776e-06
Position 305: 5.5257961224153e-06
Position 627: 5.1309736912995516e-06
Position 278: 3.2234888109643445e-06
Position 489: 2.5147510238548353e-06
Position 125: 1.6264948762716503e-06
Position 366: 1.0267206810651085e-06
Position 360: 8.816057552513662e-07
Position 593: 6.311660105530908e-07
Position 683: 4.1507648289332534e-07
Position 87: 2.7884553578373787e-07
Position 597: 2.7154147296048534e-07
Position 446: 1.967982517674523e-07
Position 506: 1.8927858385555373e-07
Position 706: 1.4818585644812996e-07
Position 81: 1.315590375773922e-07
Position 578: 1.0300057802515017e-07
Position 434: 2.5288195392892087e-08
Position 257: 9.160109639801943e-09
Position 687: 2.2425241858812627e-09
Position 284: 6.010824534272422e-13
Position 350: 9.326171595732402e-17
