Gene = MESR3
index = 1265
Annotated 5SS: [  469 14519 32372]
Annotated 3SS: [14486 32341 42952]
SMsplice 5SS: [469]
SMsplice 3SS: [42952]
top_k =  1000
Partition function (log Z): -27.304996856507707

Sorted 5' Splice Sites (High to Low Probability):
Position 469: 0.9999459386305872
Position 32372: 0.18922637740685827
Position 11865: 0.11341396498633324
Position 607: 0.06680517084580358
Position 463: 3.5955054867555686e-05
Position 456: 5.301265006471031e-06
Position 39: 1.9466417671831337e-06
Position 473: 1.8886806452543854e-06
Position 157: 1.8028419651913085e-06
Position 63: 1.0544478014760167e-06
Position 376: 7.758643669967467e-07
Position 34: 7.356544904691793e-07
Position 374: 6.536379143745286e-07
Position 370: 6.223973343420761e-07
Position 372: 5.467114715932983e-07
Position 151: 4.3739863965047914e-07
Position 69: 4.0265589402740624e-07
Position 380: 3.9439109629113706e-07
Position 174: 3.6231709747581746e-07
Position 368: 2.8884850546333197e-07
Position 20906: 2.5888983701776287e-07
Position 497: 2.1067796191587088e-07
Position 92: 1.8268525893963123e-07
Position 8195: 1.3141076972667856e-07
Position 7411: 1.0700721694948942e-07
Position 77: 8.876610557805644e-08
Position 236: 8.746970666260214e-08
Position 14519: 6.77881034912905e-08
Position 280: 3.804194799765153e-08
Position 343: 3.413292223568783e-08
Position 26: 3.3655682523163135e-08
Position 253: 3.277809694836476e-08
Position 345: 3.0330357958984894e-08
Position 386: 2.9657053456513584e-08
Position 389: 2.7927068323239027e-08
Position 95: 2.749156018390206e-08
Position 51: 2.2727326407714773e-08
Position 7638: 1.9229010738387372e-08
Position 82: 1.2574752044089356e-08
Position 383: 1.137588933181121e-08
Position 161: 8.70529088894845e-09
Position 378: 8.130673822727744e-09
Position 967: 7.962604545175642e-09
Position 11476: 4.617414710077466e-09
Position 1219: 3.73299733115462e-09
Position 8533: 3.3462016172381073e-09
Position 435: 2.6392028840436184e-09
Position 17392: 2.423031854382263e-09
Position 11702: 1.981518153053015e-09
Position 17087: 1.6947957759459682e-09
Position 7861: 1.416207959109636e-09
Position 7871: 1.2193045021805632e-09
Position 333: 1.1087081418353715e-09
Position 56: 1.0676937972825242e-09
Position 789: 5.790370908697714e-10
Position 159: 5.267589201876843e-10
Position 14129: 5.257914710996014e-10
Position 1233: 2.1315881177728666e-10
Position 4281: 2.101117532178759e-10
Position 7522: 2.0947191785909943e-10
Position 586: 1.9146921395286943e-10
Position 7532: 1.5830733861960524e-10
Position 349: 1.448302549583758e-10
Position 2136: 1.1512150359942338e-10
Position 1265: 1.035720633889364e-10
Position 7548: 9.425748394729019e-11
Position 1636: 9.120180918143781e-11
Position 12154: 5.0758878306402794e-11
Position 8569: 4.206419303024164e-11
Position 347: 3.3919217262459366e-11
Position 14008: 2.2727051560458605e-11
Position 591: 1.0844572627638824e-12
Position 599: 9.478231545256918e-13
Position 594: 5.947596429515713e-13
Position 4515: 2.0089565162821999e-13
Position 738: 1.6106395930633551e-13
Position 748: 1.307442879941987e-13
Position 978: 8.444193789845868e-14
Position 9516: 4.3909581070278973e-14
Position 956: 2.6521399723759096e-14
Position 561: 1.747533665519584e-14
Position 4321: 1.2367780911189537e-14
Position 769: 5.1602769679448194e-15
Position 897: 3.4861707156935352e-15
Position 4635: 3.1993036367459443e-15
Position 1488: 2.0044619033737363e-15
Position 1094: 1.907663079368628e-15
Position 650: 1.779886547196378e-15
Position 1201: 1.7593415122016582e-15
Position 757: 1.3743636546936956e-15
Position 4103: 8.198887991094918e-16
Position 3746: 7.037144267291062e-16
Position 4243: 5.046072752340308e-16
Position 3165: 4.484107870904969e-16
Position 2429: 3.0447049134654494e-16
Position 5305: 2.1559319246929456e-16
Position 3795: 1.0513788499143359e-16
Position 1840: 8.382812196614229e-17
Position 2138: 7.071444814574505e-17
Position 2422: 5.056553408623795e-17
Position 2209: 4.922919228891147e-17
Position 783: 2.7826760573896054e-17
Position 1629: 1.8518174535786994e-17
Position 1963: 1.7462834386104138e-17
Position 2382: 1.2913873799821734e-17
Position 3548: 9.182094371738184e-18
Position 2385: 8.760185594921912e-18
Position 919: 8.673098210198066e-18
Position 1787: 6.778076714058768e-18
Position 1359: 6.670143882370555e-18
Position 1333: 6.23088458711255e-18
Position 2658: 1.867045831790988e-18
Position 702: 1.7773487515285088e-18
Position 797: 1.7031330262759247e-18
Position 2363: 1.3383434729035156e-18
