Gene = Tudor-SN
index = 1577
Annotated 5SS: [ 263 2403 4070]
Annotated 3SS: [1561 2633 4466]
SMsplice 5SS: [ 263 2403 2786 4070]
SMsplice 3SS: [1017 2633 2835 4466]
top_k =  1000
Partition function (log Z): 0.45546528172649103

Sorted 5' Splice Sites (High to Low Probability):
Position 263: 0.9612158627898579
Position 4070: 0.9398421573964806
Position 2786: 0.8593161549179456
Position 2403: 0.8330513639077102
Position 2952: 0.41984203715953866
Position 4650: 0.28633207071916406
Position 4282: 0.23985154798276329
Position 3779: 0.06633946605932746
Position 1330: 0.03594906428919773
Position 1018: 0.03522100741102185
Position 1376: 0.03199864342201799
Position 4388: 0.022691823783825598
Position 2096: 0.021810170734629406
Position 1754: 0.020847303053591403
Position 3099: 0.016796366787219023
Position 2285: 0.015561082317721528
Position 1991: 0.014360748846909091
Position 3066: 0.013623029350908422
Position 2460: 0.012367424264408167
Position 1073: 0.010834532291262675
Position 3089: 0.008886909203462946
Position 4396: 0.008298130755685095
Position 1815: 0.007518871883726992
Position 4626: 0.005781784947582515
Position 433: 0.005711175235308201
Position 3595: 0.005222246312694664
Position 5095: 0.0051108924267950434
Position 553: 0.005044948222847124
Position 1187: 0.004991194155106268
Position 3380: 0.004197152888178616
Position 3792: 0.004169541367184337
Position 1746: 0.00415370738024172
Position 2762: 0.004076638677677649
Position 1235: 0.003949026296970026
Position 2753: 0.003856087998863402
Position 507: 0.0037415287077339847
Position 453: 0.003676622366462183
Position 767: 0.0034994291544633033
Position 2756: 0.003139027110482699
Position 1580: 0.002836442667643695
Position 1402: 0.002716573067022735
Position 1419: 0.0026426112131334722
Position 771: 0.0024877944426540894
Position 4325: 0.0018410287862724649
Position 4207: 0.00174600148654681
Position 2419: 0.001637358581108341
Position 357: 0.0015416690346237423
Position 254: 0.001421597652402843
Position 427: 0.0014122852991940156
Position 2368: 0.0012166411524434197
Position 696: 0.0011921763278417454
Position 1452: 0.0011823238312241044
Position 2964: 0.0011812152466659151
Position 4424: 0.001175018762349976
Position 4274: 0.0011493303683173244
Position 1731: 0.0011282913165982038
Position 4898: 0.0011160732767235028
Position 2207: 0.001069329470881422
Position 4535: 0.001002790847499045
Position 4835: 0.0009935016029019943
Position 339: 0.000819374923137443
Position 2078: 0.0007400236590588844
Position 5253: 0.0007353812230896542
Position 4840: 0.0005733768096973308
Position 1334: 0.00047874544496153445
