Gene = Vta1
index = 1599
Annotated 5SS: [211 334 569]
Annotated 3SS: [271 417 635]
SMsplice 5SS: [211 334 569]
SMsplice 3SS: [271 417 635]
top_k =  1000
Partition function (log Z): -1.2541469977398223

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9565465307989217
Position 334: 0.9394279559012261
Position 569: 0.9293872510246445
Position 776: 0.03924808838937393
Position 1260: 0.018526851451881238
Position 729: 0.004423581233939932
Position 1254: 0.0022800977268406207
Position 530: 0.0021700079858101564
Position 57: 0.0017931867788528774
Position 582: 0.0008564149597270935
Position 282: 0.0006349795272773249
Position 573: 0.0006030675517468812
Position 483: 0.0005584747710833595
Position 738: 0.000546750500597416
Position 982: 0.00040821290226866487
Position 215: 0.00032369773859525344
Position 1267: 0.00015237622467402447
Position 310: 0.0001409284794884351
Position 383: 0.00011187410460417017
Position 338: 0.00010840218911361162
Position 1123: 9.063291181934004e-05
Position 1108: 6.476276662667184e-05
Position 622: 6.017545081337538e-05
Position 452: 5.883204487998629e-05
Position 695: 4.696465225876892e-05
Position 1170: 2.4886486374132218e-05
Position 32: 1.8378339108132876e-05
Position 4: 1.6922678992610697e-05
Position 182: 1.3324771134725924e-05
Position 185: 7.828259143040468e-06
Position 14: 5.133296164021681e-06
Position 958: 4.600654484692355e-06
Position 1380: 3.6026749525146386e-06
Position 1161: 3.0932533882932606e-06
Position 20: 2.8153317408120157e-06
Position 640: 2.5657541754571347e-06
Position 665: 2.2419876516086737e-06
Position 380: 1.6958610727201275e-06
Position 229: 1.4765343140108263e-06
Position 35: 1.4128958086382591e-06
Position 1287: 9.048214069705906e-07
Position 1333: 7.744923917095493e-07
Position 247: 6.90488514728516e-07
Position 106: 3.358993097368405e-07
Position 1018: 2.895027910639693e-07
Position 238: 8.544650902275065e-08
Position 133: 6.472922056925176e-08
Position 961: 3.7250727605298767e-08
Position 387: 3.4121888769738144e-08
Position 1054: 2.6905395330022593e-08
Position 1045: 2.5713651471260057e-08
Position 392: 1.0708989641275762e-08
Position 398: 5.060480930652747e-09
Position 271: 1.5269248128332115e-09
Position 1114: 1.4518685240575104e-09
Position 643: 8.102916865138694e-10
Position 117: 7.300153223756054e-10
Position 662: 2.855369962474532e-10
Position 667: 9.958689884732828e-11
Position 1010: 1.3327594804553831e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 417: 0.9408515074781735
Position 271: 0.911942820061727
Position 635: 0.8404813746498734
Position 687: 0.04806401628938382
Position 281: 0.03505278129555623
Position 856: 0.02762791540376526
Position 618: 0.023350615601346263
Position 1314: 0.019240777724901962
Position 662: 0.010882658973643947
Position 805: 0.008670380794983713
Position 1161: 0.007996111006754219
Position 1158: 0.004861748076453904
Position 648: 0.00445237949653945
Position 1063: 0.00398862132646718
Position 1010: 0.0026269631868938137
Position 1320: 0.002013416266859337
Position 133: 0.0016363974690356826
Position 1181: 0.0012124426131568853
Position 440: 0.0011957836162852125
Position 585: 0.0005730917052423898
Position 1294: 0.0005294811551722735
Position 365: 0.00026709104757301276
Position 545: 0.00022805969920367965
Position 1325: 0.00016743505667047193
Position 154: 0.0001372922230277628
Position 771: 0.00011513886288053037
Position 467: 7.343765962724719e-05
Position 725: 5.602038495903371e-05
Position 315: 5.47108065721356e-05
Position 1395: 4.1942190676626546e-05
Position 709: 4.070378411073218e-05
Position 452: 2.8346441507106238e-05
Position 981: 2.3550422270113427e-05
Position 106: 1.778074838248469e-05
Position 906: 1.7213878660736376e-05
Position 494: 1.55806653640236e-05
Position 819: 1.5308873194517052e-05
Position 924: 1.4720881228226282e-05
Position 52: 1.4406106878414297e-05
Position 1227: 1.2680333999561102e-05
Position 437: 1.1381202873793662e-05
Position 711: 1.0791439569642745e-05
Position 831: 1.025900117937297e-05
Position 1206: 8.101182164169514e-06
Position 1101: 5.7696031124830706e-06
Position 1333: 4.6559670456253794e-06
Position 931: 4.406080000426955e-06
Position 978: 4.275373675516834e-06
Position 1435: 4.109469028724042e-06
Position 1210: 3.817055891791212e-06
Position 482: 3.4751774159164923e-06
Position 461: 3.077964466123042e-06
Position 825: 2.9868946615279295e-06
Position 446: 2.8491442761630094e-06
Position 70: 2.443432607853739e-06
Position 1068: 1.8027147956430978e-06
Position 294: 1.6400684892947883e-06
Position 78: 1.4421053337438767e-06
Position 738: 1.2601760868204337e-06
Position 65: 6.384290166072683e-07
Position 84: 5.775791466789648e-07
Position 224: 3.9663943295986196e-07
Position 163: 2.900022192472769e-07
Position 554: 8.969418469628071e-08
Position 506: 6.965944770761402e-08
Position 229: 4.037372766780232e-08
Position 211: 1.1027015414532544e-08
Position 704: 2.0703526026124113e-09
Position 338: 1.6316193336008282e-09
Position 557: 1.014251587084478e-09
Position 729: 4.722771541243713e-10
Position 215: 1.5883236166194646e-14
Position 204: 1.504327969430453e-14
