Gene = CkIIalpha-i1
index = 1075
Annotated 5SS: [195]
Annotated 3SS: [252]
SMsplice 5SS: [195]
SMsplice 3SS: [252]
top_k =  1000
Partition function (log Z): -5.952276559391071

Sorted 5' Splice Sites (High to Low Probability):
Position 195: 0.9622658906253357
Position 1385: 0.07805931631265263
Position 433: 0.058231953659668975
Position 208: 0.02999106269814632
Position 412: 0.02545040715783996
Position 182: 0.0058190231157995405
Position 1433: 0.0028786238038493667
Position 1409: 0.0019815336379663453
Position 704: 0.0016161005816352516
Position 333: 0.0015270910792274997
Position 405: 0.00046113746239125026
Position 813: 0.00029263612838637486
Position 991: 0.00022342520864553317
Position 1056: 0.0001814513632328752
Position 1359: 0.00017916984956906884
Position 1186: 0.0001619050746580196
Position 667: 0.0001198571976162622
Position 743: 0.00011761850380294462
Position 1046: 9.570342653280773e-05
Position 1158: 8.380684336858716e-05
Position 910: 8.048544942696052e-05
Position 1437: 7.704420169119996e-05
Position 558: 6.618218828628217e-05
Position 490: 5.9294933286923125e-05
Position 532: 5.585302403462733e-05
Position 354: 4.977370851309065e-05
Position 656: 4.868550868925106e-05
Position 1054: 4.738507323615635e-05
Position 1268: 4.467997887916661e-05
Position 577: 3.51750634019413e-05
Position 38: 3.16031387850371e-05
Position 1552: 2.0930687737143406e-05
Position 612: 1.8331270536929967e-05
Position 746: 1.8106834916877496e-05
Position 840: 1.2293428294982734e-05
Position 199: 1.073714441471804e-05
Position 1020: 8.762666892389485e-06
Position 880: 6.946096656669463e-06
Position 1284: 6.888043698534384e-06
Position 1206: 5.97326996886773e-06
Position 1117: 5.702051444727111e-06
Position 1082: 5.679074058022866e-06
Position 648: 4.067760750463736e-06
Position 753: 3.0897777368669206e-06
Position 1435: 2.951381097970714e-06
Position 244: 2.603506163633893e-06
Position 901: 2.193060423916865e-06
Position 1469: 1.395501816114665e-06
Position 724: 1.3690478954328598e-06
Position 535: 1.2444935829397673e-06
Position 1523: 1.1679689661822814e-06
Position 933: 3.897140105590012e-07
Position 1071: 1.6116405052504785e-07
Position 928: 1.1412575044149066e-07
Position 562: 7.583763004182362e-08
Position 604: 4.321833733702606e-08
Position 223: 1.6051578897219728e-09
Position 212: 7.218172081147274e-10
Position 942: 1.6472898095638288e-11
Position 585: 3.6407046423813234e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 252: 0.9698213530565928
Position 1455: 0.08308531195427758
Position 1490: 0.025327670476948914
Position 848: 0.019315540395131326
Position 1134: 0.01519711116172767
Position 575: 0.014546971228020945
Position 399: 0.011510322358526955
Position 1112: 0.006532716334596005
Position 751: 0.005855693241537289
Position 474: 0.0055592130480095064
Position 1609: 0.0035521664335784477
Position 1459: 0.0021162547120955034
Position 958: 0.0013719766973631178
Position 1005: 0.0007849532914470763
Position 1239: 0.0005470301345480963
Position 333: 0.0004915122077528525
Position 1317: 0.000441515552127201
Position 604: 0.0004394767232882157
Position 1243: 0.000412443102274691
Position 899: 0.0004120601310128803
Position 1469: 0.00033024702340837776
Position 825: 0.00031105790265637955
Position 968: 0.000300310381390154
Position 1032: 0.0002623879401411569
Position 789: 0.0002536567254224656
Position 1532: 0.00023507248756958067
Position 1206: 0.00018462820197751706
Position 1008: 0.00018128464711998743
Position 858: 0.0001688902728449655
Position 1623: 9.832290792597062e-05
Position 1117: 9.773266242897119e-05
Position 807: 9.764923628834231e-05
Position 1046: 7.921753495264644e-05
Position 1226: 7.038374219454922e-05
Position 753: 5.753702608995508e-05
Position 495: 5.427646918613153e-05
Position 535: 4.7089239323608825e-05
Position 621: 3.8020505935939457e-05
Position 1221: 3.5821104103115175e-05
Position 933: 3.3556620962052484e-05
Position 101: 3.098224867108785e-05
Position 490: 2.628096075887336e-05
Position 1352: 2.605683233319726e-05
Position 317: 2.3309388262294846e-05
Position 1320: 2.172777795691018e-05
Position 612: 1.684089452601421e-05
Position 405: 1.379041629316332e-05
Position 436: 7.2384514630604545e-06
Position 541: 7.211426727415211e-06
Position 1158: 6.193774249571723e-06
Position 379: 6.016097979274589e-06
Position 430: 5.820787309242809e-06
Position 235: 4.460605940619763e-06
Position 330: 4.357369148508101e-06
Position 1370: 4.211629027796953e-06
Position 894: 3.058705114410359e-06
Position 528: 2.569339335346964e-06
Position 627: 2.5163418513630966e-06
Position 456: 1.180317297478636e-06
Position 459: 1.1429353117917136e-06
Position 519: 8.839772475742077e-07
Position 348: 7.734732442402612e-07
Position 134: 2.0349703024458508e-08
Position 354: 5.420678716938791e-09
Position 365: 2.77704043194692e-09
Position 111: 2.2862596153594815e-09
Position 499: 1.4297862304343656e-09
Position 427: 1.416867697492593e-09
Position 131: 9.780884610538943e-10
Position 169: 8.157458223871608e-10
Position 634: 6.697792554653526e-10
Position 301: 3.4555086023035126e-10
Position 288: 2.0282058192338298e-10
Position 447: 1.2606438385782877e-10
Position 411: 2.30307198622242e-11
Position 119: 1.846477823441411e-12
Position 199: 1.7614796636892903e-12
Position 208: 8.344153905141966e-13
Position 303: 4.906521410759394e-13
Position 432: 2.3588919772211178e-14
Position 212: 8.409185382549706e-18
Position 486: 4.5946259989054043e-23
