Gene = CAH2
index = 58
Annotated 5SS: [2555 4548 4837]
Annotated 3SS: [4074 4608 4897]
SMsplice 5SS: [  69 4548 4837]
SMsplice 3SS: [4074 4608 4897]
top_k =  1000
Partition function (log Z): 5.7621483537419245

Sorted 5' Splice Sites (High to Low Probability):
Position 4837: 0.9998446303482332
Position 4548: 0.9992169152918723
Position 69: 0.8658179180604708
Position 278: 0.07432353219063811
Position 1932: 0.06732777343196313
Position 2555: 0.06512589365125364
Position 1580: 0.035672664638703146
Position 4191: 0.027984627413456545
Position 4326: 0.01723495349569633
Position 140: 0.016444297760705048
Position 319: 0.015536195924325995
Position 381: 0.01388215635985739
Position 388: 0.013489682500019848
Position 1671: 0.012526828991205417
Position 2308: 0.009050346415282138
Position 2321: 0.007807097193125487
Position 5163: 0.007521986252889725
Position 999: 0.00698343215652511
Position 5283: 0.005487522488822553
Position 834: 0.0038908602027473015
Position 872: 0.0037710594112924964
Position 4728: 0.0035656342610722214
Position 2473: 0.003237682630124408
Position 1518: 0.0030207472393797806
Position 809: 0.0019868387007847916
Position 3617: 0.0014169097519214848
Position 272: 0.0012303852282320078
Position 3886: 0.001196789533085306
Position 4324: 0.0010048340949369743
Position 2489: 0.0009833393270910768
Position 361: 0.0008653892289701329
Position 4716: 0.000665742291932989
Position 5174: 0.0006528101464669229
Position 5398: 0.0005735365173076015
Position 3500: 0.0005421437326341375
Position 343: 0.000516971428342666
Position 1972: 0.0005078245116249428
Position 3445: 0.0004402058661957685
Position 144: 0.0004300741221242312
Position 1380: 0.00037581094362430995
Position 1562: 0.00034147362827979436
Position 1601: 0.0003192250961697522
Position 1239: 0.00029684367826565244
Position 152: 0.0002645147673683575
Position 256: 0.00024982286473365
Position 3067: 0.00017691135144494772
Position 5646: 0.00017371540269222303
Position 5160: 0.000137057646629183
Position 1141: 0.0001297815021667571
Position 5139: 0.00012762331457020603
Position 618: 0.00010569295174618046
Position 4684: 0.00010529216653846772
Position 5062: 9.174916146681032e-05
Position 1226: 7.228077985374811e-05
Position 4984: 6.615851563925219e-05
Position 942: 4.464669499385441e-05
Position 1814: 4.191852447146484e-05
Position 425: 3.8769777745559586e-05
Position 5223: 3.808528230235637e-05
Position 4609: 3.6389584789523324e-05
Position 957: 3.631261428718891e-05
Position 5313: 3.40061402406987e-05
Position 4739: 2.5921922953060856e-05
Position 39: 2.343168198094962e-05
Position 5152: 2.286549937080227e-05
Position 506: 2.2779625948938688e-05
Position 5116: 2.2376385229198815e-05
Position 5507: 1.677398113455331e-05
