Gene = Taf11
index = 1542
Annotated 5SS: [357]
Annotated 3SS: [418]
SMsplice 5SS: [357]
SMsplice 3SS: [418]
top_k =  1000
Partition function (log Z): -3.0027316063185547

Sorted 5' Splice Sites (High to Low Probability):
Position 357: 0.9980192214221216
Position 42: 0.11970759548883966
Position 25: 0.016676743257731518
Position 66: 0.0070574822335472956
Position 51: 0.002166951016934748
Position 769: 0.001687891890475528
Position 361: 0.0014871601876903884
Position 628: 0.0001457472885499096
Position 765: 0.00014193956472364987
Position 385: 0.0001244455372283717
Position 505: 0.0001135259588752101
Position 777: 9.219694225942571e-05
Position 4: 7.158228453714147e-05
Position 591: 5.1328516495294424e-05
Position 6: 4.707625036305732e-05
Position 281: 2.8358697653302687e-05
Position 576: 1.4176893050515858e-05
Position 467: 1.3056588840424803e-05
Position 744: 1.4475297893434705e-06
Position 669: 1.4302975046079026e-06
Position 498: 5.561682485111312e-07
Position 546: 4.583543653285293e-07
Position 612: 4.4830876476146985e-07
Position 420: 4.361788628505443e-07
Position 227: 4.1920446812144356e-07
Position 637: 2.3687383256748347e-07
Position 582: 2.285655948928915e-07
Position 594: 2.1863580082859118e-07
Position 472: 6.879967655361819e-08
Position 549: 5.762471159040686e-08
Position 781: 5.696554475185628e-08
Position 426: 3.789093026403185e-08
Position 529: 3.112994544660239e-08
Position 168: 9.736783780382785e-09
Position 560: 9.628204234729832e-09
Position 536: 3.8720440646552895e-09
Position 148: 2.3569347859182276e-11
Position 534: 1.422856962304981e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 418: 0.9890685382988694
Position 114: 0.1382547088218388
Position 168: 0.007315312645718977
Position 491: 0.0036357618612714916
Position 444: 0.003580339122473721
Position 827: 0.0019959304528879658
Position 449: 0.0013980967786169857
Position 542: 0.0010209998535718272
Position 555: 0.0006118150344429072
Position 575: 0.0003566073235494173
Position 134: 0.00015255285047069148
Position 647: 0.0001141829215859831
Position 705: 5.5754248376443736e-05
Position 503: 4.818604735535888e-05
Position 709: 1.2175680504745708e-05
Position 812: 6.746503090800687e-06
Position 730: 6.730633599736333e-06
Position 805: 6.39687800356866e-06
Position 122: 3.3702266714327498e-06
Position 781: 2.798084975003402e-06
Position 689: 2.0980191897901523e-06
Position 669: 7.56547053069585e-07
Position 620: 7.052124774265979e-07
Position 627: 6.562734756997268e-07
Position 773: 2.910663668878545e-07
Position 237: 2.465163815552673e-07
Position 719: 2.1296775590530293e-07
Position 590: 2.04051128611977e-07
Position 189: 1.132760212764315e-07
Position 740: 1.0850363471966583e-07
Position 765: 9.029603671611755e-08
Position 264: 3.179925138025755e-08
Position 603: 3.028225046582536e-08
Position 682: 2.5634503269795546e-08
Position 309: 1.70054050942325e-08
Position 716: 9.238153057557706e-09
Position 194: 9.101305619410529e-09
Position 324: 7.069372904607904e-09
Position 339: 6.037844020386189e-09
Position 333: 4.407935340672349e-09
Position 183: 2.7800622364261294e-09
Position 757: 2.1732052513209437e-09
Position 665: 1.6295343985060893e-09
Position 315: 7.322294449028837e-10
Position 277: 4.930875011620914e-10
Position 321: 3.1923114551600367e-10
Position 336: 6.517678905207641e-11
Position 342: 3.080909170555571e-11
Position 294: 1.020781841705747e-11
Position 382: 9.487789344611934e-12
Position 357: 5.133103211771964e-12
Position 365: 5.645818023679154e-13
Position 372: 4.5643305986344e-13
Position 361: 1.7060423043146618e-13
Position 599: 1.3445002273904657e-14
