Gene = cype
index = 1662
Annotated 5SS: [ 60 450]
Annotated 3SS: [275 516]
SMsplice 5SS: [ 60 450]
SMsplice 3SS: [275 516]
top_k =  1000
Partition function (log Z): -3.259711657230775

Sorted 5' Splice Sites (High to Low Probability):
Position 450: 0.9852258567449563
Position 60: 0.7645435956101398
Position 124: 0.08146089615526614
Position 76: 0.011703603869746467
Position 227: 0.00511727561026177
Position 385: 0.0017595810070758222
Position 603: 0.0011943299027037564
Position 96: 0.0007467009794547282
Position 186: 0.0005812274765977319
Position 64: 0.0005506120689058329
Position 25: 0.0003903866649795312
Position 677: 0.00038710464956553714
Position 647: 0.00032836164900879787
Position 105: 0.00031854967634419284
Position 409: 0.0002910970900225164
Position 606: 0.00017649679574741317
Position 636: 0.0001735470667629493
Position 196: 0.00014652986720961204
Position 382: 7.934737998649249e-05
Position 612: 3.5994065828777726e-05
Position 18: 1.467173069316871e-05
Position 143: 1.3018960255424695e-05
Position 625: 1.2634905912905316e-05
Position 361: 1.0912100971983746e-05
Position 622: 9.130436441502076e-06
Position 586: 7.807328161186078e-06
Position 520: 7.578912711671963e-06
Position 564: 6.412826237893762e-06
Position 561: 3.5835157729874034e-06
Position 256: 8.417641924385683e-07
Position 571: 4.7278746759252576e-07
Position 671: 1.8373281454595626e-07
Position 681: 1.0648473953972611e-07
Position 535: 1.0162662156128316e-07
Position 316: 1.1539974652489334e-08
Position 323: 2.7450743302464386e-09
Position 495: 3.2323944265660826e-10
Position 480: 1.7853453831565594e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 516: 0.9902327207629364
Position 275: 0.8567878028357203
Position 143: 0.0020868735451001616
Position 295: 0.001991638888350642
Position 664: 0.001207894584830033
Position 207: 0.0008862471580351417
Position 704: 0.0006450093245170918
Position 348: 0.00039041228241449227
Position 729: 0.0002487972807981716
Position 124: 0.00022505482640058713
Position 723: 0.00018854112230187232
Position 186: 0.00010111002542122548
Position 238: 9.16604940108499e-05
Position 671: 8.321724331800677e-05
Position 102: 7.876490825317865e-05
Position 459: 2.1128214249362804e-05
Position 628: 1.2067190016487679e-05
Position 520: 1.1416690180001587e-05
Position 580: 1.7748672828427676e-06
Position 690: 1.3682554439005033e-06
Position 571: 7.914776562145837e-07
Position 423: 6.216567309303406e-07
Position 176: 6.005251206601442e-07
Position 606: 5.797272142730383e-07
Position 426: 5.503537107079569e-07
Position 535: 5.163644074155701e-07
Position 553: 4.7600496184612405e-07
Position 603: 4.1459915141526945e-07
Position 75: 3.6479450447313313e-07
Position 634: 1.4131688034573035e-07
Position 612: 4.262001831127265e-09
Position 706: 4.191557845626097e-09
Position 218: 2.6618938381315003e-10
Position 64: 1.235618434530919e-11
Position 544: 7.291390970913786e-18
