Gene = fok
index = 1704
Annotated 5SS: [493]
Annotated 3SS: [2054]
SMsplice 5SS: [493]
SMsplice 3SS: [5597]
top_k =  1000
Partition function (log Z): -7.815606575042699

Sorted 5' Splice Sites (High to Low Probability):
Position 493: 0.7975991581125312
Position 1996: 0.6444864852366259
Position 1656: 0.5025462050703429
Position 2284: 0.4981418621763444
Position 3136: 0.19321971313739303
Position 2282: 0.1660785665006264
Position 1243: 0.13887891885763334
Position 3589: 0.11925315005545127
Position 4335: 0.0994854071886123
Position 1947: 0.08068500218363739
Position 758: 0.07949291617773074
Position 3410: 0.03405807416754328
Position 5088: 0.028267047467114954
Position 2394: 0.027997693524579342
Position 5065: 0.019302773606835345
Position 2719: 0.01862093177474728
Position 433: 0.015143613109097663
Position 1428: 0.013743753425075025
Position 3754: 0.013451610380758266
Position 3963: 0.010878866536260037
Position 3322: 0.010329978309311373
Position 2925: 0.00990477041567339
Position 3140: 0.009591826137030588
Position 3307: 0.008986671570120008
Position 1677: 0.007996673997663416
Position 4339: 0.0077179063505579204
Position 2974: 0.006491596854647104
Position 925: 0.004906748443434876
Position 1247: 0.004626276787786527
Position 1020: 0.0034840419603739074
Position 2288: 0.003377182703938964
Position 1660: 0.0032493644045213394
Position 5698: 0.0031600403935905064
Position 2317: 0.0030988823959605012
Position 4426: 0.003098021711626627
Position 3593: 0.002917715610090382
Position 147: 0.0021051853598214316
Position 3557: 0.0020514131446620855
Position 996: 0.001966299041654113
Position 125: 0.0016486739141930232
Position 1665: 0.0010565549948329661
Position 111: 0.001009296420569047
Position 1147: 0.0009941897225339842
Position 3005: 0.0009795789362048134
Position 198: 0.0009541883032981779
Position 1910: 0.0009529498268901359
Position 1138: 0.000836664789327522
Position 2844: 0.0008231335693978861
Position 592: 0.0006507464347223882
Position 1339: 0.000629411386118388
Position 2985: 0.0005993709110260378
Position 2512: 0.000584622765496348
Position 1964: 0.0005469019671580418
Position 164: 0.0005445544109274215
Position 1891: 0.0004850077998501262
Position 1510: 0.0004524801538898728
Position 1680: 0.0004439587201722803
Position 585: 0.00042744545840071695
Position 1284: 0.0004138636592527076
Position 863: 0.00041136594463643983
Position 1253: 0.00035997348768805517
Position 1441: 0.00031048910514999673
Position 1298: 0.0002758497509533118
Position 1417: 0.0002708334228011658
Position 932: 0.00024472310943004236
Position 1683: 0.0002254255661715303
Position 762: 0.0002144198502417169
Position 566: 0.00021094606085539055
Position 1636: 0.0002000742160304768
Position 2535: 0.00018158411983074563
Position 1760: 0.00017594691425226874
Position 2348: 0.0001655602776195494
Position 3008: 0.00016298093293377482
Position 891: 0.00015049548453464144
Position 1194: 0.00015036535752441008
Position 1617: 0.00014114020497247876
Position 481: 0.00013964300761277166
Position 670: 0.00013701250894340494
Position 3074: 0.00012802071017932413
Position 2007: 0.00012554878290813216
Position 999: 0.00011389108937852129
Position 1393: 0.00010892429922781724
Position 1445: 0.00010884592535378084
Position 1697: 0.00010068915986400089
Position 1397: 9.866969712598155e-05
Position 128: 9.530669088085128e-05
Position 310: 8.188370866695829e-05
Position 1925: 8.072086371276137e-05
Position 5729: 7.805327273172695e-05
Position 1877: 7.766630691356497e-05
Position 662: 6.298066244702922e-05
Position 2360: 6.133963343979885e-05
Position 1713: 5.2064579524067665e-05
Position 2553: 3.719518253702804e-05
Position 1593: 3.364229774867555e-05
Position 1202: 2.761385812489693e-05
Position 664: 2.230289677211958e-05
Position 1313: 2.218031614818321e-05
Position 281: 1.8259551076351617e-05
Position 1204: 1.7763117683166078e-05
Position 1032: 1.717617391629948e-05
Position 1905: 1.6766558215161996e-05
Position 465: 1.3419785345862267e-05
Position 1113: 9.268924374291985e-06
Position 682: 9.097782046726476e-06
Position 1842: 8.991273441024603e-06
Position 1694: 8.277003771001908e-06
Position 680: 8.007719601938067e-06
Position 666: 7.713962822428238e-06
Position 678: 6.786024926235326e-06
Position 297: 5.887478559653356e-06
Position 94: 5.396849903876168e-06
Position 674: 3.7067078665876918e-06
Position 357: 2.7292482642531873e-06
Position 583: 2.5211826709160963e-06
Position 486: 2.5060364745210525e-06
Position 731: 1.9991053205106193e-06
Position 443: 1.9194949267491583e-06
Position 342: 1.6545977925711158e-06
Position 808: 1.5799016324166975e-06
Position 422: 1.5796590845096497e-06
Position 676: 1.3358231063769552e-06
Position 2059: 1.0846535480058992e-06
Position 7: 1.0700709451694973e-06
Position 596: 9.616378909857122e-07
Position 947: 9.251365447715922e-07
Position 577: 8.492782192380954e-07
Position 604: 5.280097192441387e-07
Position 783: 4.905369301443587e-07
Position 745: 4.600195418693938e-07
Position 594: 3.4206266459980257e-07
Position 386: 3.0810721914735e-07
Position 654: 2.752749833985309e-08
Position 2358: 1.2645161648571526e-08
Position 668: 1.2643422415476205e-08
Position 599: 1.2105867342533344e-08
Position 607: 6.0789534092894015e-09
Position 722: 2.2339751966820606e-09
Position 686: 8.807779296508552e-10
Position 724: 7.474991111661171e-10
Position 940: 2.605926410015305e-10
Position 684: 1.466313328097766e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2054: 0.8519564732967672
Position 5597: 0.7686738097117874
Position 1813: 0.5075370318122511
Position 1481: 0.2789033293345879
Position 3206: 0.23904944999867878
Position 1798: 0.15381437091671615
Position 2654: 0.08639313517768707
Position 993: 0.08050890719490164
Position 1084: 0.07614652887132958
Position 4256: 0.06728570467523907
Position 2627: 0.05372800067293009
Position 1759: 0.04147790971682344
Position 1581: 0.03957326807653904
Position 3054: 0.037886406694067475
Position 1774: 0.03488822198503369
Position 4843: 0.030314440995848867
Position 4485: 0.028006235278479747
Position 1319: 0.02483003054360683
Position 1456: 0.02465795064882525
Position 3465: 0.020830239241583545
Position 3674: 0.02071054505718286
Position 1173: 0.0181219348221142
Position 1384: 0.015926923616485237
Position 2355: 0.013764967758181144
Position 2898: 0.01295130647330176
Position 1122: 0.009553127392478863
Position 4602: 0.008774876905506932
Position 5448: 0.005658510222452847
Position 2699: 0.004852930799420231
Position 1284: 0.004772691064531447
Position 1301: 0.004129436673534226
Position 1465: 0.003585576087558229
Position 816: 0.003451012181102669
Position 3008: 0.0033355470059314453
Position 3350: 0.003300876153698006
Position 5752: 0.0031600403935905085
Position 1497: 0.003152202642912087
Position 689: 0.0029839565262001714
Position 1534: 0.0029493648644620786
Position 891: 0.0027435192443270185
Position 328: 0.002524430686405925
Position 1431: 0.0020128154362533167
Position 1731: 0.0019599825926433665
Position 3918: 0.0017681599397087473
Position 2417: 0.001734359243450351
Position 715: 0.0014922970557069556
Position 4622: 0.0014612501273518477
Position 4098: 0.0014380860657370557
