Gene = PIG-C
index = 1357
Annotated 5SS: [541]
Annotated 3SS: [642]
SMsplice 5SS: [541]
SMsplice 3SS: [598]
top_k =  1000
Partition function (log Z): -6.282220451969793

Sorted 5' Splice Sites (High to Low Probability):
Position 541: 0.9908654867122028
Position 194: 0.17582070429892369
Position 161: 0.011363569034517828
Position 13: 0.006492563133652661
Position 1109: 0.004087767268078382
Position 573: 0.0007940245330287435
Position 818: 0.0006650839215405945
Position 1043: 0.0005804178691703548
Position 202: 0.0005326656135328909
Position 833: 0.00046121248963945074
Position 847: 0.000423754541526765
Position 828: 0.0002990411675076716
Position 43: 0.00027446371085318357
Position 391: 0.00019604540600447364
Position 564: 7.431226175226478e-05
Position 292: 7.427534571909563e-05
Position 394: 7.13905509097294e-05
Position 174: 4.419243295140409e-05
Position 1054: 2.6378451408706513e-05
Position 76: 2.412193283561795e-05
Position 327: 2.152727413491428e-05
Position 344: 1.7470349440334782e-05
Position 532: 1.1707082712245264e-05
Position 705: 9.668058401168471e-06
Position 385: 8.947849739916571e-06
Position 566: 7.571177024113275e-06
Position 299: 6.708431746248591e-06
Position 523: 6.043891492440621e-06
Position 87: 5.765277477812415e-06
Position 632: 3.920979149001095e-06
Position 739: 3.5956645529900213e-06
Position 1026: 1.8563731605951698e-06
Position 727: 1.270758137052224e-06
Position 718: 5.510456799337814e-07
Position 1133: 3.416122850413714e-07
Position 927: 3.253833925145424e-07
Position 921: 3.2440436634334245e-07
Position 961: 2.400699362640584e-07
Position 271: 7.364333382891077e-08
Position 748: 3.612205189520783e-09
Position 795: 2.49400104837036e-09
Position 651: 2.3373293499405233e-09
Position 481: 1.4827473521696909e-09
Position 646: 1.4427057922435365e-09
Position 625: 3.2973067766696793e-10
Position 273: 1.9694177368491356e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 598: 0.5431400364695108
Position 637: 0.3458099114983723
Position 263: 0.13620488264726058
Position 642: 0.06651300141200697
Position 269: 0.022450651166589133
Position 299: 0.019633032807134836
Position 918: 0.013196499344634852
Position 921: 0.010183593909706285
Position 915: 0.009249860635532412
Position 216: 0.006862274597880378
Position 69: 0.006188090491288462
Position 1164: 0.005718869399809291
Position 685: 0.005161476746378886
Position 441: 0.0010549544449559305
Position 391: 0.0008768623422516306
Position 313: 0.00032797869761377863
Position 1175: 0.00032376820826726774
Position 1002: 0.00016808827971691886
Position 164: 4.967053507065914e-05
Position 202: 4.6338011371791186e-05
Position 449: 3.7606694791035874e-05
Position 526: 2.3193187202461116e-05
Position 772: 1.3880556871578117e-05
Position 673: 9.391988866352628e-06
Position 1008: 5.851645617276788e-06
Position 341: 4.9950253912520574e-06
Position 350: 3.789260068757491e-06
Position 128: 3.758117888171372e-06
Position 1172: 3.1954868567420325e-06
Position 1021: 2.569359653047504e-06
Position 1026: 2.4669198286479446e-06
Position 1124: 2.341893648177622e-06
Position 81: 1.6288587024761006e-06
Position 732: 1.5621642282585442e-06
Position 337: 1.0834049145495839e-06
Position 540: 6.370486076270096e-07
Position 184: 5.966631348818022e-07
Position 1046: 2.768975079924399e-07
Position 927: 2.47715293498077e-07
Position 344: 2.1174784099011158e-07
Position 544: 1.668212006086744e-07
Position 138: 9.838818340426503e-08
Position 369: 4.059288412970791e-10
