Gene = eIF3e
index = 1684
Annotated 5SS: [198 685]
Annotated 3SS: [291 770]
SMsplice 5SS: [198 685]
SMsplice 3SS: [291 770]
top_k =  1000
Partition function (log Z): -3.209333320907871

Sorted 5' Splice Sites (High to Low Probability):
Position 685: 0.989825703534276
Position 198: 0.6551288953821052
Position 506: 0.1294181269979765
Position 68: 0.04250022946401934
Position 929: 0.026971462808814434
Position 218: 0.007729603665248488
Position 91: 0.0036800334144397122
Position 689: 0.0024689860725684155
Position 247: 0.002321786077995195
Position 1262: 0.0018744576133045276
Position 232: 0.001583993664994845
Position 1001: 0.0015637738425112457
Position 466: 0.0014293862899547767
Position 80: 0.0009558201296241181
Position 45: 0.0007149337989358932
Position 939: 0.0006060396101225541
Position 1166: 0.0005356523316350643
Position 989: 0.0003203789977535917
Position 1107: 0.00030166413055943337
Position 185: 0.0002526509857749675
Position 568: 0.00022028897196919314
Position 334: 0.00021228787877765985
Position 240: 0.00014108150648076855
Position 933: 6.429060479306469e-05
Position 1221: 6.372036827476518e-05
Position 1162: 4.64902856408933e-05
Position 1528: 4.474603484707693e-05
Position 1586: 4.3148897653485466e-05
Position 648: 3.901346100327992e-05
Position 603: 3.856019192343541e-05
Position 29: 2.9320804314613156e-05
Position 433: 2.8937015161012915e-05
Position 1059: 2.487614542439511e-05
Position 66: 1.8542840716436158e-05
Position 1130: 1.7050449386749117e-05
Position 318: 1.6997223256314064e-05
Position 615: 1.5930499325892826e-05
Position 853: 1.4305200777144335e-05
Position 274: 1.3193369876252255e-05
Position 983: 1.1783128314779163e-05
Position 1266: 1.1590069310094033e-05
Position 380: 1.1009611244336095e-05
Position 1042: 9.092350509699087e-06
Position 1595: 7.038035742491006e-06
Position 179: 6.713974669809178e-06
Position 276: 4.261697931799691e-06
Position 1027: 3.850630897277039e-06
Position 664: 3.716842941596565e-06
Position 415: 2.9589702447601308e-06
Position 1405: 2.643468631198151e-06
Position 1124: 1.7931986938068686e-06
Position 1245: 1.6145797215246327e-06
Position 1383: 1.3292250897120157e-06
Position 1170: 1.245967219655816e-06
Position 1621: 1.0452825536669591e-06
Position 1062: 1.019536357096182e-06
Position 633: 6.260216861863015e-07
Position 535: 2.9291279068945735e-07
Position 285: 2.7988923637949017e-07
Position 143: 2.7769979865265293e-07
Position 14: 1.2912719534930838e-07
Position 1025: 2.6547773323514814e-09
Position 1121: 2.164464383386397e-09
Position 669: 7.626018144369464e-10
Position 788: 2.434828604475935e-10
Position 1151: 1.1463432731142641e-10
Position 783: 7.691092332679902e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 770: 0.9931885488052588
Position 291: 0.6925313783123735
Position 567: 0.11135288233365614
Position 1019: 0.019399610421689202
Position 549: 0.010629621075775413
Position 143: 0.010019588038740446
Position 1062: 0.008507140513982898
Position 154: 0.00826062917302149
Position 552: 0.005351894683641471
Position 1316: 0.004164551474211993
Position 797: 0.0008089785993871977
Position 1118: 0.0007358659131770725
Position 995: 0.0006328443203472482
Position 1094: 0.0005143339898265935
Position 330: 0.0005012279207498606
Position 1475: 0.0004235838580470757
Position 886: 0.0003754950022680219
Position 306: 0.00035012247141104265
Position 396: 0.0003116775191162683
Position 630: 0.0003058520549203728
Position 392: 0.0002978462298529442
Position 594: 0.0002793463314949849
Position 959: 0.00026649178570340636
Position 1106: 0.00021307131757561945
Position 453: 0.000204445898216682
Position 303: 0.00019474491066858655
Position 736: 0.0001747377371794716
Position 1187: 0.00016469281360734163
Position 1330: 0.00014698202124957275
Position 1418: 0.00014627276197433034
Position 1478: 0.00012611271784742685
Position 1664: 0.00012193226020025792
Position 309: 0.00011400920779212079
Position 378: 7.638490962338367e-05
Position 905: 5.588445037615512e-05
Position 528: 4.332789363666957e-05
Position 1160: 3.7719657086827965e-05
Position 342: 3.6547517868213096e-05
Position 459: 3.323761968269436e-05
Position 1457: 3.0227496551901804e-05
Position 501: 2.6452912517620857e-05
Position 399: 2.3320818109221044e-05
Position 91: 1.845835443355095e-05
Position 582: 1.5873530172666557e-05
Position 1121: 1.4464518605505088e-05
Position 1373: 1.3249953968414874e-05
Position 1621: 1.3080334408575125e-05
Position 896: 1.2965738269676375e-05
Position 1346: 1.1801143008784857e-05
Position 1295: 1.1022520700322612e-05
Position 420: 8.599083497940868e-06
Position 197: 7.675381500122276e-06
Position 573: 6.980304527153912e-06
Position 450: 6.327779645878353e-06
Position 1527: 5.479365632451304e-06
Position 1595: 4.167587023717006e-06
Position 615: 3.998551897839872e-06
Position 99: 3.7226611338450194e-06
Position 633: 3.2771543369721347e-06
Position 483: 3.1538791503110165e-06
Position 179: 2.3587484603498403e-06
Position 247: 2.0994525213415677e-06
Position 842: 1.8349946818503193e-06
Position 1358: 1.7482622498330516e-06
Position 465: 1.5914576176392837e-06
Position 1367: 1.5781934234092789e-06
Position 194: 1.3481359518464709e-06
Position 1626: 1.069420612786375e-06
Position 1211: 9.354104217242634e-07
Position 603: 8.049622250182815e-07
Position 426: 6.145459361188382e-07
Position 519: 2.432257427427033e-07
Position 510: 2.1679169752385469e-07
Position 202: 1.4562776565962268e-07
Position 318: 9.235834478608423e-08
Position 214: 3.5222321633946764e-08
Position 432: 2.126461323219863e-08
Position 684: 1.411344076176136e-08
Position 411: 1.0045808982533573e-08
Position 809: 1.6520063541071222e-09
Position 714: 1.1451050570869696e-09
Position 408: 1.711159377956701e-10
Position 207: 5.466076260104169e-12
Position 240: 6.398915269878977e-15
