Gene = Las
index = 1250
Annotated 5SS: [ 152  544  914 1029]
Annotated 3SS: [ 210  756  970 1083]
SMsplice 5SS: [ 544  914 1029]
SMsplice 3SS: [ 756  970 1083]
top_k =  1000
Partition function (log Z): -0.7072830874920502

Sorted 5' Splice Sites (High to Low Probability):
Position 1029: 0.9834480860590757
Position 914: 0.983303555750931
Position 544: 0.8205083943890934
Position 152: 0.20075346527659219
Position 561: 0.03657432080367939
Position 1395: 0.012116838183387886
Position 17: 0.004090279431292803
Position 171: 0.003864321934911576
Position 327: 0.0030750043559796218
Position 94: 0.0029598678464772157
Position 140: 0.0024928322314568827
Position 595: 0.0017978769699883376
Position 78: 0.0015777248382551148
Position 387: 0.0012108681692828349
Position 1560: 0.001060424859143859
Position 1615: 0.0010438874863137988
Position 38: 0.0007552190718933164
Position 1699: 0.0007290822491566598
Position 1196: 0.0006077232671914963
Position 269: 0.0005698584823746266
Position 1520: 0.00040053669542858793
Position 1430: 0.0003630437513415242
Position 624: 0.00029436142448471266
Position 1376: 0.000263967783330191
Position 1217: 0.00022514435251392984
Position 7: 0.0002241779584766555
Position 1689: 0.0002098940512991294
Position 318: 0.000198304317345031
Position 1399: 0.00017776633985707078
Position 918: 0.00016442882818561727
Position 832: 0.00011323478697705574
Position 1256: 0.00010406279323671086
Position 889: 7.577826376741444e-05
Position 498: 7.551278358430388e-05
Position 1658: 7.426195647990826e-05
Position 406: 7.388588441891898e-05
Position 60: 7.062820586050192e-05
Position 1601: 5.967743678392814e-05
Position 1138: 5.487250054599611e-05
Position 1009: 4.860471102518616e-05
Position 901: 4.5313862289978385e-05
Position 658: 4.283992295642023e-05
Position 212: 2.839497183486071e-05
Position 251: 2.203659160897937e-05
Position 1456: 2.1862601136692967e-05
Position 143: 1.5520212688835653e-05
Position 1692: 7.441067648461605e-06
Position 983: 7.41976130414686e-06
Position 463: 6.887057729360416e-06
Position 1491: 6.4072013596385195e-06
Position 1442: 5.5045610992344445e-06
Position 482: 5.386590812680904e-06
Position 1385: 4.49992880490256e-06
Position 926: 4.3359155358421265e-06
Position 1638: 4.1036059927167615e-06
Position 257: 3.7971311860811325e-06
Position 480: 3.4658433491403927e-06
Position 1498: 3.4087409163234805e-06
Position 289: 3.1706899082806316e-06
Position 1302: 2.8570109067820895e-06
Position 1140: 2.6470477502651052e-06
Position 785: 2.4130858439024084e-06
Position 799: 2.204230868282707e-06
Position 1546: 2.0970305943751765e-06
Position 1054: 1.8588097269851809e-06
Position 1142: 1.1666177650009778e-06
Position 844: 1.1094732875085873e-06
Position 103: 7.175107576628268e-07
Position 929: 4.175429604378331e-07
Position 1172: 3.059724259130225e-07
Position 794: 1.521437071286612e-07
Position 456: 1.4275072819223794e-07
Position 1509: 8.392295286384753e-08
Position 98: 2.0101875186341223e-08
Position 1112: 2.410674441723044e-09
Position 1105: 3.357084035512891e-10
Position 1100: 3.5647795245559484e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 970: 0.9781376571894762
Position 1083: 0.9779987128409747
Position 756: 0.7123305021306339
Position 210: 0.17879684122482825
Position 616: 0.08609952731771199
Position 685: 0.06374640974898044
Position 294: 0.02465258313575196
Position 1752: 0.008589853528385916
Position 779: 0.005842545433925394
Position 979: 0.005712739912809938
Position 1505: 0.005124268933363649
Position 1456: 0.00494902626968183
Position 1112: 0.00245995687905299
Position 237: 0.0015654571102606677
Position 621: 0.0015594655449671006
Position 658: 0.001184676159893277
Position 267: 0.0008836462296529938
Position 692: 0.0008405859880123537
Position 946: 0.0006136894620232203
Position 1300: 0.0006136516105425506
Position 1190: 0.0005602480541580908
Position 591: 0.00046330712734876244
Position 901: 0.00040390194573037386
Position 1161: 0.00040155168113670183
Position 853: 0.00034937593970175957
Position 432: 0.00028435698618254344
Position 393: 0.0002842890662651012
Position 1273: 0.00016848532893439322
Position 1638: 0.00015157985682401684
Position 1453: 0.00012639480166399297
Position 1709: 0.00012423186418319588
Position 1462: 0.00012059135697986477
Position 788: 0.00010590788685834184
Position 1127: 8.17400357928553e-05
Position 1147: 7.369393157523694e-05
Position 156: 7.030219744838126e-05
Position 595: 6.997758703928037e-05
Position 1429: 6.567738317669116e-05
Position 1268: 5.334476410791263e-05
Position 1105: 5.266756131716127e-05
Position 1527: 4.261847593149669e-05
Position 1204: 3.587681974641933e-05
Position 311: 3.308519016748071e-05
Position 438: 2.6136070534490258e-05
Position 1509: 2.5100159629548377e-05
Position 1357: 2.3196911897846262e-05
Position 143: 2.1090455243815646e-05
Position 1023: 2.0509252029585745e-05
Position 1246: 1.7926708857228955e-05
