Gene = Sur
index = 1533
Annotated 5SS: [  670  2126  2356  3248  3908  4246  4750  4967  5900  7510  9501  9842
 10096 10770 10961 12628 13211 13476 14526 14878 15668 16110]
Annotated 3SS: [ 1859  2179  3031  3315  4132  4611  4803  5034  7247  9362  9704  9902
 10158 10856 11995 13052 13279 13756 14749 15372 15912 16186]
SMsplice 5SS: [ 2126  2356  3248  3908  4246  4750  4967  5900  7510  9501  9842 10096
 10770 10961 13211 13476 14526 14878 15668 16110]
SMsplice 3SS: [ 2179  3031  3315  4132  4611  4803  5034  7247  9362  9704  9902 10158
 10856 13052 13279 13756 14749 15372 15912 16186]
top_k =  1000
Partition function (log Z): 58.79646617190009

Sorted 5' Splice Sites (High to Low Probability):
Position 10770: 0.9982883109758985
Position 13211: 0.9972853427790644
Position 4750: 0.9960837944136761
Position 16110: 0.9910908417801603
Position 9501: 0.9897557476371989
Position 4246: 0.9896933188068264
Position 13476: 0.9870137038388318
Position 2126: 0.9835514599110832
Position 15668: 0.9831320568506682
Position 14878: 0.9771804108426753
Position 10961: 0.9691301441156722
Position 4967: 0.9410776551550443
Position 3908: 0.9281296332350117
Position 3248: 0.876737945323678
Position 14526: 0.8600327394669853
Position 9842: 0.8455809576808149
Position 2356: 0.8250155740607694
Position 7510: 0.8188967366709653
Position 670: 0.6344383989122269
Position 13937: 0.5732830843526387
Position 10096: 0.5579284180810243
Position 5900: 0.5156309325849053
Position 12628: 0.4538458532348638
Position 10102: 0.3748276255710257
Position 390: 0.3219727625111585
Position 7879: 0.207604487874484
Position 3595: 0.1651789337448431
Position 11333: 0.12032509882220317
Position 12177: 0.10275543249615486
Position 8762: 0.08877757082217624
Position 16330: 0.08654604921698883
Position 9165: 0.08450000860849874
Position 12143: 0.08137859623910627
Position 1581: 0.0704177643039396
Position 14274: 0.06270739743276835
Position 14144: 0.05174787314706267
Position 987: 0.049657250246887594
Position 11654: 0.04233888036740667
Position 10089: 0.037529528178921016
Position 7861: 0.0339686511797048
Position 4971: 0.03026602655722335
Position 1338: 0.030065281095712538
Position 1763: 0.028153561332599296
Position 12234: 0.024430975541986737
Position 218: 0.01814145079495261
Position 6440: 0.017995831321227704
Position 3205: 0.01693910268169367
Position 205: 0.016259747571156193
Position 77: 0.016050173902239433
Position 9923: 0.01466535956307512
Position 3226: 0.012883192867390378
Position 2346: 0.011811397172641935
Position 238: 0.01156245850888056
Position 10093: 0.010562523633707598
Position 15245: 0.01027512494238623
Position 2946: 0.009387898476507995
Position 8830: 0.009177101378012816
Position 4003: 0.00916247488015169
Position 3916: 0.00914266055932822
Position 3407: 0.00904192720158186
Position 8082: 0.008952343880967578
Position 7214: 0.008945947645825018
Position 7817: 0.008663250991766944
Position 1326: 0.007224360701333177
Position 16128: 0.006948866351556083
Position 101: 0.0068359069240217845
Position 2746: 0.00665183913821408
Position 909: 0.006555420549610698
Position 33: 0.0064861594141081185
Position 2944: 0.00644322256938458
Position 2874: 0.006018998865253357
Position 14652: 0.005706908476116872
Position 8137: 0.005535498295563721
Position 1108: 0.0054859405476694505
Position 12426: 0.00537670801668834
