Gene = CIAPIN1
index = 1043
Annotated 5SS: [ 222  808 2287]
Annotated 3SS: [ 310  875 2340]
SMsplice 5SS: [222 808]
SMsplice 3SS: [310 875]
top_k =  1000
Partition function (log Z): -3.982813879042454

Sorted 5' Splice Sites (High to Low Probability):
Position 808: 0.9759567489384265
Position 222: 0.551345107419647
Position 241: 0.21523619445985293
Position 1005: 0.21220955195364347
Position 1766: 0.20417280723132816
Position 2287: 0.06385632626208802
Position 1466: 0.03168416640489761
Position 269: 0.030573541840223838
Position 1706: 0.028089466959178327
Position 245: 0.028001317866815527
Position 943: 0.024695680819492517
Position 1074: 0.019399595159037008
Position 829: 0.018729599158896645
Position 951: 0.011943628443802784
Position 243: 0.007875375727155258
Position 236: 0.0060218478383256965
Position 2060: 0.00536077947513311
Position 1033: 0.0019246422155505876
Position 1745: 0.0016274746138717601
Position 1796: 0.0013940506935101388
Position 247: 0.0013354303114706527
Position 1343: 0.00126397021865182
Position 2242: 0.0011301201460045098
Position 226: 0.0006519871238215847
Position 1478: 0.0004054454162029386
Position 1691: 0.0003949744396153748
Position 249: 0.0003163782074014349
Position 231: 0.00031213450673209535
Position 1434: 0.0002959974723558865
Position 1457: 0.00027448891187494104
Position 2245: 0.00020783116264141085
Position 21: 0.00018506275339293617
Position 203: 0.00017274702984827905
Position 47: 0.00012782703809552926
Position 792: 9.895561812133373e-05
Position 1220: 9.493423947314057e-05
Position 1929: 9.131399533826119e-05
Position 1302: 7.323752547306086e-05
Position 376: 7.150254714549044e-05
Position 1304: 6.718302593685069e-05
Position 1916: 6.531089994303848e-05
Position 1418: 5.638093112641729e-05
Position 552: 5.557764534615904e-05
Position 37: 4.060354531638641e-05
Position 1682: 3.989570019761741e-05
Position 1260: 3.831769278058442e-05
Position 1502: 2.9219159913823468e-05
Position 2448: 2.73587090802836e-05
Position 371: 2.5869751755128724e-05
Position 434: 2.4402059267893837e-05
Position 1548: 2.3142836581775442e-05
Position 1504: 2.1904616263803086e-05
Position 1392: 2.073765374569229e-05
Position 273: 2.0718841906128516e-05
Position 1410: 1.8706796695532324e-05
Position 1111: 1.661807220465421e-05
Position 254: 1.4550065132959742e-05
Position 1526: 9.306951238952153e-06
Position 102: 8.44735998302731e-06
Position 155: 7.305224933377874e-06
Position 188: 6.040843784693558e-06
Position 685: 5.098091265583856e-06
Position 1213: 3.7062321103147392e-06
Position 1129: 3.4485450210320782e-06
Position 812: 2.7863879617984077e-06
Position 42: 2.672395916855961e-06
Position 1147: 2.575579453091472e-06
Position 1271: 2.570868346472878e-06
Position 1193: 2.278058287188928e-06
Position 800: 2.2153361246281736e-06
Position 833: 1.9102532722256153e-06
Position 446: 1.8925841385038344e-06
Position 1341: 1.8641611985287581e-06
Position 1694: 1.6544923476280346e-06
Position 217: 1.294149617193466e-06
Position 351: 1.2452212523677027e-06
Position 1640: 9.117648020495651e-07
Position 423: 9.011931423883043e-07
Position 677: 8.488150158581225e-07
Position 1066: 7.531344442409462e-07
Position 589: 6.414282513719351e-07
Position 689: 4.5852116221262267e-07
Position 605: 3.9916371735580595e-07
Position 1332: 2.772382423815386e-07
Position 421: 2.632763824527578e-07
Position 343: 2.617649644128133e-07
Position 1497: 2.3292266732938577e-07
Position 1241: 2.2703345194361086e-07
Position 578: 1.437174290808619e-07
