Gene = exex
index = 1697
Annotated 5SS: [1100 2236]
Annotated 3SS: [1964 2370]
SMsplice 5SS: [1100 2236]
SMsplice 3SS: [1964 2370]
top_k =  1000
Partition function (log Z): 6.272628704982353

Sorted 5' Splice Sites (High to Low Probability):
Position 2236: 0.9984133964251348
Position 1100: 0.9915637530591942
Position 1778: 0.17771490630375572
Position 1843: 0.12338417680533477
Position 1899: 0.10561662070944583
Position 883: 0.027204038777527532
Position 1774: 0.01730727307810892
Position 3177: 0.015088578994959507
Position 2993: 0.011319463681612681
Position 1873: 0.00816250774183451
Position 1613: 0.00782831622658202
Position 1796: 0.003943570838409342
Position 2995: 0.003340972674461427
Position 68: 0.003309098542743434
Position 72: 0.002968578490490117
Position 2042: 0.00291193009859521
Position 1268: 0.002140693627820652
Position 2769: 0.0017358019211662658
Position 1262: 0.0016172446085357907
Position 104: 0.0013399149451422561
Position 2626: 0.0010605982687842516
Position 2240: 0.0010418329000049884
Position 1104: 0.000936412745878899
Position 80: 0.0008463420240637582
Position 94: 0.0007371498498008775
Position 511: 0.0006865123595842517
Position 2565: 0.0006769669168880084
Position 106: 0.0006562767634500936
Position 145: 0.000635366769895226
Position 1700: 0.0006208347660505701
Position 1067: 0.0005558194094490795
Position 1428: 0.0005550852641985662
Position 709: 0.0005464008250250669
Position 562: 0.0005256388085891383
Position 3141: 0.000483183872606795
Position 2094: 0.000459317122060084
Position 3105: 0.00043859095772837267
Position 2982: 0.00037904425359042496
Position 823: 0.00036830901243448285
Position 3173: 0.000294683293042415
Position 447: 0.0002889180470129745
Position 1747: 0.00028411778252151283
Position 2186: 0.0002682707105637164
Position 2999: 0.0002555016107291974
Position 2753: 0.0002524375647493484
Position 1807: 0.00024324347713639038
Position 3005: 0.00023944664478384715
Position 613: 0.00022847666203153961
Position 481: 0.00022181850943631996
Position 1711: 0.0002186521171134818
Position 1152: 0.0002148515494684209
Position 633: 0.00019751379608795106
Position 2872: 0.00018880506056842571
Position 1776: 0.00017881046286862898
Position 2272: 0.00017149309144516505
Position 2076: 0.0001673539679524588
Position 96: 0.00014945779821550327
Position 1885: 0.00011339860715604393
Position 2984: 0.00011293546395621999
Position 2905: 0.0001050313319652067
Position 478: 9.88444541749681e-05
Position 2846: 9.812037109422894e-05
Position 1409: 9.770554288603604e-05
Position 552: 9.339564547710114e-05
Position 3168: 9.10111168554523e-05
Position 606: 8.08534259066829e-05
Position 56: 8.076608639607257e-05
Position 2593: 7.827638654520518e-05
Position 2603: 7.500086371210673e-05
Position 2281: 7.384639585672457e-05
Position 2018: 7.023216945134011e-05
Position 1726: 5.495714870259466e-05
Position 3130: 5.4632201684879756e-05
Position 1782: 4.7854997359582366e-05
Position 251: 4.630495992944999e-05
Position 508: 4.56838997946148e-05
Position 2760: 4.466474524250818e-05
Position 2922: 3.7766299821519585e-05
Position 2824: 3.394920810854182e-05
Position 1528: 3.3638975821564096e-05
Position 397: 2.6846717714517565e-05
Position 292: 2.683511249721993e-05
Position 2809: 2.6030542381968697e-05
Position 2812: 2.450435207785374e-05
Position 1805: 2.0506882410328766e-05
Position 778: 1.9816345379505806e-05
Position 2573: 1.7420587296887083e-05
Position 517: 1.7019035614852465e-05
Position 1921: 1.584446470334831e-05
Position 1760: 1.4198088724751476e-05
Position 310: 1.3417454166830453e-05
Position 3059: 1.3184004636165574e-05
Position 537: 1.2768347884119043e-05
Position 235: 1.2015114053893626e-05
Position 164: 1.16478289371675e-05
Position 66: 1.0707540956498652e-05
Position 2887: 1.0554481650198454e-05
Position 2997: 9.285793951605816e-06
Position 1866: 8.914066449302098e-06
Position 878: 8.7038911898118e-06
Position 1306: 8.550781083472308e-06
Position 1767: 8.197755930896436e-06
Position 2976: 7.599176732902214e-06
Position 23: 7.5628946701028895e-06
Position 2613: 7.313137114698528e-06
Position 2794: 7.233024478922635e-06
Position 3216: 6.907454684448655e-06
Position 1235: 6.696762983567352e-06
Position 472: 5.798910185948595e-06
Position 3206: 4.90722857009975e-06
Position 903: 4.763958855615236e-06
Position 1219: 4.637512594566613e-06
Position 173: 4.0816271200371984e-06
Position 2015: 3.6908626480169857e-06
Position 2064: 3.3052236254144598e-06
Position 3197: 3.036527792315119e-06
Position 1758: 2.7384245110327857e-06
Position 1094: 2.7141561470346204e-06
Position 1603: 2.667747745453951e-06
Position 741: 2.444525422819819e-06
Position 28: 2.390729277697046e-06
Position 1250: 2.2320188383802512e-06
Position 2637: 2.0991165327522718e-06
Position 2346: 2.0278056647803017e-06
Position 1363: 1.9867218366952616e-06
Position 1569: 1.794081024208407e-06
Position 1855: 1.7139314767469368e-06
Position 3224: 1.6843275631006087e-06
Position 1199: 1.5956547443768684e-06
Position 9: 1.5636299878254342e-06
Position 3230: 1.52297016863335e-06
Position 2658: 1.4006560718118487e-06
Position 195: 1.0396941760575847e-06
Position 598: 1.0385404280161527e-06
Position 913: 9.293138588852688e-07
Position 1081: 8.970904915087632e-07
Position 2744: 6.564426040821405e-07
Position 412: 6.526716332232294e-07
Position 2648: 6.179410651152912e-07
Position 1339: 5.578597497820963e-07
Position 6: 5.009875772644266e-07
Position 187: 7.671454539130053e-08
Position 2763: 2.8377635814982604e-08
Position 2961: 2.2855115177201518e-08
Position 197: 2.0539660136853993e-09
Position 1394: 9.449758108279302e-10
Position 2397: 4.805219095940132e-11
Position 2381: 3.5731830840830125e-11
Position 2120: 1.6743408497794392e-11
Position 182: 1.1660325546412046e-11
Position 1997: 9.83584719425274e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1964: 0.9912797575063053
Position 2370: 0.9731786752051425
Position 1511: 0.1658665716973885
Position 1306: 0.12374434729478283
Position 1541: 0.11584666973975806
Position 944: 0.02102188300090647
Position 3233: 0.019289286946926835
Position 1421: 0.01854996216574809
Position 2403: 0.01824483576908715
Position 3049: 0.017065793507800298
Position 1394: 0.00829909913439014
Position 2306: 0.007440575822260516
Position 990: 0.005488356508673498
Position 708: 0.0054130316336033855
Position 2120: 0.004811264270451634
Position 1631: 0.004054973540042748
Position 1409: 0.0036133541798375676
Position 2155: 0.0024698981868029636
Position 1733: 0.002404642181035128
Position 206: 0.0019277944939529938
Position 1261: 0.0019123429381669175
Position 150: 0.0017900413016706342
Position 1637: 0.0016021117308308154
Position 143: 0.0014731435068361563
Position 1213: 0.000950519658407076
Position 1739: 0.0008169675575636061
Position 187: 0.000783909229573297
Position 1267: 0.0005756318999760114
Position 178: 0.0003983651489356452
Position 3329: 0.0003962172572715562
Position 823: 0.0003460814772846904
Position 3082: 0.0002904804539621519
Position 2158: 0.0002496647263419104
Position 1997: 0.00024854464648998504
Position 1146: 0.0002478577276016848
Position 379: 0.00024392706673032814
Position 1969: 0.00024225811529389734
Position 2887: 0.0002100468779986603
Position 893: 0.0001955104384005431
Position 2643: 0.00019313279294044417
Position 2625: 0.0001752108379137821
Position 1774: 0.0001460922287826711
Position 268: 0.00011840278853288966
Position 537: 0.00010163199894050378
Position 1648: 9.558837938621096e-05
Position 2009: 8.967621954824953e-05
Position 1664: 8.782617903107509e-05
Position 1166: 8.136179416145402e-05
Position 878: 7.689424017672391e-05
Position 1796: 6.996058258099208e-05
Position 1919: 6.737229511281059e-05
Position 1829: 6.648220166059543e-05
Position 1817: 6.198748375782324e-05
Position 2058: 5.6322374826433354e-05
Position 2129: 5.6189398762783814e-05
Position 1933: 5.614602579286701e-05
Position 778: 5.499636623720358e-05
Position 2526: 5.337836604740013e-05
Position 278: 5.197189680933369e-05
Position 195: 4.7603158526471204e-05
Position 1178: 3.8181309803950966e-05
Position 1903: 3.7549613096907595e-05
Position 408: 3.497677251007922e-05
Position 1219: 3.16068151553613e-05
Position 1642: 3.099719916285632e-05
Position 438: 2.2800779791867676e-05
Position 232: 2.145966878336012e-05
Position 235: 2.0448792854064792e-05
Position 386: 1.7756490510283487e-05
Position 866: 1.7400826706697744e-05
Position 173: 1.5039342154211894e-05
Position 998: 1.438155531525371e-05
Position 2824: 1.3690329986754521e-05
Position 3317: 1.2621725790459611e-05
Position 2028: 1.2561434856498648e-05
Position 2136: 1.231077811466563e-05
Position 2676: 1.1820196148911724e-05
Position 338: 1.181738642651683e-05
Position 1161: 1.1328637820906771e-05
Position 3168: 1.107807079840522e-05
Position 1971: 1.0026798828501044e-05
Position 145: 9.490149722106614e-06
Position 827: 8.937209309262833e-06
Position 488: 7.897137027712894e-06
Position 310: 6.773745014975168e-06
Position 1661: 5.926932856825562e-06
Position 2619: 5.1132690800977835e-06
Position 1653: 4.598749326647291e-06
Position 2631: 4.5479540630568e-06
Position 3173: 4.000839434113927e-06
Position 1199: 3.341681418097627e-06
Position 3288: 3.1031664916213854e-06
Position 2100: 2.8478762838740308e-06
Position 305: 2.50129921089167e-06
Position 397: 2.3937647490644666e-06
Position 2031: 2.33260343996825e-06
Position 2204: 2.3014479642951834e-06
Position 611: 2.2847668528114798e-06
Position 317: 1.7492743864419866e-06
Position 289: 1.625615485858148e-06
Position 2685: 1.527922688262538e-06
Position 2103: 1.3965215209777312e-06
Position 833: 1.2691579207227572e-06
Position 3259: 1.22414346928179e-06
Position 292: 1.139009725933038e-06
Position 2688: 1.1219637602676104e-06
Position 2718: 1.121403572424289e-06
Position 350: 1.0457038041413012e-06
Position 1027: 9.575668690032547e-07
Position 1034: 9.350780602539787e-07
Position 2559: 9.033690154371062e-07
Position 2658: 8.899454245596678e-07
Position 2493: 8.478204660629423e-07
Position 286: 8.109877890882468e-07
Position 2682: 7.935862213801753e-07
Position 1046: 7.916757689462503e-07
Position 1063: 7.225178417778274e-07
Position 238: 7.002652902199022e-07
Position 524: 6.860780632728927e-07
Position 2094: 6.802710530134954e-07
Position 447: 5.280405377219614e-07
Position 2600: 5.227497886778196e-07
Position 121: 4.898058596687069e-07
Position 2172: 4.3499921931798627e-07
Position 2547: 4.2993192815705107e-07
Position 3105: 3.170641130499041e-07
Position 451: 2.4244433059424976e-07
Position 412: 2.3962157730278005e-07
Position 1814: 1.4624231823682592e-07
Position 2221: 9.479832709803874e-08
Position 355: 4.5352475005096826e-08
Position 1081: 3.5184995656267895e-08
Position 104: 8.6737232756795e-09
Position 1139: 1.1226768796736831e-10
Position 2673: 9.336274206309048e-11
Position 2565: 7.499373406018339e-11
Position 2538: 6.029033343187708e-11
Position 2498: 3.8776831698186475e-11
Position 2501: 3.287740631253649e-11
Position 2664: 1.862446888343582e-12
Position 2721: 1.8590346997858053e-12
Position 50: 2.272294214231497e-14
