Gene = PGRP-LC
index = 1355
Annotated 5SS: [5803 6258 6951]
Annotated 3SS: [6089 6798 7017]
SMsplice 5SS: [  57 4320 5803 6258 6650 6951 7936]
SMsplice 3SS: [3354 4381 6089 6539 6798 7748 7997]
top_k =  1000
Partition function (log Z): 1.048324636037505

Sorted 5' Splice Sites (High to Low Probability):
Position 6951: 0.9614844070634531
Position 7936: 0.9545090720589373
Position 4320: 0.9507612665176253
Position 6650: 0.6296137625694993
Position 6258: 0.5831464116586547
Position 5803: 0.4909100270242745
Position 57: 0.44376246072138237
Position 75: 0.3325974656848894
Position 759: 0.23162836003140616
Position 8480: 0.18355733282678469
Position 308: 0.15115189442773813
Position 6315: 0.14306720241307969
Position 2234: 0.1255415487880534
Position 8167: 0.12173032316568119
Position 8363: 0.12096829716357896
Position 1780: 0.11671508348535918
Position 8774: 0.10861811936762487
Position 4470: 0.06786564330335855
Position 4705: 0.06636468666457412
Position 4744: 0.050669131475668816
Position 1692: 0.04659496330576689
Position 4011: 0.043000190477993964
Position 8440: 0.03684696599688141
Position 942: 0.036745322506075526
Position 6461: 0.021194797478931205
Position 7427: 0.019999142891683686
Position 3567: 0.015496775523329382
Position 7894: 0.01377277787835196
Position 9084: 0.013403923002707827
Position 32: 0.01269733192414954
Position 415: 0.011500973268812574
Position 7187: 0.009571033023091055
Position 2353: 0.009451797433178668
Position 9370: 0.00908754095429123
Position 991: 0.009033075249109856
Position 8408: 0.008165019696017883
Position 79: 0.00795749207905549
Position 3572: 0.0074498556712179085
Position 7713: 0.006732819260124381
Position 6449: 0.005999378524377216
Position 9090: 0.005853248186963669
Position 2588: 0.005762837517285332
Position 2225: 0.0052157186409017625
Position 6615: 0.005048395071947527
Position 7608: 0.004819362657174361
Position 6645: 0.004697446650585368
Position 5135: 0.00467949627707986
Position 2582: 0.004569406961234862
Position 5290: 0.004440725340098186
Position 6496: 0.00412676739473089
Position 6424: 0.003932037258270089
Position 712: 0.0037045954119849117
Position 5940: 0.0030561401098736438
Position 8098: 0.0029462464778072096
Position 5681: 0.002913305825596586
Position 6482: 0.002904757640312614
Position 7925: 0.002829820316446004
Position 8064: 0.0026815494261212994
Position 1701: 0.002555214875441417
Position 8779: 0.0025195773637101664
Position 7718: 0.002056029414941239
Position 7822: 0.0019843758772635496
Position 8248: 0.0019456036924774126
Position 557: 0.0019444398717902863
Position 1726: 0.0018536320590787476
Position 2095: 0.001690801046799816
Position 8602: 0.001637107915917172
Position 6185: 0.0015666053106144617
Position 7166: 0.0015498175992857154
Position 2628: 0.0015127581979067213
Position 1481: 0.0013364961860212916
Position 7577: 0.0012654773295475428
Position 5796: 0.0012440479597519785
Position 4770: 0.0010379875915937664
Position 1128: 0.001001208317190906
Position 4682: 0.0009490441803434622
Position 8650: 0.0009456985195697197
Position 1824: 0.0009365516974368649
Position 8161: 0.0008756024176448833
Position 771: 0.0008666343609379378
Position 2991: 0.0007153349185820552
Position 98: 0.0006840268153206765
Position 6733: 0.0006783448973835416
Position 4863: 0.0006776957454762716
Position 4454: 0.0006625697248004335
Position 2178: 0.0006456001676172812
Position 9041: 0.0006204737006401457
Position 3233: 0.0006126339575254074
Position 1307: 0.0005932065136381316
Position 7844: 0.0005148308385572932
Position 5335: 0.0005057000037843425
Position 8082: 0.0004946403966457724
Position 6207: 0.00047104148273311775
Position 4959: 0.0004684941704010656
Position 5148: 0.0004681754878140542
Position 9000: 0.0004640382897650069
Position 8721: 0.00045599621607165803
Position 3511: 0.0004487044222732084
Position 1433: 0.00042839920285181574
Position 1179: 0.00040262108322248666
Position 312: 0.000334904130647264
Position 6176: 0.00032955154736479827
Position 4474: 0.000324898905042736
Position 2219: 0.0003243836528017984
Position 7122: 0.00032180823009628185
Position 1314: 0.00032019885235347686
Position 5077: 0.0003016812843876961
Position 5469: 0.0002615088609292969
Position 5605: 0.0002520791473080914
Position 5282: 0.0002500559599760096
Position 1799: 0.00023238080910902167
Position 8785: 0.00021285353926578512
Position 5738: 0.00021025476873883398
Position 6422: 0.0002084379456501867
Position 9362: 0.00020300398629208858
Position 5735: 0.00019931569577174925
Position 8442: 0.00019285411930405427
Position 1801: 0.00018962946866927106
Position 4311: 0.00018217219888202581
Position 1208: 0.00017969792974713576
Position 8227: 0.00016432209594486924
Position 346: 0.0001519475841613905
Position 8492: 0.00013873559080091483
Position 2008: 0.00013012855824508696
Position 755: 0.00012719680775852168
Position 610: 0.00012092494740776935
Position 5562: 0.00011665933409750156
Position 6179: 0.00011032815474534179
Position 1784: 0.00010377031184637966
Position 1760: 0.00010242598830450491
Position 8484: 9.917664441759044e-05
Position 809: 8.863064242447627e-05
Position 119: 7.921034951543578e-05
Position 9043: 7.187497618454879e-05
Position 248: 7.047893916484305e-05
Position 996: 6.726907918775021e-05
Position 8113: 6.108672943114098e-05
Position 602: 5.6387836131132316e-05
Position 981: 5.013013572022377e-05
Position 4837: 4.613199637491303e-05
Position 5887: 4.250205981920329e-05
Position 116: 3.542355006704564e-05
Position 423: 3.4727102435464924e-05
Position 9286: 3.3855131964085e-05
Position 250: 3.346046078293193e-05
Position 4420: 3.103776809215494e-05
Position 4128: 3.046129685157978e-05
Position 1197: 2.8634264467461298e-05
Position 5104: 2.3557134696848508e-05
Position 1182: 1.9009801315449403e-05
Position 193: 1.6422181715199382e-05
Position 7147: 1.3665515823151323e-05
Position 1055: 1.1838119403470094e-05
Position 1152: 1.1676693779640011e-05
Position 2217: 1.1616862708189424e-05
Position 7118: 9.314780259659107e-06
Position 657: 7.653458384528673e-06
Position 951: 6.6797337340361306e-06
Position 1162: 5.260651683399557e-06
