Gene = AstCC
index = 32
Annotated 5SS: [ 419 1063 1210]
Annotated 3SS: [ 881 1123 1283]
SMsplice 5SS: [ 419 1063 1210]
SMsplice 3SS: [ 881 1123 1283]
top_k =  1000
Partition function (log Z): -2.0489285163749384

Sorted 5' Splice Sites (High to Low Probability):
Position 1063: 0.9698838544938767
Position 419: 0.9068376419273714
Position 1210: 0.8694997971756552
Position 734: 0.28197859817427945
Position 474: 0.033427411787476755
Position 786: 0.020772767284662152
Position 529: 0.006170245884026605
Position 801: 0.0034158407558776537
Position 789: 0.003369074215867299
Position 483: 0.003153224367613408
Position 352: 0.0027646039549701212
Position 296: 0.0023073859637318716
Position 629: 0.00229185750884758
Position 738: 0.002055790667128647
Position 1067: 0.001656092921135096
Position 535: 0.0013856127133785796
Position 136: 0.0012367541487176194
Position 727: 0.0011806289092104942
Position 139: 0.0008767356536367814
Position 1403: 0.0008682845762641262
Position 716: 0.0007296750397924421
Position 1269: 0.0004338011248067058
Position 1428: 0.00036797853011740443
Position 1073: 0.0003365276758595558
Position 706: 0.0003190971754210794
Position 111: 0.0003155421714336456
Position 412: 0.0002664590125380484
Position 478: 0.00026454993764084034
Position 227: 0.00019641340029158207
Position 363: 0.00018449789029899524
Position 645: 0.00016209388228372067
Position 342: 0.00015543561136025695
Position 651: 0.00013929848250049726
Position 3: 0.00012965461418780726
Position 1411: 8.296763359142526e-05
Position 1578: 7.546280497884417e-05
Position 643: 6.955204898389763e-05
Position 1666: 6.507127063428302e-05
Position 885: 5.003276691380085e-05
Position 1360: 4.783674727363805e-05
Position 497: 4.7250489220117586e-05
Position 1369: 4.669181546556548e-05
Position 1214: 4.6159365978904994e-05
Position 166: 4.5677306172403365e-05
Position 1393: 3.17032649082394e-05
Position 487: 3.109973164166633e-05
Position 5: 3.0379495253008815e-05
Position 102: 2.9547212806054022e-05
Position 384: 2.1455826061935293e-05
Position 669: 2.10317448403207e-05
Position 649: 1.7962309911936874e-05
Position 211: 1.4938619456683485e-05
Position 1672: 1.2290811628163551e-05
Position 927: 1.2044081001423444e-05
Position 961: 1.1058014630437237e-05
Position 1619: 1.0848228431777002e-05
Position 1109: 8.972297037276569e-06
Position 1584: 7.869564554857277e-06
Position 36: 6.4729011111991576e-06
Position 282: 4.501619282086146e-06
Position 1653: 3.5986969080051078e-06
Position 1128: 3.4362529957238776e-06
Position 898: 3.0653715974132116e-06
Position 47: 2.8444126595078154e-06
Position 1647: 2.806428919554052e-06
Position 229: 2.679522105362705e-06
Position 1641: 2.0624527122872544e-06
Position 605: 1.9413092744673355e-06
Position 1112: 1.7789637751312389e-06
Position 1625: 1.7492097048901187e-06
Position 888: 1.7371930979382727e-06
Position 1283: 1.472365324375092e-06
Position 1660: 1.2357940202640231e-06
Position 182: 1.2290737530110961e-06
Position 1006: 1.0512208543737449e-06
Position 1575: 7.389384011969428e-07
Position 75: 4.4780425617356987e-07
Position 1133: 3.2524339556613475e-07
Position 919: 1.2617307044436025e-08
Position 1155: 3.6364806247119398e-09
Position 1267: 2.1802726464075671e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1123: 0.9730499452972352
Position 881: 0.9254127271571402
Position 1283: 0.5565362000345431
Position 575: 0.19569640968461613
Position 1260: 0.13018831160074215
Position 594: 0.06393358681671168
Position 1304: 0.05939460312375403
Position 628: 0.0522023246488704
Position 1356: 0.04783279971203559
Position 1257: 0.029099101680051125
Position 1295: 0.019432372596232452
Position 1506: 0.016920035770983496
Position 599: 0.01642793253946285
Position 953: 0.008526222807951678
Position 789: 0.0035484515874027096
Position 1309: 0.003513986555813923
Position 1320: 0.0029090613505004313
Position 786: 0.0027944632436930194
Position 193: 0.0022621305069738503
Position 1273: 0.002169577024381498
Position 1460: 0.001925880609250137
Position 903: 0.0012504887592487027
Position 1133: 0.0009364978555606734
Position 1724: 0.0008248439517913925
Position 1660: 0.0006839205965483092
Position 1632: 0.0005071583211498344
Position 665: 0.00027110818487846155
Position 833: 0.00023346158861096365
Position 837: 0.00016723251807540624
Position 50: 0.00015527506299232985
Position 1306: 0.00015260916281887346
Position 1185: 0.00014316402107541657
Position 896: 0.0001415668204390748
Position 1524: 0.00012905109395307132
Position 691: 0.0001043472603325124
Position 262: 7.961475105367947e-05
Position 282: 7.10815779472391e-05
Position 1432: 6.848576758092062e-05
Position 994: 6.56814283039448e-05
Position 1174: 4.3041500252542505e-05
Position 1006: 3.989724782446928e-05
Position 1245: 3.6335801526258204e-05
Position 660: 2.005600433675382e-05
Position 1491: 1.9006040728652083e-05
Position 1363: 1.2819619096648696e-05
Position 161: 1.1472264785576718e-05
Position 287: 1.0469032581481696e-05
Position 970: 9.940821002183113e-06
Position 463: 7.055135303515417e-06
Position 1297: 6.7537193787913516e-06
Position 363: 6.098700889569754e-06
Position 814: 5.06355870230663e-06
Position 1091: 3.941251115279091e-06
Position 1097: 3.252687372853702e-06
Position 794: 2.9909152709045682e-06
Position 758: 2.79478104828087e-06
Position 1614: 2.544563435889222e-06
Position 351: 2.1987069940969056e-06
Position 809: 1.7051449849137627e-06
Position 798: 1.632006612605881e-06
Position 1731: 1.3047011256732452e-06
Position 446: 1.26291212953347e-06
Position 961: 9.49015519843145e-07
Position 745: 3.9718008074227296e-07
Position 990: 3.669563019353473e-07
Position 144: 2.57537679428537e-07
Position 90: 1.7534931213713287e-07
Position 801: 1.0833047678759676e-07
Position 1050: 9.60883041075221e-08
Position 460: 8.692556311300946e-08
Position 678: 6.85401113169595e-08
Position 57: 6.85152073040082e-08
Position 423: 5.496536916485308e-08
Position 392: 5.0616123456289394e-08
Position 1104: 5.022682082713698e-08
Position 202: 4.545916630226616e-08
Position 124: 4.424976758420685e-08
Position 367: 3.807516026803142e-08
Position 127: 3.731901437929331e-08
Position 93: 3.263807511825919e-08
Position 384: 1.6658845579851843e-08
Position 338: 1.172796853901154e-08
Position 412: 4.5626769140392754e-09
Position 111: 3.5716579173489398e-09
Position 373: 3.3013544901986585e-09
Position 334: 2.8283319039229604e-09
Position 99: 5.417196832917745e-10
Position 310: 4.695267784020993e-10
Position 102: 2.9267260380196263e-10
Position 293: 1.7319924216942222e-10
Position 376: 2.528339101563415e-11
Position 295: 1.102707983800556e-12
Position 400: 7.146408202673168e-19
