Gene = fal
index = 1699
Annotated 5SS: [ 535 2649 2885 3656]
Annotated 3SS: [2481 2712 2954 3713]
SMsplice 5SS: [ 535 2649 2885 3656 3825]
SMsplice 3SS: [2481 2712 2954 3713 3886]
top_k =  1000
Partition function (log Z): 7.32775937456788

Sorted 5' Splice Sites (High to Low Probability):
Position 2885: 0.9984792972482035
Position 2649: 0.9968423753661922
Position 535: 0.8466472842601669
Position 1996: 0.6664183013044125
Position 3656: 0.6573791576906511
Position 3825: 0.5852618831447033
Position 2280: 0.3824318661702157
Position 2396: 0.30897617667473487
Position 3473: 0.1593165071528064
Position 3345: 0.09764129019658366
Position 1733: 0.09251180411419313
Position 2267: 0.07938713572781975
Position 214: 0.06172339421670288
Position 2231: 0.050782226280483816
Position 3309: 0.024510786756478775
Position 1255: 0.021631300656588186
Position 3632: 0.019138625929023337
Position 1482: 0.017757609802664612
Position 3085: 0.012811924975532433
Position 917: 0.009261886613525208
Position 546: 0.008784611234601445
Position 2360: 0.007731307396787247
Position 2243: 0.0072328161416342004
Position 3187: 0.0068455884344056726
Position 3582: 0.004132545469396515
Position 2299: 0.0038919212903572786
Position 1200: 0.00364587486439317
Position 2665: 0.0029239485165553406
Position 251: 0.0028971403189439362
Position 3240: 0.0028908949934381488
Position 796: 0.002259916538612276
Position 557: 0.001962612249080661
Position 394: 0.0019126516626130688
Position 209: 0.0018798328884066277
Position 882: 0.0016293887917079985
Position 4188: 0.0016004935679170558
Position 3399: 0.001493929393795442
Position 976: 0.001453974778425661
Position 2314: 0.0011664736128728518
Position 1384: 0.001121727195420064
Position 3962: 0.0010068774487564684
Position 3806: 0.0009513806139615827
Position 1468: 0.0009171196727196548
Position 695: 0.0009097435244568231
Position 785: 0.0007906473220196489
Position 3393: 0.0007468541858077736
Position 2273: 0.0006983253884373775
Position 670: 0.0006473352091897921
Position 2294: 0.0006458587907471207
Position 3739: 0.000616605065739474
Position 3049: 0.0006063710283524037
Position 909: 0.0006029962533031424
Position 2428: 0.0005895374595296191
Position 1671: 0.000570260587549335
Position 642: 0.0005665864748344086
Position 3911: 0.0005553770326491243
Position 2237: 0.0005082716597922736
Position 564: 0.0004992421582911816
Position 3800: 0.0004988177619698152
Position 1796: 0.0004708811373739073
Position 334: 0.0004628614115740608
Position 3271: 0.000395270565545668
Position 766: 0.0003745288291626697
Position 1960: 0.000361398916464335
Position 381: 0.00035020188118533435
Position 826: 0.000341591246947585
Position 3591: 0.00033881282698410047
Position 28: 0.00032221795508467776
Position 3516: 0.0002810466988789077
Position 1907: 0.0002570311342160619
Position 53: 0.0002535273971368787
Position 30: 0.00024307099453537592
Position 3384: 0.00022435781238347915
Position 539: 0.00021837764992931627
Position 3037: 0.00018578167370637816
Position 2500: 0.00018501282170465302
Position 3906: 0.00017260490866371472
Position 3409: 0.0001708391795505645
Position 2860: 0.00016747473302721337
Position 1270: 0.00014064197916853984
Position 712: 0.00013790680876412675
Position 2864: 0.00013763432167100158
Position 3162: 0.00012975031999484338
Position 895: 0.00012468035255775928
Position 4088: 0.00011940486989433518
Position 3430: 0.00011302364856359553
Position 2219: 0.0001098719265794605
Position 184: 0.00010888171712422054
Position 73: 0.0001067520553471071
Position 2896: 0.00010652721811232981
Position 1397: 0.000105766363628696
Position 3320: 0.00010342380223266183
