Gene = l(2)k09022
index = 1750
Annotated 5SS: [1273 1648 5419]
Annotated 3SS: [1384 1707 5482]
SMsplice 5SS: [1273 1648 2350 5419]
SMsplice 3SS: [1384 1707 5141 5482]
top_k =  1000
Partition function (log Z): 2.2372366561849426

Sorted 5' Splice Sites (High to Low Probability):
Position 1648: 0.997940643163176
Position 5419: 0.986236589678476
Position 1273: 0.9759822968473882
Position 2350: 0.7634687780047756
Position 3055: 0.3340966807304131
Position 984: 0.31243253543333477
Position 2067: 0.12937405817653724
Position 473: 0.1155057169077556
Position 586: 0.033280506108413425
Position 481: 0.026653881015506493
Position 4772: 0.020181751739083695
Position 489: 0.019626964668276698
Position 2317: 0.018564395286408165
Position 158: 0.01524416778791033
Position 454: 0.0118845088517758
Position 5857: 0.008934375214845615
Position 2540: 0.00803823019993077
Position 2503: 0.0059797253132468295
Position 3377: 0.0059447955450578046
Position 3030: 0.0056697203107398736
Position 1951: 0.004404976619331838
Position 2043: 0.0032720080350721174
Position 5665: 0.0030088026776577395
Position 1235: 0.00211487729207464
Position 2220: 0.001976798473450542
Position 5611: 0.0017392896533343636
Position 394: 0.0012660528371368901
Position 929: 0.00116526785049857
Position 1652: 0.001141786544439109
Position 3009: 0.0010515325034241602
Position 1821: 0.0010470246448846916
Position 1070: 0.0009687318387450606
Position 250: 0.0009369622609424679
Position 2251: 0.0008394732339875987
Position 497: 0.0007862797786558964
Position 1470: 0.0007535266176756073
Position 6301: 0.0006643794425067022
Position 2191: 0.0006579387289831262
Position 704: 0.000648842167267786
Position 690: 0.0005860307766298597
Position 6180: 0.0005555494376468386
Position 2843: 0.0004808335393078107
Position 6621: 0.0004696434892614227
Position 2728: 0.00046155714352304173
Position 415: 0.0004014529037794722
Position 2028: 0.0003808527513240323
Position 2852: 0.00034095885335919975
Position 25: 0.000327904856473204
Position 6069: 0.00030458825268451633
Position 1286: 0.0002727713064582102
Position 5724: 0.00026089949830552676
Position 6151: 0.0002592377468741984
Position 2187: 0.0002505804921399759
Position 18: 0.000248280442963871
Position 1314: 0.00024164317000733817
Position 2769: 0.00024031594966210224
Position 154: 0.0002256211428459243
